,feature_name,word,zwickau,zwickau norm.,london,london norm.,breslau,breslau norm.,zwickau / london,zwickau / breslau,london / breslau,version with higher score
3486,word_counter,tumorem,1,3.72300819061802e-05,1,3.328673190866121e-05,1,0.00010094891984655764,1.1184661206254656,0.368801191362621,0.32973836628719794,zwickau
3487,word_counter,impedit,1,3.72300819061802e-05,1,3.328673190866121e-05,1,0.00010094891984655764,1.1184661206254656,0.368801191362621,0.32973836628719794,zwickau
3488,word_counter,pluuiales,1,3.72300819061802e-05,1,3.328673190866121e-05,0,0.0,1.1184661206254656,0.0,0.0,zwickau
3489,word_counter,cadunt,1,3.72300819061802e-05,1,3.328673190866121e-05,0,0.0,1.1184661206254656,0.0,0.0,zwickau
3490,word_counter,descendant,1,3.72300819061802e-05,1,3.328673190866121e-05,2,0.0002018978396931153,1.1184661206254656,0.1844005956813105,0.16486918314359897,breslau
3491,word_counter,cainmot,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3492,word_counter,lamec,1,3.72300819061802e-05,1,3.328673190866121e-05,0,0.0,1.1184661206254656,0.0,0.0,zwickau
3493,word_counter,cain,1,3.72300819061802e-05,5,0.00016643365954330605,2,0.0002018978396931153,0.22369322412509307,0.1844005956813105,0.8243459157179949,london
3494,word_counter,putans,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3495,word_counter,bestiam,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3496,word_counter,sibule,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3497,word_counter,ocorias,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3498,word_counter,uulnerauerat,1,3.72300819061802e-05,1,3.328673190866121e-05,0,0.0,1.1184661206254656,0.0,0.0,zwickau
3499,word_counter,iesraheli,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3500,word_counter,ascensu,1,3.72300819061802e-05,1,3.328673190866121e-05,0,0.0,1.1184661206254656,0.0,0.0,zwickau
