,importance,feature
13617,0.0,ecit
13618,0.0,ecit_
13619,0.0,ecite
13620,0.0,eciu
13621,0.0,eciui
13622,0.0,ecium
13623,0.0,ecl
13624,0.0,ecla
13625,0.0,eclar
13626,0.0,ecle
13627,0.0,ecles
13628,0.0,ecli
13629,0.0,eclin
13630,0.0,ecliu
13631,0.0,eco
13632,0.0,ecoc
13633,0.0,ecoct
13634,0.0,ecol
13635,0.0,ecola
13636,0.0,ecolo
13637,0.0,econ
13638,0.0,econi
13639,0.0,ecor
13640,0.0,ecora
13641,0.0,ecori
13642,0.0,ecoru
13643,0.0,ecos
13644,0.0,ecost
13645,0.0,ecr
13646,0.0,ecre
13647,0.0,ecreu
13648,0.0,ect
13649,0.0,ecta
13650,0.0,ecta_
13651,0.0,ectab
13652,0.0,ectam
13653,0.0,ectan
13654,0.0,ecte
13655,0.0,ecte_
13656,0.0,ecten
13657,0.0,ecter
13658,0.0,ecti
13659,0.0,ecti_
13660,0.0,ectio
13661,0.0,ectis
13662,0.0,ecto
13663,0.0,ecto_
13664,0.0,ector
13665,0.0,ectu
13666,0.0,ectu_
13667,0.0,ectua
13668,0.0,ectum
13669,0.0,ectus
13670,0.0,ecu
13671,0.0,ecua
13672,0.0,ecua_
13673,0.0,ecuam
13674,0.0,ecue
13675,0.0,ecue_
13676,0.0,ecul
13677,0.0,ecula
13678,0.0,eculo
13679,0.0,ecum
13680,0.0,ecum_
13681,0.0,ecun
13682,0.0,ecund
13683,0.0,ecunt
13684,0.0,ecur
13685,0.0,ecure
13686,0.0,ecuri
13687,0.0,ecurr
13688,0.0,ecus
13689,0.0,ecus_
13690,0.0,ecut
13691,0.0,ecuti
13692,0.0,ecutu
13693,0.005,ed
13694,0.0,ed_
13695,0.0,ed_a
13696,0.0,ed_a_
13697,0.0,ed_ab
13698,0.0,ed_ad
13699,0.0,ed_al
13700,0.0,ed_an
13701,0.0,ed_ap
13702,0.0,ed_ar
13703,0.0,ed_c
13704,0.0,ed_ce
13705,0.0,ed_ci
13706,0.0,ed_co
13707,0.0,ed_cr
13708,0.0,ed_cu
13709,0.0,ed_d
13710,0.0,ed_de
13711,0.0,ed_di
13712,0.0,ed_e
13713,0.0,ed_ef
13714,0.0,ed_es
13715,0.0,ed_et
13716,0.0,ed_ex
13717,0.0,ed_f
13718,0.0,ed_fa
13719,0.0,ed_fe
13720,0.0,ed_fr
13721,0.0,ed_h
13722,0.0,ed_ha
13723,0.0,ed_he
13724,0.0,ed_ho
13725,0.0,ed_i
13726,0.0,ed_in
13727,0.0,ed_ip
13728,0.0,ed_l
13729,0.0,ed_la
13730,0.0,ed_lu
13731,0.0,ed_m
13732,0.0,ed_ma
13733,0.0,ed_me
13734,0.0,ed_mi
13735,0.0,ed_mo
13736,0.0,ed_mu
13737,0.0,ed_n
13738,0.0,ed_ne
13739,0.0,ed_no
13740,0.0,ed_nu
13741,0.0,ed_o
13742,0.0,ed_ob
13743,0.0,ed_od
13744,0.0,ed_om
13745,0.0,ed_p
13746,0.0,ed_pa
13747,0.0,ed_po
13748,0.0,ed_pr
13749,0.0,ed_q
13750,0.0,ed_qu
13751,0.0,ed_r
13752,0.0,ed_ra
13753,0.0,ed_re
13754,0.0,ed_s
13755,0.0,ed_sa
13756,0.0,ed_se
13757,0.0,ed_st
13758,0.0,ed_su
13759,0.0,ed_t
13760,0.0,ed_ta
13761,0.0,ed_te
13762,0.0,ed_ti
13763,0.0,ed_u
13764,0.0,ed_ua
13765,0.0,ed_ub
13766,0.0,ed_ue
13767,0.0,ed_ui
13768,0.0,ed_ul
13769,0.0,ed_uo
13770,0.0,ed_uu
13771,0.002,eda
13772,0.0,eda_
13773,0.0,eda_i
13774,0.0,eda_s
13775,0.0,edac
13776,0.0,edact
13777,0.0,edam
13778,0.0,edam_
13779,0.0,edan
13780,0.0,edan_
13781,0.0,edar
13782,0.0,edar_
13783,0.0,edat
13784,0.0,edati
13785,0.0,edd
13786,0.0,edda
13787,0.0,eddan
13788,0.0,eddi
13789,0.0,eddid
13790,0.0,eddit
13791,0.0,ede
13792,0.0,ede_
13793,0.0,ede_a
13794,0.0,ede_e
13795,0.0,ede_m
13796,0.0,ede_o
13797,0.0,ede_q
13798,0.0,ede_r
13799,0.0,ede_s
13800,0.0,ede_u
13801,0.0,edea
13802,0.0,edeat
13803,0.0,edeb
13804,0.0,edeba
13805,0.0,edec
13806,0.0,edec_
13807,0.0,edem
13808,0.0,edem_
13809,0.0,edemp
13810,0.0,eden
13811,0.0,edend
13812,0.0,edens
13813,0.0,edent
13814,0.0,eder
13815,0.0,edere
13816,0.0,ederi
13817,0.0,ederu
13818,0.0,edes
13819,0.0,edes_
13820,0.0,edeu
13821,0.0,edeun
13822,0.0005,edi
13823,0.0,edi_
13824,0.0,edi_e
13825,0.0,edi_i
13826,0.0,edi_p
13827,0.0,edi_s
13828,0.0,edi_t
13829,0.0,edia
13830,0.0,edia_
13831,0.0,ediam
13832,0.0,ediat
13833,0.0,edib
13834,0.0,ediba
13835,0.0,edibi
13836,0.0,edibu
13837,0.0,edic
13838,0.0,edica
13839,0.0,edice
13840,0.0,edict
13841,0.0,edie
13842,0.0,edien
13843,0.0,ediet
13844,0.0,edif
13845,0.0,edifi
13846,0.0,edii
13847,0.0,edii_
13848,0.0,ediis
13849,0.0,ediit
13850,0.0,edio
13851,0.0,edio_
13852,0.0,edir
13853,0.0,edire
13854,0.0,edis
13855,0.0,edis_
13856,0.0,ediss
13857,0.0,edit
13858,0.0,edit_
13859,0.0,edita
13860,0.0,editi
13861,0.0,editu
13862,0.0,ediu
13863,0.0,edium
13864,0.0,edix
13865,0.0,edixi
13866,0.0,edo
13867,0.0,edo_
13868,0.0,edo_e
13869,0.0,edo_f
13870,0.0,edo_i
13871,0.0,edo_m
13872,0.0,edo_p
13873,0.0,edo_q
13874,0.0,edo_s
13875,0.0,edo_u
13876,0.0,edom
13877,0.0,edom_
13878,0.0,edon
13879,0.0,edon_
13880,0.0,edos
13881,0.0,edos_
13882,0.0,edr
13883,0.0,edra
13884,0.0,edrai
13885,0.0,edral
13886,0.0,edri
13887,0.0,edrin
13888,0.0,edro
13889,0.0,edron
13890,0.0,edu
13891,0.0,educ
13892,0.0,educd
13893,0.0,educe
13894,0.0,educi
13895,0.0,educt
13896,0.0,educu
13897,0.0,edum
13898,0.0,edum_
13899,0.0,edun
13900,0.0,edunt
13901,0.0,edus
13902,0.0,edus_
13903,0.0,ee
13904,0.0,ee_
13905,0.0,ee_a
13906,0.0,ee_a_
13907,0.0,ee_ab
13908,0.0,ee_ad
13909,0.0,ee_al
13910,0.0,ee_ap
13911,0.0,ee_as
13912,0.0,ee_au
13913,0.0,ee_b
13914,0.0,ee_ba
13915,0.0,ee_c
13916,0.0,ee_co
13917,0.0,ee_cu
13918,0.0,ee_d
13919,0.0,ee_de
13920,0.0,ee_du
13921,0.0,ee_e
13922,0.0,ee_eg
13923,0.0,ee_er
13924,0.0,ee_es
13925,0.0,ee_et
13926,0.0,ee_f
13927,0.0,ee_fe
13928,0.0,ee_g
13929,0.0,ee_ge
13930,0.0,ee_h
13931,0.0,ee_ha
13932,0.0,ee_i
13933,0.0,ee_il
13934,0.0,ee_in
13935,0.0,ee_is
13936,0.0,ee_l
13937,0.0,ee_le
13938,0.0,ee_lo
13939,0.0,ee_m
13940,0.0,ee_ma
13941,0.0,ee_mu
13942,0.0,ee_n
13943,0.0,ee_no
13944,0.0,ee_nu
13945,0.0,ee_p
13946,0.0,ee_pe
13947,0.0,ee_q
13948,0.0,ee_qu
13949,0.0,ee_s
13950,0.0,ee_se
13951,0.0,ee_si
13952,0.0,ee_st
13953,0.0,ee_su
13954,0.0,ee_u
13955,0.0,ee_ua
13956,0.0,ee_ub
13957,0.0,ee_ue
13958,0.0,ee_us
13959,0.0,eel
13960,0.0,eel_
13961,0.0,eel_i
13962,0.0,eel_u
13963,0.0,eele
13964,0.0,eeles
13965,0.0,eelm
13966,0.0,eelma
13967,0.0,eem
13968,0.0,eem_
13969,0.0,eem_a
13970,0.0,eem_c
13971,0.0,eem_d
13972,0.0,eem_e
13973,0.0,eem_f
13974,0.0,eem_l
13975,0.0,eem_m
13976,0.0,eem_q
13977,0.0,ef
13978,0.0,efa
13979,0.0,efac
13980,0.0,efact
13981,0.0,efan
13982,0.0,efanu
13983,0.0,efat
13984,0.0,efati
13985,0.0,efe
13986,0.0,efeh
13987,0.0,efehl
13988,0.0,efen
13989,0.0,efens
13990,0.0,efer
13991,0.0,efere
13992,0.0,eferu
13993,0.0,efi
13994,0.0,efic
13995,0.0,efici
13996,0.0,efin
13997,0.0,efini
13998,0.0,efl
13999,0.0,eflu
14000,0.0,eflue
14001,0.0,eflui
14002,0.0,efr
14003,0.0,efra
14004,0.0,efrai
14005,0.0,efre
14006,0.0,efrem
14007,0.0,efu
14008,0.0,efui
14009,0.0,efuis
14010,0.0,efun
14011,0.0,efunc
14012,0.0,efus
14013,0.0,efusi
14014,0.0,eg
14015,0.0,eg_
14016,0.0,eg_l
14017,0.0,eg_la
14018,0.0,ega
14019,0.0,egal
14020,0.0,egale
14021,0.0,egali
14022,0.0,egan
14023,0.0,egant
14024,0.0,egar
14025,0.0,egare
14026,0.0,egat
14027,0.0,egati
14028,0.0,egatu
14029,0.0,ege
14030,0.0,ege_
14031,0.0,ege_a
14032,0.0,ege_e
14033,0.0,ege_h
14034,0.0,ege_o
14035,0.0,ege_p
14036,0.0,ege_u
14037,0.0,egem
14038,0.0,egem_
14039,0.0,egen
14040,0.0,egend
14041,0.0,eger
14042,0.0,egeru
14043,0.0,eges
14044,0.0,eges_
14045,0.0015,egi
14046,0.0,egi_
14047,0.0,egi_c
14048,0.0,egi_i
14049,0.0,egi_p
14050,0.0,egia
14051,0.0,egia_
14052,0.0,egib
14053,0.0,egibu
14054,0.0,egie
14055,0.0,egie_
14056,0.0,egim
14057,0.0,egimu
14058,0.0,egin
14059,0.0,egina
14060,0.0,egine
14061,0.0,egio
14062,0.0,egio_
14063,0.0,egion
14064,0.0,egip
14065,0.0,egipc
14066,0.0,egipt
14067,0.0,egis
14068,0.0,egis_
14069,0.0,egit
14070,0.0,egit_
14071,0.0,egitu
14072,0.0,egiu
14073,0.0,egium
14074,0.0,egl
14075,0.0,egli
14076,0.0,eglig
14077,0.0,eglo
14078,0.0,eglon
14079,0.0,egn
14080,0.0,egna
14081,0.0,egna_
14082,0.0,egnar
14083,0.0,egnau
14084,0.0,egni
14085,0.0,egni_
14086,0.0,egnis
14087,0.0,egno
14088,0.0,egno_
14089,0.0,egnu
14090,0.0,egnum
14091,0.0,ego
14092,0.0,ego_
14093,0.0,ego_b
14094,0.0,ego_c
14095,0.0,ego_g
14096,0.0,ego_i
14097,0.0,ego_m
14098,0.0,ego_n
14099,0.0,ego_o
14100,0.0,ego_p
14101,0.0,ego_q
14102,0.0,ego_t
14103,0.0,egoc
14104,0.0,egoci
14105,0.0,egom
14106,0.0,egome
14107,0.0,egor
14108,0.0,egor_
14109,0.0,egori
14110,0.0,egot
14111,0.0,egoti
14112,0.0,egr
14113,0.0,egre
14114,0.0,egred
14115,0.0,egreg
14116,0.0,egres
14117,0.0,egri
14118,0.0,egrin
14119,0.0,egro
14120,0.0,egro_
14121,0.0,egru
14122,0.0,egrum
14123,0.0,egu
14124,0.0,egul
14125,0.0,egula
14126,0.0,eguli
14127,0.0,egum
14128,0.0,egum_
14129,0.0,egumi
14130,0.0,egun
14131,0.0,egunt
14132,0.0,eh
14133,0.0,ehe
14134,0.0,ehem
14135,0.0,ehem_
14136,0.0,eheme
14137,0.0,ehen
14138,0.0,ehend
14139,0.0,ehl
14140,0.0,ehle
14141,0.0,ehler
14142,0.0,ei
14143,0.0,ei_
14144,0.0,ei_a
14145,0.0,ei_al
14146,0.0,ei_ap
14147,0.0,ei_aq
14148,0.0,ei_au
14149,0.0,ei_ax
14150,0.0,ei_c
14151,0.0,ei_ce
14152,0.0,ei_ci
14153,0.0,ei_co
14154,0.0,ei_d
14155,0.0,ei_de
14156,0.0,ei_e
14157,0.0,ei_et
14158,0.0,ei_f
14159,0.0,ei_fa
14160,0.0,ei_g
14161,0.0,ei_gl
14162,0.0,ei_h
14163,0.0,ei_ha
14164,0.0,ei_i
14165,0.0,ei_il
14166,0.0,ei_in
14167,0.0,ei_ip
14168,0.0,ei_is
14169,0.0,ei_iu
14170,0.0,ei_l
14171,0.0,ei_le
14172,0.0,ei_li
14173,0.0,ei_m
14174,0.0,ei_me
14175,0.0,ei_n
14176,0.0,ei_no
14177,0.0,ei_nu
14178,0.0,ei_o
14179,0.0,ei_om
14180,0.0,ei_p
14181,0.0,ei_pe
14182,0.0,ei_po
14183,0.0,ei_q
14184,0.0,ei_qu
14185,0.0,ei_s
14186,0.0,ei_sa
14187,0.0,ei_si
14188,0.0,ei_so
14189,0.0,ei_su
14190,0.0,ei_u
14191,0.0,ei_ue
14192,0.0,ei_un
14193,0.0,eia
14194,0.0,eia_
14195,0.0,eia_d
14196,0.0,eic
14197,0.0,eici
14198,0.0,eicit
14199,0.0,eid
14200,0.0,eide
14201,0.0,eidem
14202,0.0,eidi
14203,0.0,eidi_
14204,0.0,eie
14205,0.0,eiec
14206,0.0,eiect
14207,0.0,eil
14208,0.0,eila
14209,0.0,eila_
14210,0.0,eilam
14211,0.0,ein
14212,0.0,einc
14213,0.0,eince
14214,0.0,eio
14215,0.0,eior
14216,0.0,eiora
14217,0.0,eiore
14218,0.0,eir
14219,0.0,eir_
14220,0.0,eir_a
14221,0.0,eir_c
14222,0.0,eir_d
14223,0.0,eir_e
14224,0.0,eir_i
14225,0.0,eir_o
14226,0.0,eir_q
14227,0.0,eir_s
14228,0.0,eir_t
14229,0.0,eir_u
14230,0.0,eiri
14231,0.0,eiris
14232,0.0,eis
14233,0.0,eis_
14234,0.0,eis_a
14235,0.0,eis_c
14236,0.0,eis_d
14237,0.0,eis_e
14238,0.0,eis_g
14239,0.0,eis_h
14240,0.0,eis_i
14241,0.0,eis_o
14242,0.0,eis_p
14243,0.0,eis_q
14244,0.0,eis_s
14245,0.0,eis_t
14246,0.0,eis_u
14247,0.0,eisd
14248,0.0,eisde
14249,0.0,eit
14250,0.0,eita
14251,0.0,eitat
14252,0.0,eiu
14253,0.0,eiun
14254,0.0,eiuna
14255,0.0,eiuni
14256,0.0,eius
14257,0.0,eius_
14258,0.0,eiusd
14259,0.0,el
14260,0.0,el_
14261,0.0,el_a
14262,0.0,el_a_
14263,0.0,el_ab
14264,0.0,el_ad
14265,0.0,el_am
14266,0.0,el_an
14267,0.0,el_c
14268,0.0,el_ca
14269,0.0,el_ci
14270,0.0,el_co
14271,0.0,el_cu
14272,0.0,el_d
14273,0.0,el_de
14274,0.0,el_di
14275,0.0,el_e
14276,0.0,el_er
14277,0.0,el_es
14278,0.0,el_et
14279,0.0,el_f
14280,0.0,el_fi
14281,0.0,el_fu
14282,0.0,el_i
14283,0.0,el_ib
14284,0.0,el_ie
14285,0.0,el_in
14286,0.0,el_l
14287,0.0,el_le
14288,0.0,el_lu
14289,0.0,el_n
14290,0.0,el_ne
14291,0.0,el_no
14292,0.0,el_p
14293,0.0,el_po
14294,0.0,el_pr
14295,0.0,el_q
14296,0.0,el_qu
14297,0.0,el_r
14298,0.0,el_re
14299,0.0,el_s
14300,0.0,el_sa
14301,0.0,el_si
14302,0.0,el_so
14303,0.0,el_su
14304,0.0,el_t
14305,0.0,el_ta
14306,0.0,el_u
14307,0.0,el_ub
14308,0.0,el_ue
14309,0.0,el_ui
14310,0.0,el_us
14311,0.0,el_uu
14312,0.0,ela
14313,0.0,ela_
14314,0.0,ela_b
14315,0.0,ela_e
14316,0.0,ela_i
14317,0.0,ela_l
14318,0.0,ela_p
14319,0.0,ela_q
14320,0.0,ela_s
14321,0.0,elab
14322,0.0,elaba
14323,0.0,elam
14324,0.0,elam_
14325,0.0,elan
14326,0.0,elani
14327,0.0,elans
14328,0.0,elant
14329,0.0,elar
14330,0.0,elari
14331,0.0,elas
14332,0.0,elass
14333,0.0,elat
14334,0.0,elat_
14335,0.0,elata
14336,0.0,elati
14337,0.0,elato
14338,0.0,elatu
14339,0.0,elau
14340,0.0,elaui
14341,0.0,elb
14342,0.0,elbo
14343,0.0,elboe
14344,0.0,elbor
14345,0.0,elc
14346,0.0,elci
14347,0.0,elcis
14348,0.0,eld
14349,0.0,elde
14350,0.0,eldem
14351,0.0005,ele
14352,0.0,ele_
14353,0.0,ele_a
14354,0.0,ele_e
14355,0.0,ele_m
14356,0.0,ele_q
14357,0.0,eleb
14358,0.0,elebr
14359,0.0,elec
14360,0.0,elec_
14361,0.0,elect
14362,0.0,eleg
14363,0.0,elega
14364,0.0,elege
14365,0.0,elegi
14366,0.0,elem
14367,0.0,elem_
14368,0.0,elen
14369,0.0,elena
14370,0.0,elene
14371,0.0,elent
14372,0.0,elep
14373,0.0,elepa
14374,0.0,eler
14375,0.0,eleri
14376,0.0,eles
14377,0.0,eles_
14378,0.0,elesc
14379,0.0,eless
14380,0.0,elest
14381,0.0,elet
14382,0.0,elet_
14383,0.0,eleta
14384,0.0,eleti
14385,0.0,eleu
14386,0.0,eleua
14387,0.0,eleuc
14388,0.0,eleum
14389,0.0,eleut
14390,0.0,elex
14391,0.0,elexi
14392,0.0,eli
14393,0.0,eli_
14394,0.0,eli_a
14395,0.0,eli_e
14396,0.0,eli_f
14397,0.0,eli_i
14398,0.0,eli_s
14399,0.0,eli_u
14400,0.0,elia
14401,0.0,elias
14402,0.0,elib
14403,0.0,elibu
14404,0.0,elic
14405,0.0,elic_
14406,0.0,elica
14407,0.0,elice
14408,0.0,elici
14409,0.0,elict
14410,0.0,elie
14411,0.0,elie_
14412,0.0,elig
14413,0.0,eliga
14414,0.0,elige
14415,0.0,eligi
14416,0.0,elim
14417,0.0,elim_
14418,0.0,elin
14419,0.0,elin_
14420,0.0,elinq
14421,0.0,elio
14422,0.0,eliop
14423,0.0,elior
14424,0.0,eliq
14425,0.0,eliqu
14426,0.0,elir
14427,0.0,eliri
14428,0.0,elis
14429,0.0,elis_
14430,0.0,elisa
14431,0.0,elise
14432,0.0,elisi
14433,0.0,eliss
14434,0.0,elit
14435,0.0,elit_
14436,0.0,elite
14437,0.0,eliti
14438,0.0,eliu
14439,0.0,eliui
14440,0.0,elium
14441,0.0,elius
14442,0.0,ell
14443,0.0,ellu
14444,0.0,ellum
14445,0.0,elm
14446,0.0,elma
14447,0.0,elma_
14448,0.0,elmo
14449,0.0,elmon
14450,0.0,elo
14451,0.0,elo_
14452,0.0,elo_a
14453,0.0,elo_c
14454,0.0,elo_d
14455,0.0,elo_e
14456,0.0,elo_i
14457,0.0,elo_p
14458,0.0,elo_q
14459,0.0,elo_s
14460,0.0,eloc
14461,0.0,eloca
14462,0.0,elod
14463,0.0,elodi
14464,0.0,elof
14465,0.0,elofo
14466,0.0,elon
14467,0.0,elon_
14468,0.0,elor
14469,0.0,eloru
14470,0.0,elos
14471,0.0,elos_
14472,0.0,elot
14473,0.0,eloti
14474,0.0,elp
14475,0.0,elpi
14476,0.0,elpia
14477,0.0,els
14478,0.0,elsa
14479,0.0,elsa_
14480,0.0,elsi
14481,0.0,elsi_
14482,0.0,elsu
14483,0.0,elsus
14484,0.0,elt
14485,0.0,elta
14486,0.0,elta_
14487,0.0,elte
14488,0.0,elte_
14489,0.0005,elu
14490,0.0,elua
14491,0.0,elua_
14492,0.0,eluc
14493,0.0,eluce
14494,0.0,elul
14495,0.0,elule
14496,0.0,elum
14497,0.0,elum_
14498,0.0,elun
14499,0.0,elunc
14500,0.0,elunt
14501,0.0,elus
14502,0.0,elus_
14503,0.0,elusi
14504,0.006,em
14505,0.001,em_
14506,0.0,em_a
14507,0.0,em_a_
14508,0.0,em_ab
14509,0.0,em_ad
14510,0.0,em_al
14511,0.0,em_am
14512,0.0,em_an
14513,0.0,em_ap
14514,0.0,em_aq
14515,0.0,em_ar
14516,0.0,em_as
14517,0.0,em_au
14518,0.0,em_b
14519,0.0,em_ba
14520,0.0,em_be
14521,0.0,em_bo
14522,0.0,em_br
14523,0.0,em_c
14524,0.0,em_ca
14525,0.0,em_ce
14526,0.0,em_ci
14527,0.0,em_co
14528,0.0,em_cr
14529,0.0,em_cu
14530,0.0,em_d
14531,0.0,em_da
14532,0.0,em_de
14533,0.0,em_di
14534,0.0,em_do
14535,0.0,em_du
14536,0.0,em_e
14537,0.0,em_ea
14538,0.0,em_ec
14539,0.0,em_ed
14540,0.0,em_ef
14541,0.0,em_eg
14542,0.0,em_ei
14543,0.0,em_em
14544,0.0,em_eo
14545,0.0,em_er
14546,0.0,em_es
14547,0.0,em_et
14548,0.0,em_eu
14549,0.0,em_ex
14550,0.0005,em_f
14551,0.0,em_fa
14552,0.0,em_fe
14553,0.0,em_fi
14554,0.0,em_fl
14555,0.0,em_fo
14556,0.0,em_fr
14557,0.0,em_fu
14558,0.0,em_g
14559,0.0,em_ga
14560,0.0,em_ge
14561,0.0,em_gi
14562,0.0,em_gl
14563,0.0,em_gr
14564,0.0,em_h
14565,0.0,em_ha
14566,0.0,em_he
14567,0.0,em_ho
14568,0.0,em_hu
14569,0.0,em_i
14570,0.0,em_ia
14571,0.0,em_ib
14572,0.0,em_ie
14573,0.0,em_il
14574,0.0,em_im
14575,0.0,em_in
14576,0.0,em_io
14577,0.0,em_ip
14578,0.0,em_is
14579,0.0,em_it
14580,0.0,em_iu
14581,0.0,em_k
14582,0.0,em_ki
14583,0.0,em_l
14584,0.0,em_la
14585,0.0,em_le
14586,0.0,em_li
14587,0.0,em_lo
14588,0.0,em_lu
14589,0.0,em_m
14590,0.0,em_ma
14591,0.0,em_me
14592,0.0,em_mi
14593,0.0,em_mo
14594,0.0,em_mu
14595,0.0,em_n
14596,0.0,em_na
14597,0.0,em_ne
14598,0.0,em_ni
14599,0.0,em_no
14600,0.0,em_nu
14601,0.0,em_o
14602,0.0,em_oc
14603,0.0,em_of
14604,0.0,em_ol
14605,0.0,em_om
14606,0.0,em_op
14607,0.0,em_or
14608,0.0,em_os
14609,0.0,em_ou
14610,0.0,em_p
14611,0.0,em_pa
14612,0.0,em_pe
14613,0.0,em_pi
14614,0.0,em_pl
14615,0.0,em_po
14616,0.0,em_pr
14617,0.0,em_pu
14618,0.0,em_q
14619,0.0,em_qu
14620,0.0,em_r
14621,0.0,em_re
14622,0.0,em_ro
14623,0.0,em_ru
14624,0.008,em_s
14625,0.0,em_sa
14626,0.0,em_sc
14627,0.0015,em_se
14628,0.0,em_si
14629,0.0,em_so
14630,0.0,em_sp
14631,0.0,em_st
14632,0.0,em_su
14633,0.0,em_sw
14634,0.0,em_t
14635,0.0,em_ta
14636,0.0,em_te
14637,0.0,em_ti
14638,0.0,em_to
14639,0.0,em_tr
14640,0.0,em_tu
14641,0.0,em_u
14642,0.0,em_ua
14643,0.0,em_ub
14644,0.0,em_ue
14645,0.0,em_ui
14646,0.0,em_ul
14647,0.0,em_un
14648,0.0,em_uo
14649,0.0,em_us
14650,0.0,em_ut
14651,0.0,em_uu
14652,0.0,em_ux
14653,0.0,ema
14654,0.0,ema_
14655,0.0,ema_u
14656,0.0,emac
14657,0.0,emac_
14658,0.0,eman
14659,0.0,emane
14660,0.0,emani
14661,0.0,emans
14662,0.0,emar
14663,0.0,emare
14664,0.0,emat
14665,0.0,emat_
14666,0.0,emati
14667,0.0,emau
14668,0.0,emaus
14669,0.0,emb
14670,0.0,embe
14671,0.0,ember
14672,0.0,embr
14673,0.0,embri
14674,0.0,emd
14675,0.0,emda
14676,0.0,emdam
14677,0.0,eme
14678,0.0,eme_
14679,0.0,eme_q
14680,0.0,emei
14681,0.0,emei_
14682,0.0,emel
14683,0.0,emel_
14684,0.0,emeli
14685,0.0,emen
14686,0.0,emen_
14687,0.0,emend
14688,0.0,emens
14689,0.0,ement
14690,0.0,emenu
14691,0.0,emer
14692,0.0,emeru
14693,0.0,emet
14694,0.0,emeti
14695,0.0,emetr
14696,0.0,emi
14697,0.0,emi_
14698,0.0,emi_s
14699,0.0,emic
14700,0.0,emici
14701,0.0,emie
14702,0.0,emie_
14703,0.0,emig
14704,0.0,emige
14705,0.0,emim
14706,0.0,emim_
14707,0.0,emin
14708,0.0,emina
14709,0.0,emine
14710,0.0,emini
14711,0.0,emis
14712,0.0,emisc
14713,0.0,emit
14714,0.0,emite
14715,0.0,emitu
14716,0.0,eml
14717,0.0,emli
14718,0.0,emlib
14719,0.0,emn
14720,0.0,emni
14721,0.0,emnim
14722,0.0,emnin
14723,0.0,emo
14724,0.0,emon
14725,0.0,emone
14726,0.0,emoni
14727,0.0,emons
14728,0.0,emor
14729,0.0,emora
14730,0.0,emori
14731,0.0,emot
14732,0.0,emote
14733,0.0,emotu
14734,0.0005,emp
14735,0.0,empe
14736,0.0,emper
14737,0.0,empi
14738,0.0,empis
14739,0.0,empl
14740,0.0,empla
14741,0.0,empli
14742,0.0,emplo
14743,0.0,emplu
14744,0.0,empn
14745,0.0,empna
14746,0.0,empni
14747,0.0,empnu
14748,0.0,empo
14749,0.0,empor
14750,0.0,empt
14751,0.0,empta
14752,0.0,empto
14753,0.0,emptu
14754,0.0,empu
14755,0.0,empus
14756,0.0,emq
14757,0.0,emqu
14758,0.0,emque
14759,0.0,emu
14760,0.0,emun
14761,0.0,emuni
14762,0.0,emunt
14763,0.0,emuo
14764,0.0,emuol
14765,0.0,emur
14766,0.0,emura
14767,0.0,emus
14768,0.0,emus_
14769,0.0,en
14770,0.0,en_
14771,0.0,en_a
14772,0.0,en_ac
14773,0.0,en_ad
14774,0.0,en_al
14775,0.0,en_am
14776,0.0,en_an
14777,0.0,en_as
14778,0.0,en_b
14779,0.0,en_ba
14780,0.0,en_bo
14781,0.0,en_c
14782,0.0,en_ca
14783,0.0,en_ci
14784,0.0,en_co
14785,0.0,en_cr
14786,0.0,en_d
14787,0.0,en_de
14788,0.0,en_di
14789,0.0,en_do
14790,0.0,en_e
14791,0.0,en_ed
14792,0.0,en_ei
14793,0.0,en_el
14794,0.0,en_eo
14795,0.0,en_es
14796,0.0,en_g
14797,0.0,en_ga
14798,0.0,en_h
14799,0.0,en_ha
14800,0.0,en_he
14801,0.0,en_i
14802,0.0,en_ib
14803,0.0,en_il
14804,0.0,en_in
14805,0.0,en_io
14806,0.0,en_is
14807,0.0,en_it
14808,0.0,en_l
14809,0.0,en_le
14810,0.0,en_lo
14811,0.0,en_m
14812,0.0,en_mo
14813,0.0,en_mu
14814,0.0,en_n
14815,0.0,en_ne
14816,0.0,en_ni
14817,0.0,en_no
14818,0.0,en_o
14819,0.0,en_oc
14820,0.0,en_om
14821,0.0,en_p
14822,0.0,en_pa
14823,0.0,en_pe
14824,0.0,en_po
14825,0.0,en_pr
14826,0.0,en_q
14827,0.0,en_qu
14828,0.0,en_r
14829,0.0,en_re
14830,0.0,en_ru
14831,0.0,en_s
14832,0.0,en_sa
14833,0.0,en_sc
14834,0.0,en_se
14835,0.0,en_su
14836,0.0,en_t
14837,0.0,en_ta
14838,0.0,en_tu
14839,0.0,en_u
14840,0.0,en_ua
14841,0.0,en_ui
14842,0.0,en_ut
14843,0.0,ena
14844,0.0,ena_
14845,0.0,ena_a
14846,0.0,ena_b
14847,0.0,ena_c
14848,0.0,ena_d
14849,0.0,ena_e
14850,0.0,ena_f
14851,0.0,ena_o
14852,0.0,ena_p
14853,0.0,ena_q
14854,0.0,ena_s
14855,0.0,ena_u
14856,0.0,enac
14857,0.0,enacu
14858,0.0,enam
14859,0.0,enam_
14860,0.0,enan
14861,0.0,enant
14862,0.0,enar
14863,0.0,enarr
14864,0.0,enaru
14865,0.0,enas
14866,0.0,enas_
14867,0.0,enat
14868,0.0,enati
14869,0.0,enc
14870,0.0,enci
14871,0.0,enciu
