,shared_word,version a name,version a count,version b name,version b count
800,seruant,london,2,zwickau,2
801,conceptum,london,2,zwickau,1
802,placuit,london,2,zwickau,1
803,sedere,london,2,zwickau,2
804,siriani,london,2,zwickau,2
805,heretici,london,2,zwickau,2
806,caldei,london,2,zwickau,2
807,perse,london,2,zwickau,2
808,etiopes,london,2,zwickau,2
809,igni,london,2,zwickau,1
810,orant,london,2,zwickau,2
811,cuiuscumque,london,2,zwickau,2
812,uita,london,2,zwickau,2
813,homicida,london,2,zwickau,1
814,peiora,london,2,zwickau,2
815,comitunt,london,2,zwickau,1
816,penitentia,london,2,zwickau,1
817,timet,london,2,zwickau,2
818,accedentes,london,2,zwickau,2
819,comitentes,london,2,zwickau,2
820,fraudantur,london,2,zwickau,1
821,abhominabiles,london,2,zwickau,1
822,eficiuntur,london,2,zwickau,1
823,sola,london,2,zwickau,2
824,supramodum,london,2,zwickau,1
825,sedem,london,2,zwickau,2
826,sciunt,london,2,zwickau,3
827,pascua,london,2,zwickau,3
828,deducentes,london,2,zwickau,1
829,uiris,london,2,zwickau,1
830,pugnatorum,london,2,zwickau,2
831,paradisum,london,2,zwickau,3
832,obedientiam,london,2,zwickau,3
833,annos,london,2,zwickau,3
834,paucos,london,2,zwickau,1
835,nulus,london,2,zwickau,4
836,nationes,london,2,zwickau,2
837,quibuscumque,london,2,zwickau,2
838,dominantur,london,2,zwickau,2
839,baiulos,london,2,zwickau,2
840,tale,london,2,zwickau,3
841,aliquos,london,2,zwickau,2
842,tartarorum,london,2,zwickau,1
843,numero,london,2,zwickau,3
844,aliqui,london,2,zwickau,3
845,sotio,london,2,zwickau,1
846,comedi,london,2,zwickau,2
847,uigilia,london,2,zwickau,1
848,romana,london,2,zwickau,2
849,comedunt,london,2,zwickau,2
850,audiunt,london,2,zwickau,2
851,episcopis,london,2,zwickau,2
852,arciepiscopos,london,2,zwickau,2
853,abbates,london,2,zwickau,1
854,eisdem,london,2,zwickau,2
855,pape,london,2,zwickau,2
856,prelati,london,2,zwickau,2
857,armeniorum,london,2,zwickau,1
858,georgianorum,london,2,zwickau,2
859,nigrum,london,2,zwickau,2
860,optimatibus,london,2,zwickau,2
861,quadragesimam,london,2,zwickau,2
862,interfui,london,2,zwickau,2
863,cantant,london,2,zwickau,2
864,clerici,london,2,zwickau,2
865,seculares,london,2,zwickau,2
866,nulius,london,2,zwickau,2
867,auctoritatis,london,2,zwickau,2
868,facto,london,2,zwickau,2
869,habeat,london,2,zwickau,2
870,ueneris,london,2,zwickau,2
871,adulterata,london,2,zwickau,1
872,albam,london,2,zwickau,2
873,minora,london,2,zwickau,2
874,crimina,london,2,zwickau,2
875,meretrices,london,2,zwickau,1
876,literis,london,2,zwickau,1
877,litere,london,2,zwickau,1
878,prandium,london,2,zwickau,1
879,loqui,london,2,zwickau,2
880,cereis,london,2,zwickau,2
881,accensis,london,2,zwickau,2
882,ultima,london,2,zwickau,2
883,latinam,london,2,zwickau,2
884,applicui,london,2,zwickau,1
885,tapnim,london,2,zwickau,2
886,inmediate,london,2,zwickau,2
887,fretum,london,2,zwickau,2
888,etiopie,london,2,zwickau,2
889,diuiditur,london,2,zwickau,2
890,piton,london,2,zwickau,2
891,ramesses,london,2,zwickau,1
892,delta,london,2,zwickau,2
893,alexandriam,london,2,zwickau,3
894,eliopolim,london,2,zwickau,2
895,triangule,london,2,zwickau,2
896,umbram,london,2,zwickau,1
897,proicit,london,2,zwickau,2
898,fatebantur,london,2,zwickau,2
899,gente,london,2,zwickau,1
900,idolorum,london,2,zwickau,2
901,inueniri,london,2,zwickau,2
902,folium,london,2,zwickau,2
903,radium,london,2,zwickau,2
904,irrigare,london,2,zwickau,2
905,currere,london,2,zwickau,3
906,sperantes,london,2,zwickau,2
907,recedens,london,2,zwickau,2
908,crura,london,2,zwickau,2
909,equis,london,2,zwickau,1
910,certissimum,london,2,zwickau,2
911,subsistere,london,2,zwickau,2
912,subsidium,london,2,zwickau,1
913,argenti,london,2,zwickau,1
914,messana,london,2,zwickau,1
915,intrauimus,london,2,zwickau,2
916,messanam,london,2,zwickau,1
917,portu,london,2,zwickau,1
918,possemus,london,2,zwickau,1
919,proiecti,london,2,zwickau,2
920,stetimus,london,2,zwickau,2
921,uidimus,london,2,zwickau,2
922,ascendi,london,2,zwickau,2
923,sulpuris,london,2,zwickau,2
924,fumus,london,2,zwickau,2
925,periculum,london,2,zwickau,2
926,monaco,london,2,zwickau,2
927,lipparis,london,2,zwickau,2
928,maritime,london,2,zwickau,1
929,anime,london,2,zwickau,2
930,strongoli,london,2,zwickau,1
931,nauigauimus,london,2,zwickau,1
932,liberari,london,2,zwickau,2
933,calabrie,london,2,zwickau,2
934,scariot,london,2,zwickau,1
935,bais,london,2,zwickau,2
936,capitolium,london,2,zwickau,2
937,coliseum,london,2,zwickau,1
938,sinum,london,2,zwickau,1
939,uirgilii,london,2,zwickau,2
940,neapoli,london,2,zwickau,2
941,ouum,london,2,zwickau,2
942,auersam,london,2,zwickau,1
943,romam,london,2,zwickau,1
944,paulum,london,2,zwickau,2
945,petrum,london,2,zwickau,2
946,saxonum,london,2,zwickau,2
947,lustrasse,london,1,zwickau,1
948,prouintias,london,1,zwickau,1
949,transfretasse,london,1,zwickau,1
950,uiderent,london,1,zwickau,1
951,plato,london,1,zwickau,1
952,uates,london,1,zwickau,1
953,persas,london,1,zwickau,2
954,albanos,london,1,zwickau,1
955,massagetas,london,1,zwickau,1
956,famosam,london,1,zwickau,1
957,mensam,london,1,zwickau,1
958,sabulo,london,1,zwickau,1
959,desiderant,london,1,zwickau,1
960,antiqui,london,1,zwickau,1
961,propitiatorio,london,1,zwickau,1
962,fronduerat,london,1,zwickau,1
963,umbra,london,1,zwickau,2
964,angelum,london,1,zwickau,1
965,contemplans,london,1,zwickau,1
966,magi,london,1,zwickau,1
967,presepium,london,1,zwickau,1
968,proni,london,1,zwickau,1
969,ruant,london,1,zwickau,1
970,dependentem,london,1,zwickau,1
971,redeat,london,1,zwickau,1
972,audiat,london,1,zwickau,1
973,instruentem,london,1,zwickau,1
974,sudore,london,1,zwickau,1
975,sanguineo,london,1,zwickau,1
976,captum,london,1,zwickau,2
977,trahi,london,1,zwickau,1
978,iludi,london,1,zwickau,1
979,conspui,london,1,zwickau,1
980,cireneum,london,1,zwickau,1
981,perlustranda,london,1,zwickau,1
982,minore,london,1,zwickau,2
983,persia,london,1,zwickau,1
984,operis,london,1,zwickau,1
985,gestu,london,1,zwickau,1
986,festinantem,london,1,zwickau,1
987,comorantem,london,1,zwickau,1
988,portatum,london,1,zwickau,1
989,spatiosis,london,1,zwickau,1
990,spetiosis,london,1,zwickau,1
991,festinatione,london,1,zwickau,1
992,sepeliri,london,1,zwickau,1
993,ingemiscere,london,1,zwickau,1
994,possumus,london,1,zwickau,1
995,tantorum,london,1,zwickau,1
996,cantando,london,1,zwickau,1
997,legendo,london,1,zwickau,1
998,predicando,london,1,zwickau,1
999,meditando,london,1,zwickau,1
1000,deuotus,london,1,zwickau,2
1001,scripta,london,1,zwickau,1
1002,burcardus,london,1,zwickau,1
1003,afici,london,1,zwickau,1
1004,cupiens,london,1,zwickau,1
1005,satisfacere,london,1,zwickau,1
1006,pertransiui,london,1,zwickau,1
1007,notaui,london,1,zwickau,1
1008,descripsi,london,1,zwickau,1
1009,lectorem,london,1,zwickau,1
1010,descriptione,london,1,zwickau,1
1011,termini,london,1,zwickau,1
1012,describere,london,1,zwickau,1
1013,ponere,london,1,zwickau,2
1014,diuisiones,london,1,zwickau,1
1015,reperiri,london,1,zwickau,1
1016,colocata,london,1,zwickau,1
1017,dicimus,london,1,zwickau,1
1018,reliquarum,london,1,zwickau,1
1019,utrumque,london,1,zwickau,1
1020,saxonia,london,1,zwickau,1
1021,teutonie,london,1,zwickau,1
1022,italie,london,1,zwickau,1
1023,inteligendum,london,1,zwickau,1
1024,nuncupate,london,1,zwickau,1
1025,generaliter,london,1,zwickau,1
1026,partos,london,1,zwickau,1
1027,medos,london,1,zwickau,1
1028,arabicus,london,1,zwickau,1
1029,edissa,london,1,zwickau,1
1030,rages,london,1,zwickau,1
1031,rase,london,1,zwickau,1
1032,spetialiter,london,1,zwickau,1
1033,eufrate,london,1,zwickau,3
1034,sufraganeis,london,1,zwickau,1
1035,districtum,london,1,zwickau,1
1036,agenoris,london,1,zwickau,2
1037,constituit,london,1,zwickau,1
1038,libanica,london,1,zwickau,2
1039,preclarus,london,1,zwickau,1
1040,predicta,london,1,zwickau,3
1041,maioris,london,1,zwickau,1
1042,ob,london,1,zwickau,2
1043,seon,london,1,zwickau,1
1044,includebat,london,1,zwickau,1
1045,idumeam,london,1,zwickau,1
1046,contradictionis,london,1,zwickau,1
1047,latissimas,london,1,zwickau,1
1048,solitudines,london,1,zwickau,1
1049,eufratem,london,1,zwickau,1
1050,detestabilis,london,1,zwickau,1
1051,dictis,london,1,zwickau,1
1052,legati,london,1,zwickau,1
1053,particularem,london,1,zwickau,1
1054,stilum,london,1,zwickau,1
1055,uertamus,london,1,zwickau,1
1056,sumitur,london,1,zwickau,1
1057,antemuralibus,london,1,zwickau,1
1058,cinguntur,london,1,zwickau,1
1059,pratis,london,1,zwickau,1
1060,admirabilis,london,1,zwickau,1
1061,precipuus,london,1,zwickau,1
1062,quadratus,london,1,zwickau,1
1063,memetipsum,london,1,zwickau,2
1064,calamele,london,1,zwickau,1
1065,ieremia,london,1,zwickau,1
1066,puteo,london,1,zwickau,1
1067,ductam,london,1,zwickau,1
1068,tiras,london,1,zwickau,1
1069,iapet,london,1,zwickau,1
1070,forti,london,1,zwickau,2
1071,meliores,london,1,zwickau,1
1072,martiribus,london,1,zwickau,1
1073,diocletiano,london,1,zwickau,1
1074,passis,london,1,zwickau,1
1075,numerus,london,1,zwickau,2
1076,soli,london,1,zwickau,1
1077,origenes,london,1,zwickau,1
1078,operitur,london,1,zwickau,2
1079,consueuit,london,1,zwickau,1
1080,tumulos,london,1,zwickau,1
1081,hieme,london,1,zwickau,1
1082,comburit,london,1,zwickau,1
1083,exsiccat,london,1,zwickau,1
1084,eleuterus,london,1,zwickau,1
1085,horma,london,1,zwickau,1
1086,ostendant,london,1,zwickau,1
1087,fenicis,london,1,zwickau,1
1088,magnitudini,london,1,zwickau,1
1089,spatiosa,london,1,zwickau,1
1090,uenerant,london,1,zwickau,1
1091,cananea,london,1,zwickau,1
1092,bonitas,london,1,zwickau,1
1093,bericus,london,1,zwickau,2
1094,imagine,london,1,zwickau,1
1095,extraxerunt,london,1,zwickau,1
1096,comendatione,london,1,zwickau,1
1097,senes,london,1,zwickau,1
1098,opulenta,london,1,zwickau,1
1099,parcium,london,1,zwickau,2
1100,ilarum,london,1,zwickau,2
1101,latini,london,1,zwickau,1
1102,fiunt,london,1,zwickau,2
1103,textores,london,1,zwickau,1
1104,serici,london,1,zwickau,1
1105,cameloti,london,1,zwickau,1
1106,amenitates,london,1,zwickau,1
1107,infinitas,london,1,zwickau,2
1108,calamelis,london,1,zwickau,1
1109,ualere,london,1,zwickau,1
1110,dominis,london,1,zwickau,1
1111,inualescens,london,1,zwickau,1
1112,fluxum,london,1,zwickau,1
1113,frigide,london,1,zwickau,1
1114,dulces,london,1,zwickau,1
1115,religiosa,london,1,zwickau,1
1116,magnis,london,1,zwickau,1
1117,hester,london,1,zwickau,1
1118,tripoli,london,1,zwickau,1
1119,frequentant,london,1,zwickau,1
1120,alicuius,london,1,zwickau,1
1121,habitasse,london,1,zwickau,1
1122,probantur,london,1,zwickau,1
1123,antilibani,london,1,zwickau,1
1124,uterque,london,1,zwickau,2
1125,exortu,london,1,zwickau,1
1126,sin,london,1,zwickau,1
1127,aracei,london,1,zwickau,1
1128,nestorianus,london,1,zwickau,1
1129,habitans,london,1,zwickau,1
1130,sarracenus,london,1,zwickau,1
1131,tortosa,london,1,zwickau,2
1132,nemora,london,1,zwickau,1
1133,oliuarum,london,1,zwickau,1
1134,ficuum,london,1,zwickau,1
1135,arborum,london,1,zwickau,1
1136,malitiosa,london,1,zwickau,1
1137,supradictam,london,1,zwickau,1
1138,aradii,london,1,zwickau,1
1139,tuos,london,1,zwickau,1
1140,aradius,london,1,zwickau,3
1141,amaceum,london,1,zwickau,1
1142,disseminati,london,1,zwickau,1
1143,cananeorum,london,1,zwickau,1
1144,sineum,london,1,zwickau,1
1145,spissos,london,1,zwickau,1
1146,colocari,london,1,zwickau,1
1147,anteradi,london,1,zwickau,1
1148,moribus,london,1,zwickau,1
1149,pergeret,london,1,zwickau,1
1150,clementis,london,1,zwickau,2
1151,clemens,london,1,zwickau,1
1152,matrem,london,1,zwickau,2
1153,reperit,london,1,zwickau,1
1154,insultum,london,1,zwickau,1
1155,aracensis,london,1,zwickau,1
1156,principatus,london,1,zwickau,1
1157,terminato,london,1,zwickau,1
1158,comitatu,london,1,zwickau,1
1159,tripolitano,london,1,zwickau,1
1160,processerim,london,1,zwickau,1
1161,teutonicorum,london,1,zwickau,1
1162,tenerent,london,1,zwickau,1
1163,munitissimam,london,1,zwickau,1
1164,quicquam,london,1,zwickau,1
1165,uocauerunt,london,1,zwickau,1
1166,uerus,london,1,zwickau,1
1167,efluens,london,1,zwickau,1
1168,paleas,london,1,zwickau,1
1169,receptas,london,1,zwickau,1
1170,probatum,london,1,zwickau,1
1171,dicant,london,1,zwickau,1
1172,arabice,london,1,zwickau,1
1173,magedan,london,1,zwickau,1
1174,marcus,london,1,zwickau,1
1175,traconitide,london,1,zwickau,1
1176,iuliadem,london,1,zwickau,1
1177,separando,london,1,zwickau,1
1178,berkilibus,london,1,zwickau,1
1179,necessarium,london,1,zwickau,1
1180,intelectum,london,1,zwickau,1
1181,baalgad,london,1,zwickau,1
1182,alpibus,london,1,zwickau,1
1183,altissimus,london,1,zwickau,1
1184,ieremie,london,1,zwickau,1
1185,usquam,london,1,zwickau,1
1186,coopertum,london,1,zwickau,1
1187,propius,london,1,zwickau,1
1188,fertiles,london,1,zwickau,1
1189,culte,london,1,zwickau,1
1190,habundantes,london,1,zwickau,1
1191,tetenderat,london,1,zwickau,1
1192,pulcrius,london,1,zwickau,1
1193,cristianitatis,london,1,zwickau,1
1194,acinoe,london,1,zwickau,1
1195,panibus,london,1,zwickau,2
1196,dimissa,london,1,zwickau,3
1197,autent,london,1,zwickau,1
1198,pernoctans,london,1,zwickau,1
1199,centurio,london,1,zwickau,1
1200,paralitico,london,1,zwickau,1
1201,languencium,london,1,zwickau,1
1202,amenus,london,1,zwickau,2
1203,predicandum,london,1,zwickau,2
1204,nutrit,london,1,zwickau,1
1205,augustini,london,1,zwickau,1
1206,redissem,london,1,zwickau,1
1207,pauperum,london,1,zwickau,1
1208,piscatorum,london,1,zwickau,1
1209,introitus,london,1,zwickau,1
1210,idumee,london,1,zwickau,1
1211,planioribus,london,1,zwickau,1
1212,consueuerunt,london,1,zwickau,1
1213,nundinas,london,1,zwickau,1
1214,estatis,london,1,zwickau,1
1215,erigere,london,1,zwickau,1
1216,tentoria,london,1,zwickau,1
1217,existentibus,london,1,zwickau,1
1218,camelam,london,1,zwickau,1
1219,coli,london,1,zwickau,1
1220,gibbum,london,1,zwickau,1
1221,sirorum,london,1,zwickau,1
1222,conditorem,london,1,zwickau,1
1223,celessiriam,london,1,zwickau,1
1224,palestinam,london,1,zwickau,1
1225,precedenti,london,1,zwickau,1
1226,pingui,london,1,zwickau,2
1227,fertili,london,1,zwickau,1
1228,amenitas,london,1,zwickau,1
1229,prebens,london,1,zwickau,1
1230,delitias,london,1,zwickau,1
1231,uerificatum,london,1,zwickau,1
1232,ascendens,london,1,zwickau,2
1233,ismahelite,london,1,zwickau,2
1234,emerunt,london,1,zwickau,1
1235,contracta,london,1,zwickau,2
1236,irrigua,london,1,zwickau,2
1237,pascuosa,london,1,zwickau,2
1238,apta,london,1,zwickau,2
1239,tobias,london,1,zwickau,2
1240,sirin,london,1,zwickau,1
1241,curuari,london,1,zwickau,1
1242,magdalene,london,1,zwickau,1
1243,pascuosam,london,1,zwickau,1
1244,opposita,london,1,zwickau,1
1245,lingua,london,1,zwickau,1
1246,dum,london,1,zwickau,1
1247,transibitis,london,1,zwickau,1
1248,uestrorum,london,1,zwickau,1
1249,uenientibus,london,1,zwickau,1
1250,accesserunt,london,1,zwickau,1
1251,exirent,london,1,zwickau,1
1252,peruenerunt,london,1,zwickau,1
1253,circuierunt,london,1,zwickau,1
1254,patre,london,1,zwickau,1
1255,assumptis,london,1,zwickau,1
1256,alteram,london,1,zwickau,1
1257,dubium,london,1,zwickau,1
1258,redeunti,london,1,zwickau,1
1259,uidendo,london,1,zwickau,1
1260,accidisse,london,1,zwickau,2
1261,ismahel,london,1,zwickau,2
1262,sorore,london,1,zwickau,1
1263,nabaiot,london,1,zwickau,1
1264,conuersati,london,1,zwickau,1
1265,coniunctus,london,1,zwickau,2
1266,ecclesiarum,london,1,zwickau,1
1267,exaltate,london,1,zwickau,1
1268,qualitercumque,london,1,zwickau,1
1269,uisitandi,london,1,zwickau,1
1270,peruenire,london,1,zwickau,1
1271,faciendos,london,1,zwickau,1
1272,peruenirent,london,1,zwickau,1
1273,criptis,london,1,zwickau,1
1274,rotundum,london,1,zwickau,1
1275,dificultatem,london,1,zwickau,1
1276,holofernem,london,1,zwickau,1
1277,holofernis,london,1,zwickau,1
1278,fines,london,1,zwickau,1
1279,decapolis,london,1,zwickau,3
1280,principalibus,london,1,zwickau,1
1281,iuliam,london,1,zwickau,1
1282,iocapata,london,1,zwickau,2
1283,territorium,london,1,zwickau,1
1284,sidoniense,london,1,zwickau,1
1285,sinagoga,london,1,zwickau,1
1286,docenti,london,1,zwickau,1
1287,traditus,london,1,zwickau,1
1288,isaie,london,1,zwickau,3
1289,legit,london,1,zwickau,1
1290,unxerit,london,1,zwickau,1
1291,hausit,london,1,zwickau,1
1292,matri,london,1,zwickau,1
1293,precipitare,london,1,zwickau,1
1294,oppositi,london,1,zwickau,1
1295,lineamenta,london,1,zwickau,1
1296,uescium,london,1,zwickau,1
1297,constructorum,london,1,zwickau,1
1298,turrium,london,1,zwickau,1
1299,deducit,london,1,zwickau,1
1300,pluuialibus,london,1,zwickau,2
1301,eurum,london,1,zwickau,2
1302,pitonem,london,1,zwickau,1
1303,notum,london,1,zwickau,1
1304,transmitunt,london,1,zwickau,1
1305,pluuiales,london,1,zwickau,1
1306,cadunt,london,1,zwickau,1
1307,lamec,london,1,zwickau,1
1308,uulnerauerat,london,1,zwickau,1
1309,ascensu,london,1,zwickau,1
1310,gaber,london,1,zwickau,1
1311,ioram,london,1,zwickau,1
1312,quieuerunt,london,1,zwickau,1
1313,oleo,london,1,zwickau,1
1314,frequentare,london,1,zwickau,2
1315,solebat,london,1,zwickau,2
1316,planior,london,1,zwickau,2
1317,morabatur,london,1,zwickau,2
1318,autet,london,1,zwickau,2
1319,ire,london,1,zwickau,2
1320,occasione,london,1,zwickau,2
1321,frequentabat,london,1,zwickau,1
1322,dormiens,london,1,zwickau,1
1323,cadauera,london,1,zwickau,1
1324,eleuato,london,1,zwickau,1
1325,ciuitatum,london,1,zwickau,1
1326,modicis,london,1,zwickau,1
1327,sunam,london,1,zwickau,1
1328,modicarum,london,1,zwickau,1
1329,ambo,london,1,zwickau,1
1330,madian,london,1,zwickau,2
1331,siros,london,1,zwickau,1
1332,confluxerunt,london,1,zwickau,1
1333,subuerteret,london,1,zwickau,1
1334,sodomam,london,1,zwickau,2
1335,gomorram,london,1,zwickau,1
1336,montemque,london,1,zwickau,2
1337,ennon,london,1,zwickau,3
1338,baptisans,london,1,zwickau,2
1339,carnem,london,1,zwickau,1
1340,madefactus,london,1,zwickau,1
1341,rore,london,1,zwickau,1
1342,constructas,london,1,zwickau,1
1343,ueraciter,london,1,zwickau,2
1344,concepisse,london,1,zwickau,1
1345,peperisse,london,1,zwickau,1
1346,permansisse,london,1,zwickau,1
1347,sanctissimum,london,1,zwickau,1
1348,supercilio,london,1,zwickau,1
1349,receperunt,london,1,zwickau,1
1350,incarceratum,london,1,zwickau,1
1351,friuolum,london,1,zwickau,1
1352,cronica,london,1,zwickau,1
1353,legende,london,1,zwickau,1
1354,macerunta,london,1,zwickau,2
1355,decolauit,london,1,zwickau,1
1356,incarcerare,london,1,zwickau,1
1357,decolare,london,1,zwickau,1
1358,decolato,london,1,zwickau,1
1359,humatum,london,1,zwickau,1
1360,uuis,london,1,zwickau,1
1361,acumen,london,1,zwickau,1
1362,deambulatoria,london,1,zwickau,1
1363,testitudines,london,1,zwickau,1
1364,testudinate,london,1,zwickau,1
1365,decreuerat,london,1,zwickau,1
1366,constructionem,london,1,zwickau,1
1367,regnauerunt,london,1,zwickau,1
1368,peccare,london,1,zwickau,1
1369,fugiant,london,1,zwickau,1
1370,altissimos,london,1,zwickau,1
1371,potum,london,1,zwickau,1
1372,peciuit,london,1,zwickau,1
1373,excelsus,london,1,zwickau,1
1374,respondebant,london,1,zwickau,1
1375,preceptum,london,1,zwickau,1
1376,iouis,london,1,zwickau,1
1377,sanabalac,london,1,zwickau,1
1378,genero,london,1,zwickau,1
1379,pontifex,london,1,zwickau,1
1380,permansit,london,1,zwickau,1
1381,destructionem,london,1,zwickau,1
1382,innuisse,london,1,zwickau,1
1383,mansione,london,1,zwickau,2
1384,amenissimo,london,1,zwickau,1
1385,tebes,london,1,zwickau,1
1386,iere,london,1,zwickau,1
1387,colibus,london,1,zwickau,1
1388,resumere,london,1,zwickau,1
1389,dimisi,london,1,zwickau,1
1390,ameno,london,1,zwickau,2
1391,corui,london,1,zwickau,1
1392,deferebant,london,1,zwickau,1
1393,amenos,london,1,zwickau,1
1394,circumdantur,london,1,zwickau,1
1395,eundo,london,1,zwickau,1
1396,quarentena,london,1,zwickau,1
1397,dificilis,london,1,zwickau,1
1398,molendina,london,1,zwickau,1
1399,acor,london,1,zwickau,2
1400,furto,london,1,zwickau,1
1401,anatematis,london,1,zwickau,1
1402,sacrorum,london,1,zwickau,1
1403,nascitur,london,1,zwickau,2
1404,betagla,london,1,zwickau,1
1405,planxerunt,london,1,zwickau,1
1406,tulerant,london,1,zwickau,1
1407,arnon,london,1,zwickau,3
1408,amorreorum,london,1,zwickau,1
1409,genesim,london,1,zwickau,1
1410,uidenda,london,1,zwickau,1
1411,laboraui,london,1,zwickau,1
1412,bodwinos,london,1,zwickau,1
1413,feroces,london,1,zwickau,1
1414,fumans,london,1,zwickau,1
1415,scribuntur,london,1,zwickau,1
1416,proferat,london,1,zwickau,1
1417,germen,london,1,zwickau,1
1418,secula,london,1,zwickau,1
1419,dextris,london,1,zwickau,1
1420,uapor,london,1,zwickau,1
1421,miscere,london,1,zwickau,1
1422,iabot,london,1,zwickau,1
1423,cadentibus,london,1,zwickau,1
1424,rubro,london,1,zwickau,1
1425,exodo,london,1,zwickau,1
1426,marac,london,1,zwickau,1
1427,septentrionali,london,1,zwickau,3
1428,fratris,london,1,zwickau,1
1429,erexit,london,1,zwickau,1
1430,melcisedec,london,1,zwickau,3
1431,necesse,london,1,zwickau,1
1432,fatue,london,1,zwickau,1
1433,inherentes,london,1,zwickau,1
1434,solima,london,1,zwickau,1
1435,salem,london,1,zwickau,1
1436,testimonium,london,1,zwickau,1
1437,reuersus,london,1,zwickau,1
1438,ciuitacula,london,1,zwickau,1
1439,iudicauit,london,1,zwickau,1
1440,irrigatur,london,1,zwickau,1
1441,trahere,london,1,zwickau,1
1442,manualis,london,1,zwickau,1
1443,fauila,london,1,zwickau,1
1444,prerupti,london,1,zwickau,1
1445,incuciunt,london,1,zwickau,1
1446,horrorem,london,1,zwickau,1
1447,efusione,london,1,zwickau,1
1448,frequenti,london,1,zwickau,1
1449,uisu,london,1,zwickau,1
1450,simonis,london,1,zwickau,1
1451,leprosi,london,1,zwickau,1
1452,lasari,london,1,zwickau,1
1453,betfage,london,1,zwickau,3
1454,stultum,london,1,zwickau,1
1455,ulomodo,london,1,zwickau,3
1456,supereminens,london,1,zwickau,2
1457,appelabatur,london,1,zwickau,1
1458,laborasse,london,1,zwickau,1
1459,prerupte,london,1,zwickau,2
1460,cingens,london,1,zwickau,1
1461,inclinando,london,1,zwickau,1
1462,separans,london,1,zwickau,2
1463,deprehendi,london,1,zwickau,1
1464,uehementer,london,1,zwickau,1
1465,dependebat,london,1,zwickau,2
1466,inclinans,london,1,zwickau,1
1467,circumductus,london,1,zwickau,1
1468,uides,london,1,zwickau,1
1469,urbi,london,1,zwickau,1
1470,complanata,london,1,zwickau,1
1471,depositus,london,1,zwickau,1
1472,atria,london,1,zwickau,1
1473,torrenti,london,1,zwickau,1
1474,descendebatur,london,1,zwickau,1
1475,adherebat,london,1,zwickau,1
1476,lauabant,london,1,zwickau,2
1477,sacerdotibus,london,1,zwickau,1
1478,presentabant,london,1,zwickau,1
1479,habuisse,london,1,zwickau,1
1480,iacebant,london,1,zwickau,1
1481,infirmi,london,1,zwickau,1
1482,exspectantes,london,1,zwickau,1
1483,motum,london,1,zwickau,1
1484,ecc,london,1,zwickau,1
1485,inducens,london,1,zwickau,1
1486,prohibere,london,1,zwickau,1
1487,inceperat,london,1,zwickau,1
1488,egredere,london,1,zwickau,1
1489,respectu,london,1,zwickau,1
1490,diuersitate,london,1,zwickau,1
1491,precipua,london,1,zwickau,1
1492,perfecit,london,1,zwickau,1
1493,inuenias,london,1,zwickau,1
1494,onus,london,1,zwickau,1
1495,uisionis,london,1,zwickau,1
1496,habuerit,london,1,zwickau,1
1497,autit,london,1,zwickau,2
1498,eneum,london,1,zwickau,1
1499,computare,london,1,zwickau,1
1500,inpleta,london,1,zwickau,1
1501,romani,london,1,zwickau,1
1502,incisis,london,1,zwickau,1
1503,aggeres,london,1,zwickau,1
1504,impleuerunt,london,1,zwickau,1
1505,helius,london,1,zwickau,2
1506,aspergi,london,1,zwickau,1
1507,ilic,london,1,zwickau,3
1508,ima,london,1,zwickau,1
1509,profunditate,london,1,zwickau,1
1510,decet,london,1,zwickau,1
1511,cooperta,london,1,zwickau,1
1512,descendes,london,1,zwickau,1
1513,decoratum,london,1,zwickau,1
1514,humida,london,1,zwickau,1
1515,inundatio,london,1,zwickau,1
1516,replet,london,1,zwickau,1
1517,cuidam,london,1,zwickau,1
1518,dependenti,london,1,zwickau,1
1519,sedebant,london,1,zwickau,1
1520,dependente,london,1,zwickau,1
1521,apprehendendo,london,1,zwickau,1
1522,teneretur,london,1,zwickau,1
1523,auulsus,london,1,zwickau,1
1524,emptus,london,1,zwickau,1
1525,argenteis,london,1,zwickau,1
1526,uendidit,london,1,zwickau,1
1527,iabenorum,london,1,zwickau,1
1528,strepitus,london,1,zwickau,1
1529,adonias,london,1,zwickau,1
1530,isaias,london,1,zwickau,1
1531,serra,london,1,zwickau,1
1532,sectus,london,1,zwickau,1
1533,amenissima,london,1,zwickau,1
1534,uiridaria,london,1,zwickau,1
1535,excitantia,london,1,zwickau,1
1536,absides,london,1,zwickau,1
1537,exteriori,london,1,zwickau,1
1538,tecta,london,1,zwickau,1
1539,dimissum,london,1,zwickau,1
1540,tumba,london,1,zwickau,1
1541,clausa,london,1,zwickau,1
1542,fenestra,london,1,zwickau,1
1543,lampades,london,1,zwickau,1
1544,ministrantes,london,1,zwickau,1
1545,separatas,london,1,zwickau,1
1546,intratur,london,1,zwickau,2
1547,intrauerunt,london,1,zwickau,1
1548,reuoluet,london,1,zwickau,1
1549,interioris,london,1,zwickau,1
1550,superponendo,london,1,zwickau,1
1551,infixa,london,1,zwickau,1
1552,fixionis,london,1,zwickau,1
1553,scissione,london,1,zwickau,1
1554,flagelatus,london,1,zwickau,1
1555,uideri,london,1,zwickau,1
1556,helena,london,1,zwickau,1
1557,bracio,london,1,zwickau,1
1558,stationis,london,1,zwickau,1
1559,pendentis,london,1,zwickau,1
1560,pendens,london,1,zwickau,1
