,feature_name,word,zwickau,london,breslau,version with higher score
27678,count_vectorizer_5_gram,i_sib,2,3,0,london
27679,count_vectorizer_5_gram,re_ne,2,2,0,zwickau
27680,count_vectorizer_5_gram,_conp,2,4,0,london
27681,count_vectorizer_5_gram,otis_,2,4,1,london
27682,count_vectorizer_5_gram,t_hon,2,2,2,zwickau
27683,count_vectorizer_5_gram,d_dec,2,3,3,london
27684,count_vectorizer_5_gram,ilios,2,3,0,london
27685,count_vectorizer_5_gram,ios_p,2,1,0,zwickau
27686,count_vectorizer_5_gram,m_cri,2,3,0,london
27687,count_vectorizer_5_gram,um_im,2,3,1,london
27688,count_vectorizer_5_gram,_imit,2,2,0,zwickau
27689,count_vectorizer_5_gram,corru,2,3,0,london
27690,count_vectorizer_5_gram,t_abh,2,2,0,zwickau
27691,count_vectorizer_5_gram,utis_,2,2,0,zwickau
27692,count_vectorizer_5_gram,anciu,2,2,0,zwickau
27693,count_vectorizer_5_gram,ud_de,2,3,0,london
27694,count_vectorizer_5_gram,s_16_,2,2,0,zwickau
27695,count_vectorizer_5_gram,sola_,2,2,0,zwickau
27696,count_vectorizer_5_gram,atrim,2,1,0,zwickau
27697,count_vectorizer_5_gram,benti,2,2,0,zwickau
27698,count_vectorizer_5_gram,on_ex,2,3,0,london
27699,count_vectorizer_5_gram,tilla,2,3,0,london
27700,count_vectorizer_5_gram,s_sen,2,3,0,london
27701,count_vectorizer_5_gram,io_eo,2,2,0,zwickau
27702,count_vectorizer_5_gram,_paci,2,1,0,zwickau
27703,count_vectorizer_5_gram,pacie,2,1,0,zwickau
27704,count_vectorizer_5_gram,nia_o,2,3,0,london
27705,count_vectorizer_5_gram,en_do,2,3,0,london
27706,count_vectorizer_5_gram,_uaca,2,2,0,zwickau
27707,count_vectorizer_5_gram,uacan,2,2,0,zwickau
27708,count_vectorizer_5_gram,acant,2,2,0,zwickau
27709,count_vectorizer_5_gram,tes_t,2,4,2,london
27710,count_vectorizer_5_gram,nt_ce,2,2,1,zwickau
27711,count_vectorizer_5_gram,sedem,2,2,0,zwickau
27712,count_vectorizer_5_gram,a_fam,2,2,0,zwickau
27713,count_vectorizer_5_gram,minem,2,3,0,london
27714,count_vectorizer_5_gram,ia_ho,2,6,2,london
27715,count_vectorizer_5_gram,it_fu,2,2,0,zwickau
27716,count_vectorizer_5_gram,ari_u,2,3,0,london
27717,count_vectorizer_5_gram,ri_ui,2,3,1,london
27718,count_vectorizer_5_gram,lacet,2,2,1,zwickau
27719,count_vectorizer_5_gram,o_pri,2,2,1,zwickau
27720,count_vectorizer_5_gram,ues_s,2,2,0,zwickau
27721,count_vectorizer_5_gram,t_cau,2,2,0,zwickau
27722,count_vectorizer_5_gram,d_com,2,1,0,zwickau
27723,count_vectorizer_5_gram,edi_p,2,2,0,zwickau
27724,count_vectorizer_5_gram,uisum,2,2,0,zwickau
27725,count_vectorizer_5_gram,uod_1,2,1,0,zwickau
27726,count_vectorizer_5_gram,_6_ue,2,3,0,london
27727,count_vectorizer_5_gram,uel_7,2,2,0,zwickau
27728,count_vectorizer_5_gram,el_7_,2,2,0,zwickau
27729,count_vectorizer_5_gram,bet_e,2,5,0,london
27730,count_vectorizer_5_gram,ri_ar,2,3,0,london
27731,count_vectorizer_5_gram,rieti,2,2,0,zwickau
27732,count_vectorizer_5_gram,ortan,2,3,0,london
27733,count_vectorizer_5_gram,hum_e,2,3,1,london
27734,count_vectorizer_5_gram,ano_c,2,2,0,zwickau
27735,count_vectorizer_5_gram,ad_40,2,1,0,zwickau
27736,count_vectorizer_5_gram,d_40_,2,1,0,zwickau
27737,count_vectorizer_5_gram,_40_m,2,0,0,zwickau
27738,count_vectorizer_5_gram,40_mi,2,0,0,zwickau
27739,count_vectorizer_5_gram,rca_t,2,3,2,london
27740,count_vectorizer_5_gram,ura_h,2,2,0,zwickau
27741,count_vectorizer_5_gram,pitan,2,3,0,london
27742,count_vectorizer_5_gram,itane,2,3,0,london
27743,count_vectorizer_5_gram,itari,2,2,0,zwickau
27744,count_vectorizer_5_gram,ersid,2,1,0,zwickau
27745,count_vectorizer_5_gram,ur_or,2,4,1,london
27746,count_vectorizer_5_gram,ori_p,2,2,1,zwickau
27747,count_vectorizer_5_gram,a_eor,2,2,1,zwickau
27748,count_vectorizer_5_gram,adysu,2,4,0,london
27749,count_vectorizer_5_gram,dysum,2,2,0,zwickau
27750,count_vectorizer_5_gram,am_ro,2,3,0,london
27751,count_vectorizer_5_gram,m_rom,2,3,0,london
27752,count_vectorizer_5_gram,nuncc,2,1,0,zwickau
27753,count_vectorizer_5_gram,uncci,2,1,0,zwickau
27754,count_vectorizer_5_gram,mouen,2,2,0,zwickau
27755,count_vectorizer_5_gram,eract,2,2,0,zwickau
27756,count_vectorizer_5_gram,condu,2,3,0,london
27757,count_vectorizer_5_gram,nt_an,2,3,0,london
27758,count_vectorizer_5_gram,n_ess,2,4,0,london
27759,count_vectorizer_5_gram,o_ret,2,2,0,zwickau
27760,count_vectorizer_5_gram,disce,2,5,0,london
27761,count_vectorizer_5_gram,scern,2,2,0,zwickau
27762,count_vectorizer_5_gram,t_sig,2,2,0,zwickau
27763,count_vectorizer_5_gram,s_nul,2,2,0,zwickau
27764,count_vectorizer_5_gram,psi_s,2,2,0,zwickau
27765,count_vectorizer_5_gram,s_utu,2,2,0,zwickau
27766,count_vectorizer_5_gram,te_li,2,3,1,london
27767,count_vectorizer_5_gram,ui_pa,2,3,0,london
27768,count_vectorizer_5_gram,ndiam,2,4,0,london
27769,count_vectorizer_5_gram,t_eth,2,6,1,london
27770,count_vectorizer_5_gram,opiam,2,5,0,london
27771,count_vectorizer_5_gram,ino_n,2,3,0,london
27772,count_vectorizer_5_gram,en_ch,2,2,0,zwickau
27773,count_vectorizer_5_gram,turci,2,2,0,zwickau
27774,count_vectorizer_5_gram,manis,2,3,1,london
27775,count_vectorizer_5_gram,nt_it,2,4,0,london
27776,count_vectorizer_5_gram,iui_q,2,3,0,london
27777,count_vectorizer_5_gram,uno_s,2,2,0,zwickau
27778,count_vectorizer_5_gram,no_sa,2,2,1,zwickau
27779,count_vectorizer_5_gram,o_sar,2,3,0,london
27780,count_vectorizer_5_gram,0_chr,2,3,0,london
27781,count_vectorizer_5_gram,pti_s,2,3,0,london
27782,count_vectorizer_5_gram,uam_3,2,1,2,zwickau
27783,count_vectorizer_5_gram,am_30,2,2,2,zwickau
27784,count_vectorizer_5_gram,m_300,2,1,0,zwickau
27785,count_vectorizer_5_gram,300_m,2,0,0,zwickau
27786,count_vectorizer_5_gram,ia_ch,2,2,0,zwickau
27787,count_vectorizer_5_gram,lte_q,2,2,0,zwickau
27788,count_vectorizer_5_gram,res_o,2,3,0,london
27789,count_vectorizer_5_gram,idi_o,2,2,0,zwickau
27790,count_vectorizer_5_gram,ansma,2,3,0,london
27791,count_vectorizer_5_gram,nsmar,2,3,0,london
27792,count_vectorizer_5_gram,smari,2,2,0,zwickau
27793,count_vectorizer_5_gram,yani_,2,1,0,zwickau
27794,count_vectorizer_5_gram,ibusc,2,2,0,zwickau
27795,count_vectorizer_5_gram,buscu,2,2,0,zwickau
27796,count_vectorizer_5_gram,s_cen,2,3,0,london
27797,count_vectorizer_5_gram,s_arm,2,4,0,london
27798,count_vectorizer_5_gram,aiulo,2,2,0,zwickau
27799,count_vectorizer_5_gram,iulos,2,2,0,zwickau
27800,count_vectorizer_5_gram,os_su,2,7,0,london
27801,count_vectorizer_5_gram,ipsos,2,3,0,london
27802,count_vectorizer_5_gram,psos_,2,3,0,london
27803,count_vectorizer_5_gram,iquos,2,3,0,london
27804,count_vectorizer_5_gram,_syli,2,0,0,zwickau
27805,count_vectorizer_5_gram,sylic,2,0,0,zwickau
27806,count_vectorizer_5_gram,ses_p,2,2,0,zwickau
27807,count_vectorizer_5_gram,nt_ap,2,1,0,zwickau
27808,count_vectorizer_5_gram,anei_,2,2,0,zwickau
27809,count_vectorizer_5_gram,sua_f,2,2,0,zwickau
27810,count_vectorizer_5_gram,na_ui,2,1,0,zwickau
27811,count_vectorizer_5_gram,os_ch,2,2,0,zwickau
27812,count_vectorizer_5_gram,m_aud,2,2,0,zwickau
27813,count_vectorizer_5_gram,_flec,2,2,0,zwickau
27814,count_vectorizer_5_gram,flect,2,2,0,zwickau
27815,count_vectorizer_5_gram,ote_u,2,2,0,zwickau
27816,count_vectorizer_5_gram,rri_c,2,2,0,zwickau
27817,count_vectorizer_5_gram,_uico,2,2,0,zwickau
27818,count_vectorizer_5_gram,ico_u,2,2,0,zwickau
27819,count_vectorizer_5_gram,omedi,2,2,1,zwickau
27820,count_vectorizer_5_gram,e_apo,2,2,0,zwickau
27821,count_vectorizer_5_gram,_feri,2,3,0,london
27822,count_vectorizer_5_gram,icini,2,2,0,zwickau
27823,count_vectorizer_5_gram,ret_q,2,2,0,zwickau
27824,count_vectorizer_5_gram,t_nes,2,3,1,london
27825,count_vectorizer_5_gram,ic_su,2,2,1,zwickau
27826,count_vectorizer_5_gram,icti_,2,4,1,london
27827,count_vectorizer_5_gram,s_dam,2,1,0,zwickau
27828,count_vectorizer_5_gram,it_ec,2,2,1,zwickau
27829,count_vectorizer_5_gram,equi_,2,2,0,zwickau
27830,count_vectorizer_5_gram,m_a_q,2,4,0,london
27831,count_vectorizer_5_gram,hoc_o,2,2,0,zwickau
27832,count_vectorizer_5_gram,oc_om,2,2,0,zwickau
27833,count_vectorizer_5_gram,us_ym,2,2,1,zwickau
27834,count_vectorizer_5_gram,_simp,2,3,0,london
27835,count_vectorizer_5_gram,simpl,2,3,0,london
27836,count_vectorizer_5_gram,impli,2,3,0,london
27837,count_vectorizer_5_gram,mplic,2,3,0,london
27838,count_vectorizer_5_gram,ces_s,2,1,0,zwickau
27839,count_vectorizer_5_gram,mana_,2,2,0,zwickau
27840,count_vectorizer_5_gram,na_ec,2,3,0,london
27841,count_vectorizer_5_gram,a_abs,2,3,0,london
27842,count_vectorizer_5_gram,inenc,2,1,0,zwickau
27843,count_vectorizer_5_gram,nenci,2,1,0,zwickau
27844,count_vectorizer_5_gram,ec_pi,2,2,0,zwickau
27845,count_vectorizer_5_gram,c_pis,2,3,0,london
27846,count_vectorizer_5_gram,ces_n,2,2,0,zwickau
27847,count_vectorizer_5_gram,medun,2,2,0,zwickau
27848,count_vectorizer_5_gram,c_uin,2,2,0,zwickau
27849,count_vectorizer_5_gram,diuin,2,3,0,london
27850,count_vectorizer_5_gram,lde_d,2,4,1,london
27851,count_vectorizer_5_gram,t_aui,2,3,0,london
27852,count_vectorizer_5_gram,ime_u,2,2,0,zwickau
27853,count_vectorizer_5_gram,inica,2,4,0,london
27854,count_vectorizer_5_gram,e_ues,2,4,0,london
27855,count_vectorizer_5_gram,eunte,2,3,0,london
27856,count_vectorizer_5_gram,untem,2,2,0,zwickau
27857,count_vectorizer_5_gram,udien,2,3,1,london
27858,count_vectorizer_5_gram,as_sc,2,2,0,zwickau
27859,count_vectorizer_5_gram,s_scr,2,5,1,london
27860,count_vectorizer_5_gram,ud_ab,2,1,0,zwickau
27861,count_vectorizer_5_gram,pos_e,2,4,0,london
27862,count_vectorizer_5_gram,os_ep,2,1,0,zwickau
27863,count_vectorizer_5_gram,bates,2,2,0,zwickau
27864,count_vectorizer_5_gram,tos_h,2,2,0,zwickau
27865,count_vectorizer_5_gram,_eisd,2,2,0,zwickau
27866,count_vectorizer_5_gram,eisde,2,2,0,zwickau
27867,count_vectorizer_5_gram,isdem,2,2,0,zwickau
27868,count_vectorizer_5_gram,riano,2,2,0,zwickau
27869,count_vectorizer_5_gram,elich,2,2,0,zwickau
27870,count_vectorizer_5_gram,_pape,2,2,0,zwickau
27871,count_vectorizer_5_gram,pape_,2,2,0,zwickau
27872,count_vectorizer_5_gram,llexi,2,2,0,zwickau
27873,count_vectorizer_5_gram,_iuri,2,3,0,london
27874,count_vectorizer_5_gram,iuris,2,3,0,london
27875,count_vectorizer_5_gram,urisd,2,2,0,zwickau
27876,count_vectorizer_5_gram,risdi,2,2,0,zwickau
27877,count_vectorizer_5_gram,isdic,2,2,0,zwickau
27878,count_vectorizer_5_gram,acius,2,1,0,zwickau
27879,count_vectorizer_5_gram,_subd,2,2,0,zwickau
27880,count_vectorizer_5_gram,opi_s,2,2,0,zwickau
27881,count_vectorizer_5_gram,pi_si,2,2,0,zwickau
27882,count_vectorizer_5_gram,de_iu,2,5,1,london
27883,count_vectorizer_5_gram,t_geo,2,2,0,zwickau
27884,count_vectorizer_5_gram,giano,2,2,0,zwickau
27885,count_vectorizer_5_gram,ud_eu,2,1,0,zwickau
27886,count_vectorizer_5_gram,abbat,2,5,0,london
27887,count_vectorizer_5_gram,bbate,2,3,0,london
27888,count_vectorizer_5_gram,stica,2,5,0,london
27889,count_vectorizer_5_gram,ant_6,2,2,0,zwickau
27890,count_vectorizer_5_gram,dos_s,2,0,0,zwickau
27891,count_vectorizer_5_gram,tos_u,2,2,0,zwickau
27892,count_vectorizer_5_gram,cio_a,2,1,0,zwickau
27893,count_vectorizer_5_gram,s_sor,2,4,0,london
27894,count_vectorizer_5_gram,sordi,2,3,0,london
27895,count_vectorizer_5_gram,ordid,2,2,0,zwickau
27896,count_vectorizer_5_gram,plis_,2,1,0,zwickau
27897,count_vectorizer_5_gram,mplis,2,2,0,zwickau
27898,count_vectorizer_5_gram,_scap,2,3,0,london
27899,count_vectorizer_5_gram,scapu,2,3,0,london
27900,count_vectorizer_5_gram,capul,2,3,0,london
27901,count_vectorizer_5_gram,_nigr,2,4,0,london
27902,count_vectorizer_5_gram,nigru,2,2,0,zwickau
27903,count_vectorizer_5_gram,igrum,2,2,0,zwickau
27904,count_vectorizer_5_gram,_cyli,2,0,0,zwickau
27905,count_vectorizer_5_gram,cylic,2,0,0,zwickau
27906,count_vectorizer_5_gram,suo_p,2,2,0,zwickau
27907,count_vectorizer_5_gram,ito_e,2,3,0,london
27908,count_vectorizer_5_gram,timat,2,2,0,zwickau
27909,count_vectorizer_5_gram,imati,2,2,0,zwickau
27910,count_vectorizer_5_gram,matib,2,2,0,zwickau
27911,count_vectorizer_5_gram,giosi,2,2,0,zwickau
27912,count_vectorizer_5_gram,n_pan,2,2,0,zwickau
27913,count_vectorizer_5_gram,so_po,2,2,0,zwickau
27914,count_vectorizer_5_gram,o_pop,2,2,0,zwickau
27915,count_vectorizer_5_gram,te_id,2,1,0,zwickau
27916,count_vectorizer_5_gram,m_cat,2,0,0,zwickau
27917,count_vectorizer_5_gram,ispen,2,2,0,zwickau
27918,count_vectorizer_5_gram,spens,2,3,0,london
27919,count_vectorizer_5_gram,pensa,2,3,0,london
27920,count_vectorizer_5_gram,rfui_,2,2,0,zwickau
27921,count_vectorizer_5_gram,egina,2,4,0,london
27922,count_vectorizer_5_gram,gina_,2,4,0,london
27923,count_vectorizer_5_gram,imo_c,2,3,0,london
27924,count_vectorizer_5_gram,quinq,2,2,13,breslau
27925,count_vectorizer_5_gram,uinqu,2,2,13,breslau
27926,count_vectorizer_5_gram,derem,2,2,0,zwickau
27927,count_vectorizer_5_gram,i_pla,2,5,1,london
27928,count_vectorizer_5_gram,istul,2,1,0,zwickau
27929,count_vectorizer_5_gram,stula,2,1,0,zwickau
27930,count_vectorizer_5_gram,as_le,2,0,15,breslau
27931,count_vectorizer_5_gram,axima,2,2,2,zwickau
27932,count_vectorizer_5_gram,cleri,2,2,0,zwickau
27933,count_vectorizer_5_gram,leric,2,3,1,london
27934,count_vectorizer_5_gram,lares,2,2,0,zwickau
27935,count_vectorizer_5_gram,ares_,2,2,2,zwickau
27936,count_vectorizer_5_gram,ulliu,2,2,0,zwickau
27937,count_vectorizer_5_gram,_auct,2,2,0,zwickau
27938,count_vectorizer_5_gram,aucto,2,2,0,zwickau
27939,count_vectorizer_5_gram,ctori,2,3,2,london
27940,count_vectorizer_5_gram,torit,2,2,0,zwickau
27941,count_vectorizer_5_gram,orita,2,2,0,zwickau
27942,count_vectorizer_5_gram,_laic,2,1,0,zwickau
27943,count_vectorizer_5_gram,na_ce,2,2,0,zwickau
27944,count_vectorizer_5_gram,horas,2,2,0,zwickau
27945,count_vectorizer_5_gram,oras_,2,2,0,zwickau
27946,count_vectorizer_5_gram,o_ut_,2,7,1,london
27947,count_vectorizer_5_gram,_auro,2,3,0,london
27948,count_vectorizer_5_gram,i_sac,2,2,0,zwickau
27949,count_vectorizer_5_gram,ermit,2,2,0,zwickau
27950,count_vectorizer_5_gram,rmitt,2,2,0,zwickau
27951,count_vectorizer_5_gram,_uerc,2,0,0,zwickau
27952,count_vectorizer_5_gram,uerch,2,0,0,zwickau
27953,count_vectorizer_5_gram,ercha,2,0,0,zwickau
27954,count_vectorizer_5_gram,rchap,2,0,0,zwickau
27955,count_vectorizer_5_gram,chape,2,0,0,zwickau
27956,count_vectorizer_5_gram,hapet,2,2,0,zwickau
27957,count_vectorizer_5_gram,apete,2,2,0,zwickau
27958,count_vectorizer_5_gram,pete_,2,2,0,zwickau
27959,count_vectorizer_5_gram,uxora,2,2,0,zwickau
27960,count_vectorizer_5_gram,xorat,2,2,0,zwickau
27961,count_vectorizer_5_gram,titur,2,3,0,london
27962,count_vectorizer_5_gram,abeat,2,2,0,zwickau
27963,count_vectorizer_5_gram,ad_di,2,13,5,london
27964,count_vectorizer_5_gram,lusiu,2,2,1,zwickau
27965,count_vectorizer_5_gram,isi_s,2,3,1,london
27966,count_vectorizer_5_gram,a_uxo,2,1,0,zwickau
27967,count_vectorizer_5_gram,ducet,2,1,0,zwickau
27968,count_vectorizer_5_gram,pso_p,2,3,0,london
27969,count_vectorizer_5_gram,o_pot,2,2,3,breslau
27970,count_vectorizer_5_gram,or_ad,2,4,2,london
27971,count_vectorizer_5_gram,erata,2,4,0,london
27972,count_vectorizer_5_gram,dos_a,2,1,0,zwickau
27973,count_vectorizer_5_gram,aut_c,2,2,0,zwickau
27974,count_vectorizer_5_gram,aut_o,2,2,0,zwickau
27975,count_vectorizer_5_gram,igni_,2,4,0,london
27976,count_vectorizer_5_gram,l_mal,2,2,0,zwickau
27977,count_vectorizer_5_gram,tud_s,2,1,0,zwickau
27978,count_vectorizer_5_gram,git_e,2,2,1,zwickau
27979,count_vectorizer_5_gram,os_ar,2,0,0,zwickau
27980,count_vectorizer_5_gram,dat_c,2,1,0,zwickau
27981,count_vectorizer_5_gram,lis_g,2,2,1,zwickau
27982,count_vectorizer_5_gram,albam,2,2,0,zwickau
27983,count_vectorizer_5_gram,lbam_,2,2,0,zwickau
27984,count_vectorizer_5_gram,inora,2,2,0,zwickau
27985,count_vectorizer_5_gram,nora_,2,2,0,zwickau
27986,count_vectorizer_5_gram,ora_f,2,1,0,zwickau
27987,count_vectorizer_5_gram,dio_u,2,3,0,london
27988,count_vectorizer_5_gram,miten,2,0,1,zwickau
27989,count_vectorizer_5_gram,imina,2,2,0,zwickau
27990,count_vectorizer_5_gram,trice,2,3,0,london
27991,count_vectorizer_5_gram,muli_,2,2,0,zwickau
27992,count_vectorizer_5_gram,_eunu,2,4,1,london
27993,count_vectorizer_5_gram,eunuc,2,4,1,london
27994,count_vectorizer_5_gram,unuch,2,4,1,london
27995,count_vectorizer_5_gram,eam_n,2,3,2,london
27996,count_vectorizer_5_gram,us_ni,2,7,1,london
27997,count_vectorizer_5_gram,t_ing,2,3,1,london
27998,count_vectorizer_5_gram,horam,2,3,0,london
27999,count_vectorizer_5_gram,sacre,2,3,0,london
28000,count_vectorizer_5_gram,acre_,2,3,0,london
28001,count_vectorizer_5_gram,pture,2,3,0,london
28002,count_vectorizer_5_gram,_expo,2,2,0,zwickau
28003,count_vectorizer_5_gram,t_dor,2,5,0,london
28004,count_vectorizer_5_gram,nem_c,2,6,4,london
28005,count_vectorizer_5_gram,ge_an,2,2,0,zwickau
28006,count_vectorizer_5_gram,i_luc,2,2,0,zwickau
28007,count_vectorizer_5_gram,es_sa,2,6,2,london
28008,count_vectorizer_5_gram,t_exe,2,1,1,zwickau
28009,count_vectorizer_5_gram,m_aui,2,1,0,zwickau
28010,count_vectorizer_5_gram,_auib,2,2,1,zwickau
28011,count_vectorizer_5_gram,solat,2,2,0,zwickau
28012,count_vectorizer_5_gram,ollac,2,1,0,zwickau
28013,count_vectorizer_5_gram,o_cat,2,0,0,zwickau
28014,count_vectorizer_5_gram,yrill,2,1,0,zwickau
28015,count_vectorizer_5_gram,rillu,2,2,0,zwickau
28016,count_vectorizer_5_gram,s_all,2,1,0,zwickau
28017,count_vectorizer_5_gram,ibi_f,2,6,2,london
28018,count_vectorizer_5_gram,rider,2,2,0,zwickau
28019,count_vectorizer_5_gram,oqui_,2,2,0,zwickau
28020,count_vectorizer_5_gram,offer,2,3,0,london
28021,count_vectorizer_5_gram,ffert,2,2,0,zwickau
28022,count_vectorizer_5_gram,um_dy,2,2,0,zwickau
28023,count_vectorizer_5_gram,_dyac,2,2,0,zwickau
28024,count_vectorizer_5_gram,panno,2,2,0,zwickau
28025,count_vectorizer_5_gram,no_cu,2,1,0,zwickau
28026,count_vectorizer_5_gram,m_thu,2,2,0,zwickau
28027,count_vectorizer_5_gram,hurib,2,2,0,zwickau
28028,count_vectorizer_5_gram,ribul,2,2,0,zwickau
28029,count_vectorizer_5_gram,_acco,2,26,21,london
28030,count_vectorizer_5_gram,accol,2,0,0,zwickau
28031,count_vectorizer_5_gram,ccoli,2,0,0,zwickau
28032,count_vectorizer_5_gram,_cere,2,2,0,zwickau
28033,count_vectorizer_5_gram,cerei,2,2,0,zwickau
28034,count_vectorizer_5_gram,accen,2,2,0,zwickau
28035,count_vectorizer_5_gram,ccens,2,2,0,zwickau
28036,count_vectorizer_5_gram,trors,2,0,0,zwickau
28037,count_vectorizer_5_gram,rorsu,2,0,0,zwickau
28038,count_vectorizer_5_gram,scipi,2,1,1,zwickau
28039,count_vectorizer_5_gram,cud_n,2,0,0,zwickau
28040,count_vectorizer_5_gram,fra_c,2,2,0,zwickau
28041,count_vectorizer_5_gram,_cano,2,2,0,zwickau
28042,count_vectorizer_5_gram,canon,2,2,0,zwickau
28043,count_vectorizer_5_gram,m_uul,2,2,0,zwickau
28044,count_vectorizer_5_gram,gum_s,2,3,0,london
28045,count_vectorizer_5_gram,hac_u,2,5,1,london
28046,count_vectorizer_5_gram,ltima,2,2,1,zwickau
28047,count_vectorizer_5_gram,atina,2,2,0,zwickau
28048,count_vectorizer_5_gram,tinum,2,3,0,london
28049,count_vectorizer_5_gram,timam,2,3,1,london
28050,count_vectorizer_5_gram,naui_,2,3,0,london
28051,count_vectorizer_5_gram,um_cy,2,1,0,zwickau
28052,count_vectorizer_5_gram,itaqu,2,4,0,london
28053,count_vectorizer_5_gram,taque,2,4,0,london
28054,count_vectorizer_5_gram,ia_na,2,3,2,london
28055,count_vectorizer_5_gram,s_neg,2,2,0,zwickau
28056,count_vectorizer_5_gram,ociis,2,2,1,zwickau
28057,count_vectorizer_5_gram,m_cyp,2,3,0,london
28058,count_vectorizer_5_gram,pri_n,2,2,0,zwickau
28059,count_vectorizer_5_gram,i_nau,2,2,0,zwickau
28060,count_vectorizer_5_gram,eni_t,2,4,0,london
28061,count_vectorizer_5_gram,tholo,2,5,0,london
28062,count_vectorizer_5_gram,oloma,2,5,0,london
28063,count_vectorizer_5_gram,nsa_g,2,2,0,zwickau
28064,count_vectorizer_5_gram,sa_ga,2,4,0,london
28065,count_vectorizer_5_gram,d_gul,2,2,0,zwickau
28066,count_vectorizer_5_gram,gulfu,2,2,0,zwickau
28067,count_vectorizer_5_gram,m_lar,2,2,0,zwickau
28068,count_vectorizer_5_gram,em_pu,2,3,0,london
28069,count_vectorizer_5_gram,ea_ho,2,2,0,zwickau
28070,count_vectorizer_5_gram,a_ser,2,2,0,zwickau
28071,count_vectorizer_5_gram,stia_,2,2,0,zwickau
28072,count_vectorizer_5_gram,n_tap,2,2,0,zwickau
28073,count_vectorizer_5_gram,phnim,2,2,0,zwickau
28074,count_vectorizer_5_gram,hnim_,2,2,0,zwickau
28075,count_vectorizer_5_gram,essen,2,5,1,london
28076,count_vectorizer_5_gram,ue_me,2,3,2,london
28077,count_vectorizer_5_gram,i_bod,2,2,0,zwickau
28078,count_vectorizer_5_gram,_uber,2,5,1,london
28079,count_vectorizer_5_gram,rtate,2,4,0,london
28080,count_vectorizer_5_gram,ues_c,2,2,0,zwickau
28081,count_vectorizer_5_gram,at_fr,2,3,0,london
28082,count_vectorizer_5_gram,uctib,2,3,0,london
28083,count_vectorizer_5_gram,m_riu,2,2,0,zwickau
28084,count_vectorizer_5_gram,o_nyl,2,0,0,zwickau
28085,count_vectorizer_5_gram,_fret,2,2,0,zwickau
28086,count_vectorizer_5_gram,fretu,2,2,0,zwickau
28087,count_vectorizer_5_gram,retum,2,2,0,zwickau
28088,count_vectorizer_5_gram,s_nyl,2,0,0,zwickau
28089,count_vectorizer_5_gram,erciu,2,3,0,london
28090,count_vectorizer_5_gram,200_m,2,3,0,london
28091,count_vectorizer_5_gram,e_sye,2,3,0,london
28092,count_vectorizer_5_gram,yenen,2,0,0,zwickau
28093,count_vectorizer_5_gram,qua_b,2,2,2,zwickau
28094,count_vectorizer_5_gram,ua_be,2,2,2,zwickau
28095,count_vectorizer_5_gram,opie_,2,2,0,zwickau
28096,count_vectorizer_5_gram,er_ny,2,0,0,zwickau
28097,count_vectorizer_5_gram,ela_e,2,2,0,zwickau
28098,count_vectorizer_5_gram,iditu,2,2,0,zwickau
28099,count_vectorizer_5_gram,ature,2,1,0,zwickau
28100,count_vectorizer_5_gram,ton_e,2,1,0,zwickau
28101,count_vectorizer_5_gram,et_ra,2,2,3,breslau
28102,count_vectorizer_5_gram,t_ram,2,4,3,london
28103,count_vectorizer_5_gram,ramas,2,1,0,zwickau
28104,count_vectorizer_5_gram,ses_s,2,2,0,zwickau
28105,count_vectorizer_5_gram,sses_,2,4,1,london
28106,count_vectorizer_5_gram,e_due,2,5,0,london
28107,count_vectorizer_5_gram,site_,2,4,1,london
28108,count_vectorizer_5_gram,delta,2,2,0,zwickau
28109,count_vectorizer_5_gram,elta_,2,2,0,zwickau
28110,count_vectorizer_5_gram,a_ale,2,2,0,zwickau
28111,count_vectorizer_5_gram,lter_,2,2,1,zwickau
28112,count_vectorizer_5_gram,in_el,2,2,0,zwickau
28113,count_vectorizer_5_gram,_elyo,2,4,0,london
28114,count_vectorizer_5_gram,elyop,2,4,0,london
28115,count_vectorizer_5_gram,lyopo,2,4,0,london
28116,count_vectorizer_5_gram,yopol,2,4,0,london
28117,count_vectorizer_5_gram,uus_q,2,2,0,zwickau
28118,count_vectorizer_5_gram,m_pel,2,2,1,zwickau
28119,count_vectorizer_5_gram,meror,2,1,0,zwickau
28120,count_vectorizer_5_gram,i_eli,2,1,1,zwickau
28121,count_vectorizer_5_gram,_elio,2,0,0,zwickau
28122,count_vectorizer_5_gram,eliop,2,0,0,zwickau
28123,count_vectorizer_5_gram,liopo,2,0,0,zwickau
28124,count_vectorizer_5_gram,iopol,2,0,0,zwickau
28125,count_vectorizer_5_gram,_cass,2,3,0,london
28126,count_vectorizer_5_gram,cassi,2,2,0,zwickau
28127,count_vectorizer_5_gram,n_kay,2,3,0,london
28128,count_vectorizer_5_gram,_kayr,2,6,0,london
28129,count_vectorizer_5_gram,kayro,2,4,0,london
28130,count_vectorizer_5_gram,ayro_,2,4,0,london
28131,count_vectorizer_5_gram,nia_a,2,5,1,london
28132,count_vectorizer_5_gram,ule_m,2,2,1,zwickau
28133,count_vectorizer_5_gram,o_the,2,2,0,zwickau
28134,count_vectorizer_5_gram,udo_m,2,2,1,zwickau
28135,count_vectorizer_5_gram,num_r,2,1,0,zwickau
28136,count_vectorizer_5_gram,ia_24,2,2,0,zwickau
28137,count_vectorizer_5_gram,a_240,2,1,0,zwickau
