,feature_name,word,zwickau,london,breslau,version with higher score
9037,count_vectorizer_5_gram,_est_,593,664,202,london
9038,count_vectorizer_5_gram,s_et_,357,371,109,london
9039,count_vectorizer_5_gram,ibus_,319,347,111,london
9040,count_vectorizer_5_gram,m_et_,283,350,92,london
9041,count_vectorizer_5_gram,itur_,280,337,116,london
9042,count_vectorizer_5_gram,_que_,263,260,92,zwickau
9043,count_vectorizer_5_gram,_quod,262,288,84,london
9044,count_vectorizer_5_gram,_mont,261,266,131,london
9045,count_vectorizer_5_gram,quod_,250,276,82,london
9046,count_vectorizer_5_gram,t_in_,238,252,85,london
9047,count_vectorizer_5_gram,_cont,234,290,119,london
9048,count_vectorizer_5_gram,iuita,234,263,102,london
9049,count_vectorizer_5_gram,_ciui,229,254,100,london
9050,count_vectorizer_5_gram,ciuit,229,254,100,london
9051,count_vectorizer_5_gram,_per_,224,258,65,london
9052,count_vectorizer_5_gram,sunt_,221,234,58,london
9053,count_vectorizer_5_gram,ntem_,209,236,122,london
9054,count_vectorizer_5_gram,_sunt,209,223,54,london
9055,count_vectorizer_5_gram,_leuc,209,217,128,london
9056,count_vectorizer_5_gram,contr,207,256,111,london
9057,count_vectorizer_5_gram,ontra,207,255,111,london
9058,count_vectorizer_5_gram,ntra_,205,256,113,london
9059,count_vectorizer_5_gram,_terr,201,194,62,zwickau
9060,count_vectorizer_5_gram,e_et_,186,220,68,london
9061,count_vectorizer_5_gram,orum_,183,190,73,london
9062,count_vectorizer_5_gram,m_in_,181,207,76,london
9063,count_vectorizer_5_gram,_qui_,180,208,54,london
9064,count_vectorizer_5_gram,sque_,171,191,63,london
9065,count_vectorizer_5_gram,_et_i,171,191,51,london
9066,count_vectorizer_5_gram,monte,163,175,71,london
9067,count_vectorizer_5_gram,usque,162,182,62,london
9068,count_vectorizer_5_gram,_non_,159,176,51,london
9069,count_vectorizer_5_gram,_usqu,159,179,59,london
9070,count_vectorizer_5_gram,uitat,159,189,50,london
9071,count_vectorizer_5_gram,terra,157,148,54,zwickau
9072,count_vectorizer_5_gram,_habe,153,154,34,london
9073,count_vectorizer_5_gram,a_et_,152,174,43,london
9074,count_vectorizer_5_gram,_et_s,150,157,42,london
9075,count_vectorizer_5_gram,entem,149,164,89,london
9076,count_vectorizer_5_gram,m_est,149,163,44,london
9077,count_vectorizer_5_gram,e_ad_,145,140,86,zwickau
9078,count_vectorizer_5_gram,_cum_,143,158,35,london
9079,count_vectorizer_5_gram,s_in_,143,177,58,london
9080,count_vectorizer_5_gram,_dici,142,172,51,london
9081,count_vectorizer_5_gram,itate,141,153,44,london
9082,count_vectorizer_5_gram,dicit,139,168,47,london
9083,count_vectorizer_5_gram,_ubi_,139,141,88,london
9084,count_vectorizer_5_gram,ntur_,137,145,38,london
9085,count_vectorizer_5_gram,um_et,137,173,36,london
9086,count_vectorizer_5_gram,_et_a,133,167,49,london
9087,count_vectorizer_5_gram,is_et,133,132,45,zwickau
9088,count_vectorizer_5_gram,t_et_,130,128,48,zwickau
9089,count_vectorizer_5_gram,_sed_,130,149,41,london
9090,count_vectorizer_5_gram,i_et_,129,133,38,london
9091,count_vectorizer_5_gram,erat_,128,155,57,london
9092,count_vectorizer_5_gram,et_in,127,124,36,zwickau
9093,count_vectorizer_5_gram,e_in_,126,135,35,london
9094,count_vectorizer_5_gram,citur,124,155,48,london
9095,count_vectorizer_5_gram,_et_p,123,137,32,london
9096,count_vectorizer_5_gram,atur_,123,146,41,london
9097,count_vectorizer_5_gram,inde_,121,108,51,zwickau
9098,count_vectorizer_5_gram,_et_e,120,144,37,london
9099,count_vectorizer_5_gram,s_est,120,131,34,london
9100,count_vectorizer_5_gram,trum_,120,130,55,london
9101,count_vectorizer_5_gram,leuca,120,129,105,london
9102,count_vectorizer_5_gram,icitu,120,153,46,london
9103,count_vectorizer_5_gram,quam_,118,122,46,london
9104,count_vectorizer_5_gram,_et_c,116,121,41,london
9105,count_vectorizer_5_gram,ntes_,114,125,30,london
9106,count_vectorizer_5_gram,_eius,112,132,48,london
9107,count_vectorizer_5_gram,que_a,112,113,44,london
9108,count_vectorizer_5_gram,us_et,111,111,31,zwickau
9109,count_vectorizer_5_gram,_et_d,110,109,44,zwickau
9110,count_vectorizer_5_gram,_in_l,109,119,36,london
9111,count_vectorizer_5_gram,erra_,109,98,33,zwickau
9112,count_vectorizer_5_gram,austr,106,123,59,london
9113,count_vectorizer_5_gram,orien,105,118,61,london
9114,count_vectorizer_5_gram,rient,104,120,61,london
9115,count_vectorizer_5_gram,um_es,104,125,30,london
9116,count_vectorizer_5_gram,_orie,104,118,63,london
9117,count_vectorizer_5_gram,tiam_,103,107,51,london
9118,count_vectorizer_5_gram,strum,103,119,53,london
9119,count_vectorizer_5_gram,um_qu,102,109,42,london
9120,count_vectorizer_5_gram,_omni,102,103,38,london
9121,count_vectorizer_5_gram,s_con,102,116,48,london
9122,count_vectorizer_5_gram,_erat,101,123,42,london
9123,count_vectorizer_5_gram,tibus,101,105,37,london
9124,count_vectorizer_5_gram,onte_,101,125,46,london
9125,count_vectorizer_5_gram,idem_,100,115,28,london
9126,count_vectorizer_5_gram,erunt,100,100,30,zwickau
9127,count_vectorizer_5_gram,in_qu,100,116,44,london
9128,count_vectorizer_5_gram,um_in,99,113,35,london
9129,count_vectorizer_5_gram,iente,99,115,49,london
9130,count_vectorizer_5_gram,_in_m,99,109,40,london
9131,count_vectorizer_5_gram,_inte,99,103,30,london
9132,count_vectorizer_5_gram,_in_q,99,115,43,london
9133,count_vectorizer_5_gram,ue_ad,99,103,41,london
9134,count_vectorizer_5_gram,_aust,99,119,58,london
9135,count_vectorizer_5_gram,_inde,98,70,38,zwickau
9136,count_vectorizer_5_gram,tamen,97,111,22,london
9137,count_vectorizer_5_gram,amen_,96,110,21,london
9138,count_vectorizer_5_gram,super,95,109,40,london
9139,count_vectorizer_5_gram,runt_,95,98,31,london
9140,count_vectorizer_5_gram,_tame,95,107,21,london
9141,count_vectorizer_5_gram,_quia,94,94,26,zwickau
9142,count_vectorizer_5_gram,quia_,94,94,26,zwickau
9143,count_vectorizer_5_gram,etiam,94,96,48,london
9144,count_vectorizer_5_gram,_mult,94,104,29,london
9145,count_vectorizer_5_gram,ntis_,93,88,61,zwickau
9146,count_vectorizer_5_gram,_in_e,93,117,24,london
9147,count_vectorizer_5_gram,rum_e,93,106,32,london
9148,count_vectorizer_5_gram,_etia,93,95,48,london
9149,count_vectorizer_5_gram,inter,93,100,27,london
9150,count_vectorizer_5_gram,eius_,93,113,37,london
9151,count_vectorizer_5_gram,utem_,93,112,37,london
9152,count_vectorizer_5_gram,fuit_,93,108,41,london
9153,count_vectorizer_5_gram,_ibi_,92,112,25,london
9154,count_vectorizer_5_gram,a_in_,92,98,40,london
9155,count_vectorizer_5_gram,mare_,92,119,37,london
9156,count_vectorizer_5_gram,_fuit,92,106,41,london
9157,count_vectorizer_5_gram,iter_,91,94,18,london
9158,count_vectorizer_5_gram,ident,91,98,40,london
9159,count_vectorizer_5_gram,autem,91,110,35,london
9160,count_vectorizer_5_gram,_domi,90,93,38,london
9161,count_vectorizer_5_gram,_mare,90,117,35,london
9162,count_vectorizer_5_gram,_aute,90,110,35,london
9163,count_vectorizer_5_gram,_mari,89,91,35,london
9164,count_vectorizer_5_gram,domin,89,92,36,london
9165,count_vectorizer_5_gram,_occi,88,89,42,london
9166,count_vectorizer_5_gram,_magn,88,104,33,london
9167,count_vectorizer_5_gram,onem_,86,110,34,london
9168,count_vectorizer_5_gram,_long,86,104,32,london
9169,count_vectorizer_5_gram,uero_,86,92,9,london
9170,count_vectorizer_5_gram,tur_i,86,107,25,london
9171,count_vectorizer_5_gram,_sicu,85,92,30,london
9172,count_vectorizer_5_gram,_uald,85,105,30,london
9173,count_vectorizer_5_gram,ualde,85,106,30,london
9174,count_vectorizer_5_gram,ucis_,84,79,14,zwickau
9175,count_vectorizer_5_gram,_uero,84,90,9,london
9176,count_vectorizer_5_gram,occid,84,86,40,london
9177,count_vectorizer_5_gram,itas_,84,84,55,zwickau
9178,count_vectorizer_5_gram,alde_,84,102,30,london
9179,count_vectorizer_5_gram,em_in,83,89,36,london
9180,count_vectorizer_5_gram,a_est,83,87,38,london
9181,count_vectorizer_5_gram,us_in,83,101,25,london
9182,count_vectorizer_5_gram,_part,83,104,30,london
9183,count_vectorizer_5_gram,atis_,83,110,26,london
9184,count_vectorizer_5_gram,tudin,83,97,27,london
9185,count_vectorizer_5_gram,illa_,82,63,18,zwickau
9186,count_vectorizer_5_gram,itudi,82,91,24,london
9187,count_vectorizer_5_gram,_in_t,81,80,25,zwickau
9188,count_vectorizer_5_gram,tra_a,81,107,44,london
9189,count_vectorizer_5_gram,is_qu,80,92,34,london
9190,count_vectorizer_5_gram,i_in_,80,81,22,london
9191,count_vectorizer_5_gram,monti,80,73,53,zwickau
9192,count_vectorizer_5_gram,uius_,80,94,35,london
9193,count_vectorizer_5_gram,_locu,80,107,35,london
9194,count_vectorizer_5_gram,sanct,79,93,24,london
9195,count_vectorizer_5_gram,_et_m,79,101,35,london
9196,count_vectorizer_5_gram,ccide,79,82,36,london
9197,count_vectorizer_5_gram,ciden,79,84,37,london
9198,count_vectorizer_5_gram,est_i,79,86,23,london
9199,count_vectorizer_5_gram,_sanc,78,93,24,london
9200,count_vectorizer_5_gram,_et_u,78,92,27,london
9201,count_vectorizer_5_gram,tate_,78,84,28,london
9202,count_vectorizer_5_gram,_temp,78,92,28,london
9203,count_vectorizer_5_gram,_port,78,89,47,london
9204,count_vectorizer_5_gram,t_de_,78,85,21,london
9205,count_vectorizer_5_gram,leuci,78,81,14,london
9206,count_vectorizer_5_gram,eucis,78,77,13,zwickau
9207,count_vectorizer_5_gram,_illa,77,49,12,zwickau
9208,count_vectorizer_5_gram,tur_e,77,98,26,london
9209,count_vectorizer_5_gram,uitas,77,75,52,zwickau
9210,count_vectorizer_5_gram,_uide,76,106,35,london
9211,count_vectorizer_5_gram,_in_p,76,67,36,zwickau
9212,count_vectorizer_5_gram,_dict,76,85,26,london
9213,count_vectorizer_5_gram,r_et_,75,95,34,london
9214,count_vectorizer_5_gram,_uall,75,72,29,zwickau
9215,count_vectorizer_5_gram,tum_e,75,94,20,london
9216,count_vectorizer_5_gram,am_et,74,85,28,london
9217,count_vectorizer_5_gram,_quam,73,74,35,london
9218,count_vectorizer_5_gram,ctum_,73,98,37,london
9219,count_vectorizer_5_gram,m_ad_,73,78,46,london
9220,count_vectorizer_5_gram,itati,73,102,22,london
9221,count_vectorizer_5_gram,_supe,73,79,33,london
9222,count_vectorizer_5_gram,auit_,72,73,35,london
9223,count_vectorizer_5_gram,ditur,72,84,31,london
9224,count_vectorizer_5_gram,dente,72,85,38,london
9225,count_vectorizer_5_gram,_in_c,72,87,24,london
9226,count_vectorizer_5_gram,is_co,72,71,18,zwickau
9227,count_vectorizer_5_gram,s_que,72,60,19,zwickau
9228,count_vectorizer_5_gram,_aqui,72,77,38,london
9229,count_vectorizer_5_gram,iuxta,72,89,27,london
9230,count_vectorizer_5_gram,uxta_,72,89,27,london
9231,count_vectorizer_5_gram,_et_t,71,65,24,zwickau
9232,count_vectorizer_5_gram,s_de_,71,76,44,london
9233,count_vectorizer_5_gram,m_de_,71,67,32,zwickau
9234,count_vectorizer_5_gram,ordan,71,77,37,london
9235,count_vectorizer_5_gram,_cast,71,78,31,london
9236,count_vectorizer_5_gram,_dist,71,63,27,zwickau
9237,count_vectorizer_5_gram,est_a,70,92,25,london
9238,count_vectorizer_5_gram,is_in,70,77,31,london
9239,count_vectorizer_5_gram,_beth,70,78,39,london
9240,count_vectorizer_5_gram,arum_,70,92,34,london
9241,count_vectorizer_5_gram,_nunc,70,90,30,london
9242,count_vectorizer_5_gram,nter_,70,76,17,london
9243,count_vectorizer_5_gram,porta,70,72,42,london
9244,count_vectorizer_5_gram,endit,70,83,35,london
9245,count_vectorizer_5_gram,ontis,70,61,47,zwickau
9246,count_vectorizer_5_gram,_iuxt,70,87,26,london
9247,count_vectorizer_5_gram,unt_i,70,78,16,london
9248,count_vectorizer_5_gram,liter,69,65,12,zwickau
9249,count_vectorizer_5_gram,iorda,69,76,25,london
9250,count_vectorizer_5_gram,_quo_,69,92,28,london
9251,count_vectorizer_5_gram,us_qu,68,74,24,london
9252,count_vectorizer_5_gram,clesi,68,93,20,london
9253,count_vectorizer_5_gram,alem_,68,62,34,zwickau
9254,count_vectorizer_5_gram,itus_,68,76,26,london
9255,count_vectorizer_5_gram,habet,68,69,14,london
9256,count_vectorizer_5_gram,am_in,67,73,24,london
9257,count_vectorizer_5_gram,eccle,67,93,20,london
9258,count_vectorizer_5_gram,ccles,67,93,20,london
9259,count_vectorizer_5_gram,_uel_,67,63,27,zwickau
9260,count_vectorizer_5_gram,pella,67,75,20,london
9261,count_vectorizer_5_gram,_fili,67,70,21,london
9262,count_vectorizer_5_gram,udine,67,79,21,london
9263,count_vectorizer_5_gram,a_que,66,80,24,london
9264,count_vectorizer_5_gram,es_et,66,61,21,zwickau
9265,count_vectorizer_5_gram,_chri,66,69,19,london
9266,count_vectorizer_5_gram,chris,66,69,19,london
9267,count_vectorizer_5_gram,m_qui,66,60,20,zwickau
9268,count_vectorizer_5_gram,_in_i,66,60,25,zwickau
9269,count_vectorizer_5_gram,_loco,66,88,27,london
9270,count_vectorizer_5_gram,llis_,66,56,21,zwickau
9271,count_vectorizer_5_gram,habit,66,65,13,zwickau
9272,count_vectorizer_5_gram,_iord,66,74,25,london
9273,count_vectorizer_5_gram,castr,66,67,23,london
9274,count_vectorizer_5_gram,ustru,66,78,39,london
9275,count_vectorizer_5_gram,_supr,66,76,16,london
9276,count_vectorizer_5_gram,_simi,66,69,6,london
9277,count_vectorizer_5_gram,simil,66,69,6,london
9278,count_vectorizer_5_gram,s_qui,65,83,30,london
9279,count_vectorizer_5_gram,hrist,65,69,19,london
9280,count_vectorizer_5_gram,_eccl,65,92,19,london
9281,count_vectorizer_5_gram,_sub_,65,69,29,london
9282,count_vectorizer_5_gram,nunc_,65,77,30,london
9283,count_vectorizer_5_gram,_et_h,65,65,16,zwickau
9284,count_vectorizer_5_gram,est_c,65,76,20,london
9285,count_vectorizer_5_gram,dista,65,54,20,zwickau
9286,count_vectorizer_5_gram,supra,65,78,16,london
9287,count_vectorizer_5_gram,siue_,65,53,24,zwickau
9288,count_vectorizer_5_gram,em_et,64,83,25,london
9289,count_vectorizer_5_gram,_ista,64,101,30,london
9290,count_vectorizer_5_gram,_esse,64,69,13,london
9291,count_vectorizer_5_gram,unt_e,64,63,18,zwickau
9292,count_vectorizer_5_gram,aquil,64,68,35,london
9293,count_vectorizer_5_gram,quilo,64,68,35,london
9294,count_vectorizer_5_gram,tra_o,64,83,39,london
9295,count_vectorizer_5_gram,antur,63,64,20,london
9296,count_vectorizer_5_gram,abita,63,64,12,london
9297,count_vectorizer_5_gram,_regi,63,67,19,london
9298,count_vectorizer_5_gram,uilon,63,68,35,london
9299,count_vectorizer_5_gram,_siue,63,51,24,zwickau
9300,count_vectorizer_5_gram,_plur,62,64,10,london
9301,count_vectorizer_5_gram,mons_,62,81,32,london
9302,count_vectorizer_5_gram,sicud,62,6,0,zwickau
9303,count_vectorizer_5_gram,trans,61,55,17,zwickau
9304,count_vectorizer_5_gram,us_es,61,69,19,london
9305,count_vectorizer_5_gram,haben,61,59,16,zwickau
9306,count_vectorizer_5_gram,uper_,61,75,21,london
9307,count_vectorizer_5_gram,_circ,61,70,25,london
9308,count_vectorizer_5_gram,ucas_,61,66,78,breslau
9309,count_vectorizer_5_gram,icud_,61,6,0,zwickau
9310,count_vectorizer_5_gram,nibus,60,69,19,london
9311,count_vectorizer_5_gram,ontem,60,67,25,london
9312,count_vectorizer_5_gram,entes,60,73,14,london
9313,count_vectorizer_5_gram,tus_e,60,67,24,london
9314,count_vectorizer_5_gram,_qua_,60,67,30,london
9315,count_vectorizer_5_gram,_habi,60,61,11,london
9316,count_vectorizer_5_gram,eucas,60,67,78,breslau
9317,count_vectorizer_5_gram,e_est,60,76,20,london
9318,count_vectorizer_5_gram,abet_,60,64,10,london
9319,count_vectorizer_5_gram,ilite,59,57,7,zwickau
9320,count_vectorizer_5_gram,s_ill,59,43,15,zwickau
9321,count_vectorizer_5_gram,_enim,59,66,21,london
9322,count_vectorizer_5_gram,enim_,59,66,21,london
9323,count_vectorizer_5_gram,sarra,59,54,11,zwickau
9324,count_vectorizer_5_gram,racen,59,55,11,zwickau
9325,count_vectorizer_5_gram,e_mon,59,57,40,zwickau
9326,count_vectorizer_5_gram,_uidi,59,67,19,london
9327,count_vectorizer_5_gram,_sita,59,62,31,london
9328,count_vectorizer_5_gram,parte,59,68,21,london
9329,count_vectorizer_5_gram,tatis,59,85,23,london
9330,count_vectorizer_5_gram,untur,59,63,16,london
9331,count_vectorizer_5_gram,imili,59,59,6,zwickau
9332,count_vectorizer_5_gram,loco_,59,81,25,london
9333,count_vectorizer_5_gram,tur_a,58,69,21,london
9334,count_vectorizer_5_gram,ntibu,58,61,26,london
9335,count_vectorizer_5_gram,onis_,58,81,31,london
9336,count_vectorizer_5_gram,et_de,58,60,25,london
9337,count_vectorizer_5_gram,nt_in,58,66,21,london
9338,count_vectorizer_5_gram,_sarr,58,52,10,zwickau
9339,count_vectorizer_5_gram,arrac,58,54,11,zwickau
9340,count_vectorizer_5_gram,rrace,58,54,11,zwickau
9341,count_vectorizer_5_gram,sita_,58,65,32,london
9342,count_vectorizer_5_gram,que_e,57,63,25,london
9343,count_vectorizer_5_gram,_post,57,55,21,zwickau
9344,count_vectorizer_5_gram,_gali,57,52,34,zwickau
9345,count_vectorizer_5_gram,galil,57,52,34,zwickau
9346,count_vectorizer_5_gram,alile,57,52,34,zwickau
9347,count_vectorizer_5_gram,_quan,57,82,15,london
9348,count_vectorizer_5_gram,uibus,57,59,18,london
9349,count_vectorizer_5_gram,m_quo,57,57,25,zwickau
9350,count_vectorizer_5_gram,ur_in,57,61,19,london
9351,count_vectorizer_5_gram,_mons,57,78,33,london
9352,count_vectorizer_5_gram,rant_,56,53,15,zwickau
9353,count_vectorizer_5_gram,erusa,56,56,31,zwickau
9354,count_vectorizer_5_gram,salem,56,55,30,zwickau
9355,count_vectorizer_5_gram,m_que,56,64,22,london
9356,count_vectorizer_5_gram,t_est,56,65,19,london
9357,count_vectorizer_5_gram,upra_,56,70,16,london
9358,count_vectorizer_5_gram,risti,55,55,14,zwickau
9359,count_vectorizer_5_gram,um_de,55,57,20,london
9360,count_vectorizer_5_gram,st_in,55,60,17,london
9361,count_vectorizer_5_gram,usale,55,54,31,zwickau
9362,count_vectorizer_5_gram,omini,55,57,10,london
9363,count_vectorizer_5_gram,bus_e,55,52,12,zwickau
9364,count_vectorizer_5_gram,atem_,55,65,16,london
9365,count_vectorizer_5_gram,inis_,55,55,19,zwickau
9366,count_vectorizer_5_gram,r_in_,55,66,27,london
9367,count_vectorizer_5_gram,atus_,55,60,22,london
9368,count_vectorizer_5_gram,nt_et,55,52,14,zwickau
9369,count_vectorizer_5_gram,it_in,55,59,21,london
9370,count_vectorizer_5_gram,_fere,55,80,32,london
9371,count_vectorizer_5_gram,est_s,55,68,20,london
9372,count_vectorizer_5_gram,_mili,55,52,21,zwickau
9373,count_vectorizer_5_gram,n_et_,55,54,22,zwickau
9374,count_vectorizer_5_gram,itum_,55,60,16,london
9375,count_vectorizer_5_gram,rusal,54,55,31,london
9376,count_vectorizer_5_gram,ta_qu,54,63,15,london
9377,count_vectorizer_5_gram,que_d,54,61,18,london
9378,count_vectorizer_5_gram,tatem,54,63,16,london
9379,count_vectorizer_5_gram,m_per,54,75,16,london
9380,count_vectorizer_5_gram,issim,54,52,36,zwickau
9381,count_vectorizer_5_gram,de_qu,54,66,28,london
9382,count_vectorizer_5_gram,_ad_m,54,63,15,london
9383,count_vectorizer_5_gram,_dice,54,66,15,london
9384,count_vectorizer_5_gram,fere_,54,79,32,london
9385,count_vectorizer_5_gram,a_ciu,54,47,23,zwickau
9386,count_vectorizer_5_gram,_tran,53,48,14,zwickau
9387,count_vectorizer_5_gram,_pro_,53,63,7,london
9388,count_vectorizer_5_gram,_et_f,53,60,17,london
9389,count_vectorizer_5_gram,_appe,53,60,12,london
9390,count_vectorizer_5_gram,appel,53,60,12,london
9391,count_vectorizer_5_gram,ppell,53,61,12,london
9392,count_vectorizer_5_gram,milit,53,58,6,london
9393,count_vectorizer_5_gram,_nec_,53,56,15,london
9394,count_vectorizer_5_gram,am_qu,52,63,15,london
9395,count_vectorizer_5_gram,sepul,52,68,21,london
9396,count_vectorizer_5_gram,pulcr,52,8,9,zwickau
9397,count_vectorizer_5_gram,ribus,52,65,21,london
9398,count_vectorizer_5_gram,tur_p,52,55,14,london
9399,count_vectorizer_5_gram,_secu,52,53,18,london
9400,count_vectorizer_5_gram,aris_,52,51,27,zwickau
9401,count_vectorizer_5_gram,ista_,52,82,27,london
9402,count_vectorizer_5_gram,_aliq,52,58,18,london
9403,count_vectorizer_5_gram,aliqu,52,58,18,london
9404,count_vectorizer_5_gram,nditu,52,56,23,london
9405,count_vectorizer_5_gram,_pede,51,48,29,zwickau
9406,count_vectorizer_5_gram,que_i,51,57,23,london
9407,count_vectorizer_5_gram,ta_es,51,52,30,london
9408,count_vectorizer_5_gram,uidi_,51,54,15,london
9409,count_vectorizer_5_gram,arte_,51,55,20,london
9410,count_vectorizer_5_gram,batur,51,59,18,london
9411,count_vectorizer_5_gram,ilone,51,57,26,london
9412,count_vectorizer_5_gram,dine_,51,52,9,london
9413,count_vectorizer_5_gram,n_quo,51,68,21,london
9414,count_vectorizer_5_gram,erant,50,47,15,zwickau
9415,count_vectorizer_5_gram,_egip,50,46,6,zwickau
9416,count_vectorizer_5_gram,o_et_,50,68,16,london
9417,count_vectorizer_5_gram,_sepu,50,67,21,london
9418,count_vectorizer_5_gram,s_qua,50,50,22,zwickau
9419,count_vectorizer_5_gram,_eam_,50,59,18,london
9420,count_vectorizer_5_gram,scend,50,63,26,london
9421,count_vectorizer_5_gram,_tota,50,63,19,london
9422,count_vectorizer_5_gram,_ipsa,50,52,19,london
9423,count_vectorizer_5_gram,quibu,50,51,16,london
9424,count_vectorizer_5_gram,ngitu,50,57,13,london
9425,count_vectorizer_5_gram,e_quo,50,70,25,london
9426,count_vectorizer_5_gram,t_mon,50,68,21,london
9427,count_vectorizer_5_gram,milia,50,42,14,zwickau
9428,count_vectorizer_5_gram,_in_s,49,57,21,london
9429,count_vectorizer_5_gram,tem_e,49,65,21,london
9430,count_vectorizer_5_gram,_ueni,49,69,16,london
9431,count_vectorizer_5_gram,_illu,49,60,16,london
9432,count_vectorizer_5_gram,_poss,49,52,18,london
9433,count_vectorizer_5_gram,titud,49,52,18,london
9434,count_vectorizer_5_gram,aceni,49,42,9,zwickau
9435,count_vectorizer_5_gram,_in_a,49,49,21,zwickau
9436,count_vectorizer_5_gram,ibide,49,55,14,london
9437,count_vectorizer_5_gram,bidem,49,55,14,london
9438,count_vectorizer_5_gram,anis_,49,56,21,london
9439,count_vectorizer_5_gram,a_ori,49,55,29,london
9440,count_vectorizer_5_gram,_de_i,49,43,26,zwickau
9441,count_vectorizer_5_gram,egipt,48,45,6,zwickau
9442,count_vectorizer_5_gram,_intr,48,50,8,london
9443,count_vectorizer_5_gram,erum_,48,53,11,london
9444,count_vectorizer_5_gram,in_mo,48,57,16,london
9445,count_vectorizer_5_gram,a_mar,48,66,8,london
9446,count_vectorizer_5_gram,inus_,48,64,24,london
9447,count_vectorizer_5_gram,ctus_,48,57,15,london
9448,count_vectorizer_5_gram,t_ter,48,44,12,zwickau
9449,count_vectorizer_5_gram,m_hab,48,54,8,london
9450,count_vectorizer_5_gram,ur_et,48,60,19,london
9451,count_vectorizer_5_gram,_et_o,48,47,14,zwickau
9452,count_vectorizer_5_gram,ente_,48,57,19,london
9453,count_vectorizer_5_gram,stat_,48,38,16,zwickau
9454,count_vectorizer_5_gram,_prop,47,72,16,london
9455,count_vectorizer_5_gram,_lapi,47,64,20,london
9456,count_vectorizer_5_gram,_hec_,47,47,30,zwickau
9457,count_vectorizer_5_gram,e_que,47,48,12,london
9458,count_vectorizer_5_gram,_et_l,47,55,20,london
9459,count_vectorizer_5_gram,_quib,47,47,14,zwickau
9460,count_vectorizer_5_gram,e_per,47,53,13,london
9461,count_vectorizer_5_gram,tendi,47,46,21,zwickau
9462,count_vectorizer_5_gram,_in_u,47,55,12,london
9463,count_vectorizer_5_gram,_ibid,47,54,14,london
9464,count_vectorizer_5_gram,_edif,47,42,14,zwickau
9465,count_vectorizer_5_gram,edifi,47,42,14,zwickau
9466,count_vectorizer_5_gram,dific,47,42,14,zwickau
9467,count_vectorizer_5_gram,ra_au,47,64,29,london
9468,count_vectorizer_5_gram,a_quo,46,42,17,zwickau
9469,count_vectorizer_5_gram,s_ad_,46,45,23,zwickau
9470,count_vectorizer_5_gram,isse_,46,61,13,london
9471,count_vectorizer_5_gram,t_ad_,46,47,24,london
9472,count_vectorizer_5_gram,_de_q,46,54,25,london
9473,count_vectorizer_5_gram,_aqua,46,54,24,london
9474,count_vectorizer_5_gram,ocus_,46,62,25,london
9475,count_vectorizer_5_gram,ominu,46,48,23,london
9476,count_vectorizer_5_gram,cium_,46,43,12,zwickau
9477,count_vectorizer_5_gram,ra_or,46,54,28,london
9478,count_vectorizer_5_gram,t_aut,46,49,16,london
9479,count_vectorizer_5_gram,tis_e,46,45,20,zwickau
9480,count_vectorizer_5_gram,e_con,45,46,29,london
9481,count_vectorizer_5_gram,_ante,45,55,7,london
9482,count_vectorizer_5_gram,tem_i,45,50,25,london
9483,count_vectorizer_5_gram,nis_e,45,50,17,london
9484,count_vectorizer_5_gram,minus,45,56,24,london
9485,count_vectorizer_5_gram,ione_,45,48,22,london
9486,count_vectorizer_5_gram,i_qui,45,46,13,london
9487,count_vectorizer_5_gram,_pote,45,52,12,london
9488,count_vectorizer_5_gram,_ab_a,45,45,27,zwickau
9489,count_vectorizer_5_gram,diceb,45,47,12,london
9490,count_vectorizer_5_gram,iceba,45,47,11,london
9491,count_vectorizer_5_gram,locus,45,61,25,london
9492,count_vectorizer_5_gram,et_es,45,57,17,london
9493,count_vectorizer_5_gram,t_qui,45,48,15,london
9494,count_vectorizer_5_gram,ille_,45,28,10,zwickau
9495,count_vectorizer_5_gram,est_u,45,50,12,london
9496,count_vectorizer_5_gram,stian,44,44,9,zwickau
9497,count_vectorizer_5_gram,lius_,44,57,19,london
9498,count_vectorizer_5_gram,ndum_,44,59,14,london
9499,count_vectorizer_5_gram,n_mon,44,51,19,london
9500,count_vectorizer_5_gram,et_si,44,44,12,zwickau
9501,count_vectorizer_5_gram,_ita_,44,52,22,london
9502,count_vectorizer_5_gram,_alia,44,46,16,london
9503,count_vectorizer_5_gram,secun,44,51,17,london
9504,count_vectorizer_5_gram,esse_,44,43,9,zwickau
9505,count_vectorizer_5_gram,ntum_,44,61,8,london
9506,count_vectorizer_5_gram,_faci,44,44,6,zwickau
9507,count_vectorizer_5_gram,t_ab_,44,42,16,zwickau
9508,count_vectorizer_5_gram,cuius,44,46,17,london
9509,count_vectorizer_5_gram,dicta,44,39,14,zwickau
9510,count_vectorizer_5_gram,istat,44,34,14,zwickau
9511,count_vectorizer_5_gram,a_aus,44,64,28,london
9512,count_vectorizer_5_gram,t_ibi,44,51,10,london
9513,count_vectorizer_5_gram,t_dic,43,71,20,london
9514,count_vectorizer_5_gram,istia,43,43,9,zwickau
9515,count_vectorizer_5_gram,tem_s,43,48,23,london
9516,count_vectorizer_5_gram,ue_in,43,41,15,zwickau
9517,count_vectorizer_5_gram,e_qui,43,45,10,london
9518,count_vectorizer_5_gram,tribu,43,64,17,london
