,feature_name,word,zwickau,london,version with higher score
52172,count_vectorizer_6_gram,a_sunt,31,30,zwickau
52173,count_vectorizer_6_gram,m_per_,31,51,london
52174,count_vectorizer_6_gram,s_et_a,31,34,london
52175,count_vectorizer_6_gram,omini_,31,27,zwickau
52176,count_vectorizer_6_gram,i_est_,31,39,london
52177,count_vectorizer_6_gram,_in_ea,31,38,london
52178,count_vectorizer_6_gram,difica,31,28,zwickau
52179,count_vectorizer_6_gram,torren,31,37,london
52180,count_vectorizer_6_gram,um_ad_,31,26,zwickau
52181,count_vectorizer_6_gram,otest_,31,35,london
52182,count_vectorizer_6_gram,_ducit,31,26,zwickau
52183,count_vectorizer_6_gram,_dauid,31,34,london
52184,count_vectorizer_6_gram,re_et_,30,26,zwickau
52185,count_vectorizer_6_gram,_et_ma,30,42,london
52186,count_vectorizer_6_gram,habens,30,28,zwickau
52187,count_vectorizer_6_gram,_nisi_,30,41,london
52188,count_vectorizer_6_gram,tus_es,30,33,london
52189,count_vectorizer_6_gram,montes,30,23,zwickau
52190,count_vectorizer_6_gram,de_et_,30,37,london
52191,count_vectorizer_6_gram,_est_d,30,35,london
52192,count_vectorizer_6_gram,in_ea_,30,36,london
52193,count_vectorizer_6_gram,abitan,30,24,zwickau
52194,count_vectorizer_6_gram,_filii,30,29,zwickau
52195,count_vectorizer_6_gram,a_illa,30,19,zwickau
52196,count_vectorizer_6_gram,e_sunt,30,40,london
52197,count_vectorizer_6_gram,_2_leu,30,57,london
52198,count_vectorizer_6_gram,2_leuc,30,58,london
52199,count_vectorizer_6_gram,_ierus,30,39,london
52200,count_vectorizer_6_gram,ierusa,30,39,london
52201,count_vectorizer_6_gram,o_loco,30,25,zwickau
52202,count_vectorizer_6_gram,incipi,29,28,zwickau
52203,count_vectorizer_6_gram,_antiq,29,29,equal
52204,count_vectorizer_6_gram,antiqu,29,29,equal
52205,count_vectorizer_6_gram,_ante_,29,40,london
52206,count_vectorizer_6_gram,abens_,29,28,zwickau
52207,count_vectorizer_6_gram,_et_al,29,27,zwickau
52208,count_vectorizer_6_gram,t_in_l,29,33,london
52209,count_vectorizer_6_gram,erra_i,29,21,zwickau
52210,count_vectorizer_6_gram,i_qui_,29,28,zwickau
52211,count_vectorizer_6_gram,m_habe,29,31,london
52212,count_vectorizer_6_gram,iorum_,29,28,zwickau
52213,count_vectorizer_6_gram,entali,29,29,equal
52214,count_vectorizer_6_gram,ta_et_,29,40,london
52215,count_vectorizer_6_gram,que_es,29,36,london
52216,count_vectorizer_6_gram,ue_est,29,37,london
52217,count_vectorizer_6_gram,c_est_,29,28,zwickau
52218,count_vectorizer_6_gram,_qui_e,29,39,london
52219,count_vectorizer_6_gram,as_et_,29,32,london
52220,count_vectorizer_6_gram,itur_a,29,37,london
52221,count_vectorizer_6_gram,_mihi_,29,34,london
52222,count_vectorizer_6_gram,danem_,29,29,equal
52223,count_vectorizer_6_gram,_torre,29,37,london
