original_word,variants,variants_count
ramaca,"[('ramata', 1), ('ramac', 1)]",2
cene,"[('cenes', 1), ('bene', 1), ('cena', 1), ('cede', 1), ('cepe', 1)]",5
iesum,"[('iesu', 1), ('ipsum', 1), ('iesus', 1)]",3
contingit,"[('contigit', 1)]",1
occurreret,"[('occurrere', 1)]",1
cacumen,"[('acumen', 1)]",1
magnos,"[('magnus', 1), ('magnas', 1), ('magno', 1), ('magnis', 1)]",4
auibus,"[('ouibus', 1), ('nauibus', 1), ('quibus', 1)]",3
sanguinem,"[('sanguine', 1), ('sanguineo', 1)]",2
generis,"[('ueneris', 1), ('genesis', 1)]",2
heresibus,"[('heredibus', 1)]",1
poterunt,"[('poterant', 1)]",1
tartari,"[('tartaro', 1), ('tartaris', 1)]",2
dulces,"[('dulcem', 1), ('dulcis', 1), ('duces', 1)]",3
serpentis,"[('serpentes', 1)]",1
abbatem,"[('abbates', 1)]",1
uenit,"[('ueni', 1), ('ueniat', 1)]",2
ueteres,"[('ueteris', 1), ('ueterem', 1)]",2
pilistum,"[('pilisteum', 1)]",1
finis,"[('fines', 1)]",1
careat,"[('caret', 1)]",1
tradentem,"[('tradente', 1)]",1
pedes,"[('pede', 1), ('cedes', 1), ('sedes', 1), ('pedem', 1)]",4
occidit,"[('occidi', 1), ('accidit', 1)]",2
spelunca,"[('spelunce', 1), ('speluncam', 1)]",2
antiocia,"[('antiociam', 1)]",1
negocii,"[('negociis', 1)]",1
tarsum,"[('torsum', 1)]",1
plurimos,"[('plurimas', 1)]",1
modicis,"[('modicas', 1), ('modicus', 1)]",2
bononiam,"[('bononia', 1)]",1
ipsorum,"[('ipsarum', 1)]",1
campus,"[('campis', 1), ('campum', 1), ('campos', 1)]",3
sopet,"[('sepet', 1), ('topet', 1)]",2
distant,"[('distante', 1), ('distans', 1), ('distent', 1), ('distat', 1)]",4
inmeabilis,"[('imeabilis', 1)]",1
greci,"[('grecis', 1), ('grece', 1)]",2
cito,"[('scito', 1)]",1
tabule,"[('tabula', 1)]",1
botros,"[('botrus', 1)]",1
secunda,"[('secundam', 1), ('secunde', 1), ('secundu', 1)]",3
rigatur,"[('rigantur', 1)]",1
maria,"[('marina', 1), ('maris', 1), ('marie', 1), ('marta', 1), ('moria', 1), ('mariam', 1), ('mari', 1)]",7
demissa,"[('dimissa', 1)]",1
constracta,"[('contracta', 1), ('constructa', 1)]",2
mameria,"[('materia', 1), ('mameriam', 1)]",2
rupis,"[('rupes', 1), ('rupi', 1)]",2
ducebat,"[('ducebant', 1)]",1
istis,"[('isti', 1), ('istas', 1), ('istos', 1)]",3
propete,"[('propeta', 1)]",1
asinus,"[('sinus', 1), ('asinum', 1)]",2
opidum,"[('oppidum', 1)]",1
patriarca,"[('patriarce', 1)]",1
puteum,"[('puteus', 1)]",1
patre,"[('matre', 1), ('patrem', 1), ('petre', 1), ('patres', 1)]",4
album,"[('albam', 1), ('alium', 1), ('altum', 1)]",3
agro,"[('agros', 1), ('agri', 1), ('auro', 1)]",3
india,"[('indi', 1), ('indiam', 1)]",2
calamelis,"[('calamelas', 1)]",1
regio,"[('regno', 1), ('regia', 1), ('legio', 1), ('regi', 1), ('regis', 1), ('regie', 1)]",6
reliquo,"[('reliqui', 1), ('reliquos', 1)]",2
poterit,"[('poterat', 1), ('poteris', 1)]",2
filie,"[('filia', 1), ('filio', 1), ('filii', 1)]",3
scribit,"[('scribi', 1)]",1
exeuntem,"[('exeuntes', 1)]",1
iordane,"[('iordanem', 1)]",1
ducet,"[('duces', 1), ('decet', 1), ('ducent', 1), ('ducit', 1)]",4
militem,"[('milites', 1)]",1
uidetur,"[('uidentur', 1), ('uideatur', 1)]",2
penicie,"[('penice', 1), ('penicis', 1)]",2
pascua,"[('pasca', 1)]",1
beati,"[('beate', 1), ('beata', 1)]",2
uideri,"[('uiderim', 1), ('uidere', 1)]",2
caipa,"[('caipam', 1), ('caipas', 1), ('caipe', 1)]",3
prius,"[('primus', 1)]",1
sententia,"[('sententiam', 1)]",1
pannos,"[('annos', 1), ('panno', 1)]",2
nodi,"[('noui', 1)]",1
torsum,"[('dorsum', 1), ('tarsum', 1), ('morsum', 1)]",3
galea,"[('galee', 1)]",1
orem,"[('morem', 1), ('erem', 1), ('ore', 1)]",3
planam,"[('plagam', 1), ('plana', 1)]",2
longitudine,"[('longitudinem', 1)]",1
suficeret,"[('suficere', 1), ('sufeceret', 1)]",2
partia,"[('parti', 1), ('partis', 1), ('partim', 1)]",3
satis,"[('sitis', 1), ('salis', 1), ('datis', 1)]",3
capti,"[('capta', 1), ('capiti', 1), ('apti', 1)]",3
duorum,"[('duarum', 1), ('quorum', 1)]",2
factus,"[('factum', 1), ('iactus', 1), ('sactus', 1), ('factos', 1)]",4
helius,"[('elius', 1), ('melius', 1), ('helias', 1)]",3
principio,"[('principis', 1)]",1
iopen,"[('ioppen', 1), ('iopes', 1)]",2
nominata,"[('nominatam', 1)]",1
prior,"[('priore', 1)]",1
lipparis,"[('lippari', 1)]",1
propetas,"[('propeta', 1), ('propetam', 1)]",2
filio,"[('filia', 1), ('filie', 1), ('folio', 1), ('filios', 1), ('filii', 1)]",5
habitant,"[('habitat', 1), ('habitans', 1)]",2
regiam,"[('regia', 1), ('regium', 1)]",2
fortibus,"[('fontibus', 1)]",1
turre,"[('turri', 1), ('turrem', 1), ('turres', 1), ('terre', 1), ('turpe', 1)]",5
ceteros,"[('cetero', 1), ('ceteris', 1)]",2
tria,"[('atria', 1)]",1
fine,"[('finem', 1), ('fide', 1), ('fines', 1)]",3
macumeti,"[('macumet', 1)]",1
descriptione,"[('descriptionem', 1)]",1
asoto,"[('asoti', 1)]",1
poete,"[('porte', 1)]",1
lonas,"[('ionas', 1), ('bonas', 1)]",2
amaceum,"[('amateum', 1)]",1
sententiam,"[('sententia', 1)]",1
spatiosis,"[('spatiosus', 1), ('spetiosis', 1)]",2
inferius,"[('interius', 1)]",1
quadragesima,"[('quadragesimam', 1)]",1
inmundi,"[('inmundis', 1), ('inmundo', 1)]",2
oratione,"[('orationem', 1)]",1
seon,"[('sion', 1)]",1
sufeceret,"[('suficeret', 1)]",1
ioppen,"[('ioppem', 1), ('iopen', 1), ('ioppe', 1)]",3
boni,"[('bona', 1), ('bone', 1), ('boeni', 1), ('poni', 1), ('bonis', 1)]",5
eufraten,"[('eufrate', 1), ('eufratem', 1)]",2
ieselic,"[('ieselico', 1)]",1
ieremias,"[('ieremia', 1)]",1
pauli,"[('paulo', 1), ('pauci', 1), ('paule', 1)]",3
pectus,"[('sectus', 1), ('lectus', 1)]",2
posuit,"[('possit', 1), ('posui', 1), ('potuit', 1)]",3
fossam,"[('fossa', 1)]",1
accidit,"[('occidit', 1), ('accedit', 1)]",2
multum,"[('mltum', 1), ('multus', 1)]",2
propetiam,"[('propetam', 1)]",1
nauigari,"[('nauigaui', 1), ('nauigare', 1)]",2
ipsas,"[('ipsa', 1), ('ipsos', 1), ('ipsis', 1), ('ipsam', 1)]",4
partem,"[('artem', 1), ('partes', 1), ('partim', 1), ('parte', 1)]",4
perseo,"[('perse', 1)]",1
maron,"[('mahon', 1), ('aaron', 1), ('saron', 1)]",3
numero,"[('numeri', 1)]",1
oppidum,"[('opidum', 1)]",1
gentis,"[('gentes', 1), ('mentis', 1), ('uentis', 1)]",3
iohannem,"[('iohannes', 1)]",1
longa,"[('longe', 1), ('longo', 1), ('longi', 1)]",3
predicans,"[('predicant', 1)]",1
formam,"[('firmam', 1)]",1
iudit,"[('iudin', 1)]",1
boeni,"[('boni', 1)]",1
uxorem,"[('uxores', 1), ('uxore', 1)]",2
appelantur,"[('appelatur', 1)]",1
talia,"[('alia', 1), ('talis', 1)]",2
superiore,"[('superiores', 1), ('superiori', 1), ('superiorem', 1), ('superior', 1)]",4
sale,"[('sal', 1), ('uale', 1), ('salem', 1), ('tale', 1)]",4
huic,"[('hic', 1), ('hunc', 1)]",2
campi,"[('campis', 1), ('campo', 1)]",2
unus,"[('ulus', 1), ('onus', 1), ('unum', 1), ('unius', 1)]",4
tecua,"[('tecue', 1), ('tecum', 1), ('tecuam', 1), ('tecta', 1)]",4
tebe,"[('tebes', 1)]",1
accedit,"[('accidit', 1), ('accepit', 1)]",2
manuali,"[('manualis', 1)]",1
circumdata,"[('circumdat', 1), ('circumdati', 1)]",2
ualide,"[('ualido', 1), ('ualde', 1)]",2
tripoli,"[('tripolis', 1), ('tripolim', 1)]",2
idola,"[('idolo', 1)]",1
poterat,"[('poterit', 1), ('poterant', 1)]",2
boues,"[('oues', 1), ('boue', 1)]",2
tapnis,"[('tapnim', 1)]",1
missas,"[('missa', 1), ('missus', 1), ('missam', 1)]",3
curiam,"[('curia', 1)]",1
uadam,"[('adam', 1), ('quadam', 1), ('uadum', 1), ('uadat', 1)]",4
exeuntes,"[('exeuntem', 1)]",1
ilic,"[('iluc', 1), ('ilis', 1), ('ili', 1), ('ilice', 1)]",4
aran,"[('faran', 1), ('aram', 1), ('paran', 1)]",3
samarie,"[('sacarie', 1), ('samaria', 1)]",2
quas,"[('quos', 1), ('quam', 1), ('aquas', 1), ('quasi', 1), ('qua', 1), ('quis', 1), ('duas', 1), ('suas', 1)]",8
sortis,"[('fortis', 1), ('portis', 1), ('ortis', 1)]",3
iosepum,"[('iosepus', 1)]",1
leucas,"[('leucis', 1), ('laucas', 1), ('leuca', 1), ('lucas', 1), ('leucam', 1)]",5
habitum,"[('habitu', 1)]",1
datis,"[('satis', 1), ('datus', 1)]",2
patrum,"[('parum', 1), ('patrem', 1), ('petrum', 1)]",3
mons,"[('fons', 1)]",1
longitudinem,"[('longitudine', 1)]",1
natatorie,"[('natatoria', 1)]",1
nuli,"[('tuli', 1), ('nula', 1), ('nili', 1), ('nulo', 1)]",4
legi,"[('lege', 1), ('legio', 1), ('legis', 1), ('regi', 1), ('elegi', 1), ('legit', 1)]",6
cela,"[('pela', 1), ('cena', 1), ('celo', 1), ('celi', 1), ('cera', 1)]",5
helia,"[('helias', 1), ('helie', 1)]",2
lecti,"[('tecti', 1)]",1
primus,"[('prius', 1), ('primum', 1)]",2
genuit,"[('tenuit', 1)]",1
alia,"[('talia', 1), ('alias', 1), ('aliam', 1), ('alta', 1), ('alie', 1), ('alii', 1), ('alio', 1), ('lia', 1)]",8
urbs,"[('urbi', 1), ('urbis', 1)]",2
maximas,"[('maximis', 1), ('maximus', 1), ('maxima', 1)]",3
scito,"[('cito', 1)]",1
ouibus,"[('auibus', 1), ('quibus', 1)]",2
sineim,"[('sinoim', 1), ('sineum', 1)]",2
iamniam,"[('iamnia', 1), ('iamnam', 1)]",2
presepio,"[('presepis', 1)]",1
eiusdem,"[('eisdem', 1)]",1
quarentene,"[('quarentena', 1), ('quarentone', 1)]",2
siriam,"[('siria', 1)]",1
oppido,"[('oppidi', 1)]",1
arecium,"[('precium', 1)]",1
anno,"[('anni', 1), ('annos', 1), ('anne', 1), ('panno', 1)]",4
uenerant,"[('uenerunt', 1), ('generant', 1), ('uenerat', 1)]",3
rotam,"[('romam', 1), ('dotam', 1), ('rotas', 1), ('totam', 1)]",4
mortuo,"[('mortui', 1), ('mortua', 1)]",2
stent,"[('stant', 1)]",1
causam,"[('causa', 1), ('causas', 1)]",2
libani,"[('libano', 1), ('clibani', 1)]",2
iter,"[('item', 1), ('inter', 1), ('ter', 1), ('itur', 1)]",4
magna,"[('magnam', 1), ('magnas', 1), ('magno', 1), ('manna', 1), ('magni', 1), ('magne', 1)]",6
superiores,"[('superiore', 1), ('superioris', 1), ('superiorem', 1)]",3
calamelas,"[('calamelis', 1)]",1
ducunt,"[('dicunt', 1), ('ducent', 1)]",2
alto,"[('altos', 1), ('arto', 1), ('alta', 1), ('alte', 1), ('albo', 1), ('alio', 1), ('alti', 1)]",7
mire,"[('mira', 1), ('mile', 1), ('ire', 1), ('mare', 1)]",4
antiociam,"[('antiocia', 1)]",1
rotundus,"[('rotundum', 1)]",1
adherent,"[('adherens', 1), ('adheret', 1)]",2
sufraganeus,"[('sufraganeis', 1), ('sufraganeos', 1)]",2
caudas,"[('causas', 1), ('cauda', 1)]",2
morsum,"[('dorsum', 1), ('torsum', 1)]",2
simili,"[('simile', 1), ('similis', 1), ('similia', 1)]",3
paradisum,"[('paradisus', 1)]",1
infra,"[('intra', 1)]",1
niti,"[('nisi', 1), ('uiti', 1), ('nili', 1), ('siti', 1)]",4
itidem,"[('ibidem', 1)]",1
eorum,"[('horum', 1), ('corum', 1), ('forum', 1), ('eurum', 1), ('earum', 1)]",5
superiori,"[('superiore', 1), ('superioris', 1), ('superior', 1)]",3
gregis,"[('greges', 1), ('grecis', 1), ('regis', 1), ('gregris', 1)]",4
uigilia,"[('uigilias', 1)]",1
esse,"[('iesse', 1), ('esset', 1), ('essem', 1), ('ese', 1)]",4
heredibus,"[('heresibus', 1)]",1
ulus,"[('unus', 1), ('plus', 1), ('nulus', 1)]",3
dietas,"[('dieta', 1), ('dietam', 1)]",2
rege,"[('lege', 1), ('regem', 1), ('regi', 1), ('regie', 1), ('reges', 1)]",5
pulcra,"[('pulcro', 1), ('pulcram', 1), ('pulcre', 1)]",3
tumbam,"[('tumba', 1)]",1
plena,"[('plana', 1), ('plene', 1)]",2
cole,"[('coli', 1), ('mole', 1), ('colem', 1)]",3
militiam,"[('militia', 1)]",1
serici,"[('serico', 1)]",1
priores,"[('priore', 1), ('peiores', 1)]",2
prospectus,"[('prospectum', 1)]",1
dependente,"[('dependenti', 1), ('dependentem', 1)]",2
prospectum,"[('prospectus', 1)]",1
ualido,"[('ualide', 1), ('calido', 1)]",2
insulam,"[('insula', 1), ('insulas', 1)]",2
mltum,"[('multum', 1), ('motum', 1), ('altum', 1)]",3
pocius,"[('tocius', 1)]",1
grandes,"[('grandis', 1), ('grande', 1)]",2
eminet,"[('iminet', 1)]",1
stans,"[('stant', 1)]",1
alexandria,"[('alexandriam', 1), ('alexandri', 1)]",2
marte,"[('mare', 1), ('marie', 1), ('parte', 1), ('morte', 1), ('marta', 1)]",5
melo,"[('meo', 1), ('mel', 1), ('celo', 1), ('mele', 1), ('belo', 1)]",5
peregrini,"[('peregrino', 1)]",1
multos,"[('multis', 1), ('multas', 1), ('multo', 1), ('multus', 1)]",4
astante,"[('stante', 1)]",1
greges,"[('gregis', 1), ('gregem', 1), ('reges', 1)]",3
lippari,"[('lipparis', 1)]",1
terras,"[('terris', 1), ('terram', 1), ('terra', 1)]",3
prerupti,"[('prerupte', 1), ('prerupta', 1)]",2
quedam,"[('quadam', 1), ('quemdam', 1), ('quodam', 1), ('quendam', 1), ('quidam', 1)]",5
optima,"[('optimo', 1), ('optime', 1)]",2
maronite,"[('maranite', 1), ('maronice', 1)]",2
uirga,"[('uirgo', 1)]",1
proiecta,"[('proiecti', 1)]",1
habetur,"[('habentur', 1)]",1
fortis,"[('sortis', 1), ('forti', 1), ('fontis', 1), ('portis', 1), ('foris', 1), ('ortis', 1)]",6
capiti,"[('capti', 1), ('capite', 1), ('capita', 1), ('capitis', 1)]",4
populus,"[('populum', 1)]",1
oues,"[('boues', 1)]",1
cilam,"[('ilam', 1), ('uilam', 1)]",2
peregrino,"[('peregrini', 1), ('peregrinos', 1)]",2
stant,"[('stent', 1), ('stans', 1), ('stante', 1), ('stat', 1)]",4
torrentis,"[('torrentes', 1), ('torrenti', 1)]",2
altissimo,"[('altissimos', 1)]",1
diuisiones,"[('diuisione', 1), ('diuisionem', 1)]",2
sonant,"[('sonat', 1)]",1
uulcani,"[('uulcano', 1)]",1
uilis,"[('uisis', 1), ('ilis', 1), ('ualis', 1), ('uiris', 1), ('uilas', 1)]",5
teutoniam,"[('teutonia', 1)]",1
soldanum,"[('soldanus', 1)]",1
arcus,"[('arcis', 1), ('marcus', 1), ('arcas', 1), ('acus', 1)]",4
palestinam,"[('palestina', 1)]",1
atamen,"[('tamen', 1)]",1
caluarie,"[('caluaria', 1)]",1
amenum,"[('amenus', 1)]",1
lacob,"[('iacob', 1)]",1
stature,"[('statura', 1)]",1
soldani,"[('soldano', 1)]",1
accessus,"[('accessum', 1)]",1
betsaida,"[('botsaida', 1)]",1
hostias,"[('hostia', 1)]",1
maximi,"[('maximis', 1), ('maximo', 1), ('maxime', 1), ('maxima', 1)]",4
roma,"[('poma', 1), ('romam', 1), ('rama', 1)]",3
muniti,"[('muniri', 1), ('munitio', 1), ('munita', 1)]",3
fontem,"[('fonte', 1), ('fontes', 1), ('montem', 1)]",3
terris,"[('turris', 1), ('terras', 1)]",2
pueris,"[('pueri', 1)]",1
nisi,"[('niti', 1), ('nili', 1)]",2
corui,"[('corum', 1), ('cori', 1)]",2
stipiti,"[('stipite', 1)]",1
tauro,"[('auro', 1)]",1
simile,"[('simili', 1), ('similem', 1), ('similes', 1)]",3
mortem,"[('morem', 1), ('sortem', 1), ('morte', 1), ('montem', 1)]",4
migrauerant,"[('migrauerunt', 1)]",1
predictos,"[('predicto', 1)]",1
episcopum,"[('episcopus', 1)]",1
legatus,"[('legamus', 1)]",1
nudam,"[('nuda', 1)]",1
deserta,"[('desertas', 1), ('desertam', 1), ('deserto', 1), ('deserti', 1)]",4
egiptum,"[('egiptus', 1)]",1
aliquem,"[('aliquam', 1)]",1
camelam,"[('capelam', 1)]",1
reperit,"[('peperit', 1)]",1
ridere,"[('uidere', 1)]",1
leucis,"[('leucas', 1), ('leuis', 1)]",2
ueritatem,"[('ueritate', 1), ('feritatem', 1)]",2
tiberim,"[('tiberii', 1)]",1
teutonie,"[('teutonice', 1), ('teutonia', 1)]",2
arena,"[('amena', 1), ('areta', 1), ('harena', 1), ('area', 1)]",4
gentibus,"[('genibus', 1)]",1
dependenbat,"[('dependebat', 1)]",1
latuisse,"[('lauisse', 1)]",1
uirgis,"[('uiris', 1), ('uirgins', 1)]",2
tetraca,"[('tetrarca', 1)]",1
gentes,"[('gentis', 1), ('gente', 1)]",2
patris,"[('matris', 1), ('patres', 1)]",2
constituta,"[('constituti', 1), ('constitutas', 1)]",2
antipatridem,"[('antipatridam', 1)]",1
aliter,"[('alter', 1)]",1
nominibus,"[('hominibus', 1)]",1
habent,"[('habens', 1), ('habeant', 1), ('habet', 1), ('habeat', 1)]",4
dicebatur,"[('dicebantur', 1)]",1
discipulis,"[('discipuli', 1), ('discipulos', 1)]",2
famosam,"[('famosa', 1)]",1
precepit,"[('precedit', 1), ('precelit', 1), ('recepit', 1)]",3
testudinate,"[('testudinata', 1)]",1
alium,"[('alius', 1), ('talium', 1), ('album', 1), ('aliam', 1), ('aliud', 1), ('palium', 1), ('altum', 1)]",7
arabiam,"[('arabia', 1)]",1
belonas,"[('belenas', 1), ('bolonas', 1)]",2
nilum,"[('nilus', 1), ('nulum', 1), ('ilum', 1)]",3
monacis,"[('monacus', 1), ('monaci', 1)]",2
fluuii,"[('fluuio', 1)]",1
nebulosam,"[('nebulosa', 1)]",1
alias,"[('aliis', 1), ('alius', 1), ('alia', 1), ('aliam', 1), ('alios', 1), ('aias', 1)]",6
trans,"[('orans', 1)]",1
interfuit,"[('interfui', 1)]",1
inferiorem,"[('inferiore', 1)]",1
sepultum,"[('sepultus', 1)]",1
sibi,"[('siri', 1), ('cibi', 1), ('ibi', 1), ('siti', 1)]",4
orans,"[('trans', 1), ('orant', 1)]",2
paruum,"[('parum', 1), ('paruam', 1), ('paruus', 1)]",3
descensu,"[('descensum', 1)]",1
suspendit,"[('suspendio', 1)]",1
persia,"[('persida', 1)]",1
sinistre,"[('sinistro', 1), ('sinistra', 1)]",2
puteos,"[('puteo', 1), ('puteus', 1)]",2
absorbetur,"[('absorbentur', 1)]",1
desertas,"[('deserta', 1), ('desertam', 1)]",2
proni,"[('poni', 1), ('prona', 1)]",2
secula,"[('seculo', 1)]",1
sufraganeis,"[('sufraganeus', 1), ('sufraganeos', 1)]",2
serpentes,"[('serpentis', 1)]",1
fortissima,"[('fortissimi', 1)]",1
exterior,"[('exteriori', 1)]",1
dici,"[('dicti', 1), ('dixi', 1), ('duci', 1), ('dii', 1), ('dicit', 1), ('diei', 1), ('dico', 1)]",7
copinis,"[('copini', 1)]",1
ritum,"[('ritu', 1), ('situm', 1), ('riuum', 1), ('titum', 1)]",4
aspelti,"[('aspalti', 1)]",1
scribo,"[('scribi', 1)]",1
uerum,"[('uerbum', 1), ('puerum', 1), ('uerus', 1), ('rerum', 1), ('uirum', 1), ('uterum', 1)]",6
domine,"[('domino', 1), ('domini', 1), ('nomine', 1)]",3
stulti,"[('stultis', 1)]",1
rupe,"[('rupem', 1), ('rupes', 1), ('rupi', 1)]",3
easdem,"[('eandem', 1), ('eadem', 1), ('eisdem', 1)]",3
senem,"[('sedem', 1), ('senes', 1), ('senex', 1), ('sienem', 1)]",4
nona,"[('bona', 1), ('noua', 1), ('non', 1), ('nota', 1)]",4
numerus,"[('numerum', 1)]",1
munitione,"[('munitionem', 1)]",1
soldano,"[('soldani', 1)]",1
magnus,"[('magnos', 1), ('magnum', 1), ('magnas', 1), ('manus', 1), ('magnis', 1)]",5
turri,"[('turrim', 1), ('turci', 1), ('turris', 1), ('turre', 1)]",4
magnum,"[('magnam', 1), ('manum', 1), ('magnus', 1)]",3
hebron,"[('ebron', 1)]",1
tersa,"[('uersa', 1), ('terra', 1)]",2
ueniant,"[('uendant', 1), ('ueniat', 1)]",2
superioris,"[('superiores', 1), ('superiori', 1)]",2
rubeam,"[('rubeas', 1), ('rubeum', 1)]",2
ipsi,"[('ipsa', 1), ('ipse', 1), ('ipsis', 1), ('ipso', 1)]",4
delta,"[('deleta', 1), ('delte', 1)]",2
uoluit,"[('uolunt', 1), ('soluit', 1), ('noluit', 1)]",3
modicas,"[('modicis', 1), ('modica', 1), ('modicam', 1), ('modicus', 1)]",4
suis,"[('sui', 1), ('quis', 1), ('suos', 1), ('suas', 1), ('uuis', 1)]",5
penas,"[('penam', 1)]",1
ascensus,"[('ascensu', 1), ('ascensum', 1)]",2
populo,"[('populi', 1)]",1
fugit,"[('fuit', 1)]",1
legio,"[('regio', 1), ('legi', 1), ('legis', 1), ('legit', 1)]",4
idem,"[('item', 1), ('fidem', 1), ('ideo', 1), ('eidem', 1)]",4
fluuio,"[('fluuios', 1), ('fluuii', 1)]",2
locus,"[('locis', 1), ('lacus', 1), ('lucus', 1), ('locum', 1)]",4
casu,"[('casus', 1)]",1
kalendis,"[('alendis', 1)]",1
pendens,"[('pendent', 1), ('tendens', 1)]",2
tribu,"[('tribum', 1), ('tribui', 1), ('tribus', 1)]",3
aliam,"[('albam', 1), ('alia', 1), ('alium', 1), ('alias', 1), ('alpiam', 1)]",5
sinoim,"[('sineim', 1), ('sinohim', 1)]",2
separatur,"[('separantur', 1), ('separatus', 1)]",2
dextra,"[('dextram', 1), ('extra', 1), ('dextera', 1)]",3
iessen,"[('iesse', 1)]",1
austrum,"[('austeum', 1)]",1
ilas,"[('ilam', 1), ('ilis', 1), ('ioas', 1), ('uilas', 1), ('ila', 1)]",5
inuolutus,"[('inuolutum', 1)]",1
litus,"[('latus', 1), ('situs', 1)]",2
uentris,"[('ueneris', 1), ('uenturis', 1), ('uentis', 1)]",3
opere,"[('opera', 1)]",1
pentecosten,"[('pentecostes', 1)]",1
maximis,"[('maximas', 1), ('maximi', 1), ('maximus', 1)]",3
infinitos,"[('infinitas', 1)]",1
episcopus,"[('episcopum', 1), ('episcopos', 1), ('episcopis', 1)]",3
mateum,"[('amateum', 1), ('mateus', 1)]",2
petri,"[('petra', 1), ('petre', 1)]",2
naason,"[('nason', 1)]",1
dixi,"[('fixi', 1), ('dici', 1), ('dii', 1), ('diei', 1), ('dixit', 1)]",5
manu,"[('manum', 1), ('mane', 1), ('manus', 1)]",3
erit,"[('eret', 1), ('exit', 1), ('erat', 1)]",3
beteron,"[('betoron', 1)]",1
matrem,"[('matre', 1), ('patrem', 1)]",2
legis,"[('legi', 1), ('legio', 1), ('leges', 1), ('leuis', 1), ('regis', 1), ('lesis', 1), ('legit', 1)]",7
forum,"[('horum', 1), ('corum', 1), ('eorum', 1), ('farum', 1)]",4
rose,"[('rore', 1), ('ros', 1), ('rase', 1)]",3
impleta,"[('inpleta', 1)]",1
sanai,"[('sana', 1)]",1
umbram,"[('umbra', 1)]",1
distante,"[('distant', 1)]",1
uehementem,"[('uehementer', 1)]",1
rediit,"[('redii', 1)]",1
procurationes,"[('procuratione', 1)]",1
elius,"[('alius', 1), ('helius', 1), ('melius', 1), ('eius', 1), ('ilius', 1)]",5
apud,"[('aput', 1)]",1
dicebant,"[('ducebant', 1)]",1
uidit,"[('uadit', 1), ('uidi', 1), ('uixit', 1), ('uiuit', 1), ('uidet', 1), ('uicit', 1)]",6
uilam,"[('ilam', 1), ('cilam', 1), ('uila', 1), ('uitam', 1), ('uilas', 1), ('uiam', 1)]",6
nomina,"[('nomine', 1)]",1
armorum,"[('arborum', 1)]",1
monaco,"[('monaci', 1)]",1
uenimus,"[('ueniamus', 1)]",1
penitiam,"[('penitia', 1)]",1
destructam,"[('destructa', 1), ('destructum', 1)]",2
dicatur,"[('dicetur', 1), ('dicitur', 1)]",2
nula,"[('nuli', 1), ('nulo', 1), ('nuda', 1)]",3
presens,"[('prebens', 1)]",1
sion,"[('sior', 1), ('sidon', 1), ('seon', 1), ('gion', 1), ('sin', 1)]",5
puerum,"[('uerum', 1)]",1
desertam,"[('deserta', 1), ('desertas', 1), ('desertum', 1)]",3
pectora,"[('pecora', 1)]",1
plumbo,"[('plumbi', 1)]",1
laneam,"[('laneum', 1), ('lineam', 1)]",2
amare,"[('mare', 1)]",1
certe,"[('certo', 1)]",1
dictis,"[('dicti', 1), ('dictus', 1)]",2
botrum,"[('botrus', 1)]",1
principatus,"[('principatum', 1)]",1
generent,"[('tenerent', 1), ('generant', 1)]",2
extendit,"[('extendat', 1)]",1
capitaneum,"[('capitaneus', 1)]",1
inferiore,"[('inferior', 1), ('inferiorem', 1), ('inferiori', 1)]",3
uides,"[('uidet', 1), ('uideo', 1), ('uidens', 1)]",3
sinam,"[('sinum', 1), ('sunam', 1), ('sisam', 1)]",3
paruam,"[('parua', 1), ('parum', 1), ('paruum', 1)]",3
delicati,"[('delicata', 1)]",1
monumenta,"[('monumenti', 1)]",1
remi,"[('regi', 1), ('rei', 1)]",2
infinitas,"[('infinitos', 1)]",1
mirabiles,"[('mirabile', 1), ('mirabilem', 1), ('mirabilis', 1)]",3
misse,"[('missa', 1), ('missi', 1)]",2
lombardia,"[('lombardiam', 1), ('lambardia', 1)]",2
quantitate,"[('quantitatem', 1)]",1
paulus,"[('paulum', 1)]",1
mundato,"[('mandato', 1)]",1
leuce,"[('leuca', 1)]",1
meis,"[('meos', 1), ('melis', 1), ('eis', 1), ('meas', 1), ('mei', 1), ('meus', 1)]",6
uolunt,"[('uoluit', 1), ('colunt', 1), ('tolunt', 1)]",3
spatiosus,"[('spatiosis', 1)]",1
principis,"[('principes', 1), ('principio', 1)]",2
apostolum,"[('apostolus', 1)]",1
mensam,"[('mensa', 1)]",1
gestu,"[('gesta', 1)]",1
portum,"[('ortum', 1), ('portam', 1), ('portu', 1), ('portus', 1), ('potum', 1)]",5
aliqui,"[('aliquid', 1), ('aliquo', 1), ('aliqua', 1), ('aliquis', 1)]",4
sursum,"[('cursum', 1)]",1
uoraginem,"[('uoragines', 1)]",1
pela,"[('cela', 1), ('peli', 1)]",2
capele,"[('capela', 1)]",1
uiridis,"[('uirilis', 1)]",1
secim,"[('secum', 1)]",1
templi,"[('templa', 1), ('templo', 1)]",2
umquam,"[('numquam', 1), ('unquam', 1), ('usquam', 1)]",3
gehennom,"[('gehennon', 1)]",1
succara,"[('sucara', 1)]",1
mole,"[('cole', 1), ('mile', 1), ('mol', 1), ('mele', 1)]",4
antiqui,"[('antiquo', 1), ('antique', 1), ('antiqua', 1)]",3
