original_word,variants,variants_count
larisse,"[('lauisse', 1)]",1
recedit,"[('recepit', 1)]",1
notum,"[('botum', 1), ('totum', 1), ('notam', 1), ('nouum', 1), ('notus', 1), ('potum', 1), ('nodum', 1), ('motum', 1), ('uotum', 1), ('natum', 1)]",10
antonia,"[('antonii', 1)]",1
saxonia,"[('saxoniam', 1)]",1
morem,"[('mortem', 1)]",1
homicidia,"[('homicida', 1)]",1
resonant,"[('resonat', 1)]",1
notam,"[('rotam', 1), ('notum', 1), ('nota', 1), ('totam', 1)]",4
descripsit,"[('descripsi', 1)]",1
diuisio,"[('diuisi', 1)]",1
inpressio,"[('impressio', 1)]",1
tolitur,"[('colitur', 1)]",1
redacta,"[('redactam', 1), ('reducta', 1)]",2
tante,"[('tanta', 1), ('stante', 1), ('tanti', 1), ('ante', 1)]",4
eram,"[('era', 1), ('oram', 1), ('aram', 1), ('erem', 1), ('eam', 1), ('erat', 1), ('ceram', 1)]",7
sudor,"[('sudore', 1)]",1
seculo,"[('secula', 1)]",1
betoron,"[('beteron', 1)]",1
oram,"[('eram', 1), ('aram', 1), ('doram', 1), ('olam', 1), ('ioram', 1), ('ora', 1), ('coram', 1), ('horam', 1)]",8
iudicum,"[('iudicium', 1)]",1
genera,"[('geneba', 1), ('genero', 1), ('genere', 1)]",3
silicie,"[('milicie', 1), ('cilicie', 1)]",2
dimidia,"[('dimidie', 1), ('dimidio', 1), ('dimidiam', 1)]",3
columpnas,"[('columpnam', 1), ('columpnis', 1), ('columpna', 1)]",3
fere,"[('ere', 1), ('fera', 1), ('fore', 1), ('uere', 1), ('iere', 1)]",5
iordanem,"[('iordane', 1)]",1
plaga,"[('plagam', 1), ('plana', 1)]",2
eliopolim,"[('eliopolis', 1), ('eliopoli', 1)]",2
regibus,"[('retibus', 1)]",1
possumus,"[('possemus', 1)]",1
ecclesiis,"[('ecclesias', 1)]",1
camos,"[('campos', 1), ('amos', 1)]",2
quoddam,"[('quosdam', 1), ('quodam', 1), ('quondam', 1)]",3
antiquam,"[('antiquum', 1), ('antequam', 1), ('antiqua', 1)]",3
secundam,"[('secunda', 1), ('secundum', 1)]",2
canibus,"[('manibus', 1), ('panibus', 1)]",2
alcius,"[('alius', 1)]",1
dependentem,"[('dependente', 1)]",1
ortu,"[('ortum', 1), ('ortus', 1), ('portu', 1), ('orti', 1), ('orta', 1)]",5
dominus,"[('dominis', 1), ('dominum', 1)]",2
margat,"[('mergat', 1), ('margant', 1)]",2
pona,"[('poma', 1), ('bona', 1), ('nona', 1), ('poni', 1), ('prona', 1)]",5
interior,"[('inferior', 1), ('interiori', 1)]",2
comedit,"[('comedi', 1)]",1
colo,"[('coli', 1), ('cole', 1), ('celo', 1)]",3
lucie,"[('luce', 1)]",1
spetiale,"[('spetialem', 1), ('spetiali', 1)]",2
aracis,"[('aracos', 1), ('aracus', 1), ('aracas', 1)]",3
opera,"[('opere', 1)]",1
habundat,"[('habundant', 1)]",1
panum,"[('manum', 1), ('parum', 1), ('panem', 1), ('pannum', 1)]",4
mentum,"[('uentum', 1)]",1
magnas,"[('magnam', 1), ('magnos', 1), ('magna', 1), ('magnus', 1), ('magmas', 1), ('magnis', 1)]",6
antipatridam,"[('antipatridem', 1), ('antipatrida', 1)]",2
medi,"[('sedi', 1), ('medio', 1), ('media', 1)]",3
puteo,"[('puto', 1)]",1
gloriosum,"[('gloriosam', 1)]",1
latere,"[('litere', 1)]",1
turrium,"[('turrim', 1)]",1
eadem,"[('eandem', 1), ('easdem', 1), ('eodem', 1), ('eidem', 1)]",4
cameli,"[('carmeli', 1), ('camelo', 1), ('camelis', 1)]",3
montes,"[('fontes', 1), ('monte', 1), ('montem', 1), ('montis', 1)]",4
manuum,"[('manum', 1)]",1
paucos,"[('paucas', 1)]",1
salim,"[('salis', 1), ('selim', 1), ('salem', 1)]",3
mortuum,"[('mortuus', 1)]",1
bericus,"[('beritus', 1), ('bericum', 1)]",2
magnitudini,"[('magnitudine', 1), ('magnitudinis', 1)]",2
berictum,"[('beritum', 1), ('bericum', 1)]",2
delicata,"[('delicati', 1)]",1
textus,"[('sextus', 1)]",1
caluaria,"[('caluarie', 1)]",1
sepulcra,"[('sepulcro', 1), ('sepulcri', 1)]",2
orientalem,"[('orientale', 1)]",1
ideo,"[('idem', 1), ('deo', 1), ('uideo', 1)]",3
arbore,"[('arbor', 1), ('arborem', 1)]",2
nubie,"[('nubia', 1)]",1
militia,"[('militiam', 1), ('militie', 1), ('silitia', 1)]",3
forti,"[('fortis', 1), ('forte', 1), ('orti', 1)]",3
singule,"[('singula', 1)]",1
possent,"[('possunt', 1), ('posset', 1)]",2
horrei,"[('horrea', 1)]",1
sinistris,"[('ministris', 1)]",1
iactus,"[('iactum', 1), ('factus', 1)]",2
antilibani,"[('antilibano', 1)]",1
uiderem,"[('uiderim', 1), ('uideram', 1), ('uideret', 1), ('uidere', 1)]",4
uidebatur,"[('uideatur', 1)]",1
deuotione,"[('deuotionem', 1)]",1
cruce,"[('crucem', 1)]",1
iudas,"[('iuda', 1)]",1
lusam,"[('lusa', 1), ('lucam', 1)]",2
arcam,"[('iarcam', 1), ('aream', 1), ('aram', 1), ('arca', 1)]",4
distans,"[('distant', 1)]",1
solitudinis,"[('solitudines', 1)]",1
plurium,"[('plurimum', 1)]",1
testitudine,"[('testitudines', 1), ('testitudinem', 1)]",2
rupem,"[('rupe', 1), ('rupes', 1)]",2
aram,"[('adam', 1), ('aream', 1), ('aran', 1), ('eram', 1), ('oram', 1), ('arcam', 1), ('saram', 1), ('axam', 1), ('ara', 1)]",9
mentio,"[('mentis', 1)]",1
peasel,"[('pasel', 1)]",1
dimidio,"[('dimidie', 1), ('dimidia', 1)]",2
maleo,"[('ualeo', 1)]",1
passuum,"[('passum', 1)]",1
betulia,"[('betulie', 1), ('betuliam', 1)]",2
redeunti,"[('redeunt', 1)]",1
diete,"[('dieta', 1), ('dicte', 1)]",2
laneum,"[('laneam', 1), ('lineum', 1)]",2
betsan,"[('bersan', 1)]",1
macabei,"[('macabeis', 1)]",1
spiritus,"[('spiritu', 1)]",1
munitissima,"[('munitissimam', 1)]",1
decens,"[('dicens', 1)]",1
nauibus,"[('auibus', 1), ('niuibus', 1)]",2
krac,"[('krak', 1), ('karac', 1)]",2
betsames,"[('betsamis', 1)]",1
cuidam,"[('quidam', 1)]",1
pariete,"[('parietes', 1), ('parietem', 1)]",2
samariam,"[('samaria', 1)]",1
hermonim,"[('hermonin', 1)]",1
domini,"[('dominis', 1), ('domino', 1), ('domine', 1), ('dominio', 1), ('domina', 1)]",5
sidonia,"[('sidonie', 1), ('sidonis', 1)]",2
emim,"[('enim', 1)]",1
nauis,"[('nauim', 1), ('naui', 1), ('naues', 1)]",3
tripolin,"[('tripoli', 1), ('tripolis', 1), ('tripolim', 1)]",3
tocius,"[('pocius', 1)]",1
libet,"[('licet', 1), ('liber', 1)]",2
rotas,"[('rotam', 1)]",1
passim,"[('passis', 1), ('passum', 1), ('assim', 1), ('possim', 1)]",4
sweta,"[('swita', 1)]",1
nouum,"[('notum', 1), ('nodum', 1), ('ouum', 1)]",3
habuerunt,"[('habuerant', 1)]",1
anacat,"[('anacot', 1)]",1
iudicium,"[('iudicum', 1)]",1
galgala,"[('galgale', 1)]",1
iterum,"[('uterum', 1)]",1
macerunta,"[('maceruta', 1)]",1
sancti,"[('sancte', 1), ('sancto', 1), ('sancta', 1)]",3
esset,"[('esse', 1), ('essent', 1), ('essem', 1)]",3
edificatum,"[('edificatus', 1)]",1
anguli,"[('angulo', 1), ('angeli', 1)]",2
patriarce,"[('patriarca', 1)]",1
domo,"[('homo', 1), ('domos', 1)]",2
fructus,"[('fructu', 1), ('fructum', 1)]",2
terremotu,"[('terremotus', 1)]",1
gregorius,"[('gregorium', 1)]",1
fuit,"[('fluit', 1), ('fugit', 1), ('fit', 1), ('fui', 1)]",4
reuerentiam,"[('reuerentia', 1)]",1
quos,"[('quas', 1), ('tuos', 1), ('equos', 1), ('quis', 1), ('duos', 1), ('suos', 1), ('uos', 1), ('quo', 1), ('quod', 1)]",9
sortem,"[('mortem', 1), ('sorte', 1), ('portem', 1)]",3
hereticis,"[('heretici', 1)]",1
sanus,"[('sinus', 1)]",1
penitentia,"[('penitentiam', 1)]",1
colatio,"[('solatio', 1)]",1
discipuli,"[('discipulis', 1)]",1
hoscium,"[('oscium', 1)]",1
fertiles,"[('fertilem', 1), ('fertilis', 1)]",2
campestria,"[('campestri', 1)]",1
bodwini,"[('boduini', 1), ('bodowini', 1)]",2
pelem,"[('pedem', 1)]",1
noui,"[('nouo', 1), ('nodi', 1), ('noua', 1), ('naui', 1), ('oui', 1), ('noue', 1), ('nouit', 1)]",7
pilisteis,"[('pilistei', 1)]",1
menses,"[('mensis', 1), ('mense', 1)]",2
prerupta,"[('prerupte', 1), ('prerupti', 1), ('preruptam', 1)]",3
tenere,"[('genere', 1)]",1
credi,"[('credo', 1)]",1
caipas,"[('caipa', 1), ('caipam', 1), ('caipan', 1)]",3
quam,"[('quas', 1), ('qua', 1), ('suam', 1), ('aquam', 1), ('quem', 1)]",5
circuit,"[('circuitu', 1)]",1
uniuerse,"[('uniuerso', 1), ('uniuersa', 1)]",2
gaba,"[('gabaa', 1), ('faba', 1), ('gasa', 1)]",3
dicant,"[('dicunt', 1)]",1
forte,"[('porte', 1), ('fonte', 1), ('forti', 1), ('fore', 1), ('sorte', 1), ('morte', 1)]",6
durat,"[('durant', 1)]",1
migrauerunt,"[('migrauerant', 1)]",1
peruenerant,"[('peruenerunt', 1)]",1
holofernis,"[('holofernes', 1)]",1
portu,"[('porte', 1), ('portum', 1), ('ortu', 1), ('portus', 1), ('porta', 1)]",5
ipsis,"[('ipsos', 1), ('ipsas', 1), ('ipsi', 1), ('ipsius', 1)]",4
tunc,"[('hunc', 1), ('nunc', 1)]",2
baal,"[('baas', 1), ('bail', 1)]",2
magno,"[('magnos', 1), ('magna', 1), ('magni', 1), ('magne', 1)]",4
angelus,"[('angelos', 1), ('angelum', 1)]",2
rotundam,"[('rotundum', 1), ('rotunda', 1)]",2
canne,"[('anne', 1), ('canna', 1)]",2
fortissimi,"[('fortissima', 1), ('fortissime', 1), ('fortissimis', 1)]",3
magnitudine,"[('magnitudini', 1), ('magnitudinem', 1)]",2
responderent,"[('responderint', 1)]",1
mali,"[('uali', 1), ('magi', 1), ('mala', 1), ('malis', 1), ('mari', 1)]",5
sana,"[('lana', 1), ('sano', 1), ('cana', 1)]",3
marac,"[('karac', 1), ('barac', 1)]",2
ciuitate,"[('ciuitati', 1), ('ciuitates', 1), ('ciuitatem', 1)]",3
pendet,"[('perdet', 1)]",1
menia,"[('mensa', 1), ('media', 1)]",2
ilarum,"[('ilorum', 1)]",1
spatiosa,"[('spetiosa', 1)]",1
umbra,"[('umbram', 1)]",1
ciprum,"[('ciparum', 1)]",1
cristo,"[('cristi', 1)]",1
uineas,"[('uineis', 1), ('uinea', 1)]",2
terra,"[('serra', 1), ('terras', 1), ('tersa', 1), ('terram', 1), ('terre', 1)]",5
filiis,"[('filius', 1), ('filios', 1), ('foliis', 1), ('filii', 1)]",4
presides,"[('preside', 1)]",1
sineum,"[('sinum', 1), ('lineum', 1)]",2
uidi,"[('uici', 1), ('eidi', 1), ('uidit', 1), ('uiri', 1), ('uini', 1), ('uiui', 1)]",6
flumina,"[('flumine', 1)]",1
modice,"[('modico', 1), ('modica', 1)]",2
ecclesia,"[('ecclesias', 1), ('ecclesiam', 1), ('ecclesie', 1)]",3
circuitu,"[('circuit', 1), ('circuitum', 1), ('circuitus', 1)]",3
iudei,"[('iudee', 1), ('iude', 1), ('iudea', 1)]",3
fera,"[('era', 1), ('uera', 1), ('fere', 1)]",3
beate,"[('beati', 1), ('beata', 1)]",2
parti,"[('partia', 1), ('partis', 1), ('parui', 1), ('partim', 1), ('parte', 1)]",5
iohanni,"[('iohann', 1), ('iohannis', 1), ('iohanne', 1)]",3
egipcii,"[('egipciis', 1)]",1
galileam,"[('galilea', 1)]",1
dexteram,"[('dextram', 1), ('dextera', 1)]",2
lauisse,"[('latuisse', 1), ('larisse', 1)]",2
monumenti,"[('monumenta', 1)]",1
doram,"[('oram', 1), ('ioram', 1), ('coram', 1), ('horam', 1), ('dora', 1)]",5
arescit,"[('crescit', 1)]",1
infesti,"[('infesta', 1), ('infecti', 1)]",2
quid,"[('quis', 1), ('qui', 1), ('quin', 1), ('quod', 1), ('quia', 1)]",5
unquam,"[('umquam', 1), ('usquam', 1), ('nunquam', 1)]",3
solus,"[('solis', 1), ('solum', 1), ('solos', 1)]",3
senes,"[('senen', 1), ('sedes', 1), ('senex', 1)]",3
portus,"[('mortus', 1), ('ortus', 1), ('portum', 1), ('portu', 1), ('portis', 1)]",5
naim,"[('nam', 1), ('nauim', 1)]",2
equos,"[('equis', 1), ('quos', 1)]",2
ioppe,"[('ioppem', 1), ('ioppen', 1), ('ioppes', 1)]",3
noscitur,"[('nascitur', 1)]",1
habundans,"[('habundant', 1)]",1
caret,"[('carit', 1), ('careat', 1)]",2
cursum,"[('carsum', 1), ('curkum', 1)]",2
castri,"[('castra', 1), ('castro', 1), ('castris', 1)]",3
aquas,"[('aqua', 1), ('quas', 1), ('aquam', 1), ('aquis', 1)]",4
occidentem,"[('occidente', 1)]",1
colectis,"[('colectus', 1)]",1
fluxus,"[('fluxum', 1)]",1
quasi,"[('quas', 1)]",1
salomine,"[('salomone', 1)]",1
sotio,"[('stio', 1)]",1
dextram,"[('dexteram', 1), ('dextrum', 1)]",2
ceilam,"[('cilam', 1), ('ceila', 1)]",2
humus,"[('huius', 1), ('fumus', 1), ('sumus', 1)]",3
aliud,"[('alius', 1), ('alium', 1)]",2
usquam,"[('umquam', 1), ('unquam', 1), ('nusquam', 1)]",3
fuerat,"[('fuerant', 1), ('fuerit', 1)]",2
uiderim,"[('uideri', 1), ('uiderem', 1), ('uideram', 1)]",3
honore,"[('honorem', 1)]",1
dicens,"[('decens', 1)]",1
annos,"[('pannos', 1), ('anno', 1), ('annis', 1)]",3
caric,"[('carit', 1)]",1
finit,"[('finis', 1)]",1
superficies,"[('superficie', 1)]",1
bonam,"[('bona', 1), ('bonum', 1), ('bonas', 1)]",3
precipui,"[('precipua', 1)]",1
diuino,"[('diuina', 1)]",1
ueritates,"[('ueritatem', 1), ('ueritate', 1)]",2
pinea,"[('linea', 1), ('uinea', 1)]",2
comunis,"[('comuni', 1)]",1
resonat,"[('resonant', 1)]",1
ocosias,"[('ocorias', 1)]",1
agros,"[('agro', 1), ('agris', 1)]",2
aute,"[('aut', 1), ('alte', 1), ('rute', 1), ('autet', 1), ('autem', 1), ('auta', 1), ('ante', 1)]",7
claustra,"[('claustri', 1)]",1
uitrea,"[('uitree', 1)]",1
ioab,"[('iob', 1), ('moab', 1)]",2
eseciele,"[('eseciel', 1), ('esecielem', 1), ('esecieli', 1)]",3
suorum,"[('quorum', 1)]",1
mirum,"[('girum', 1), ('murum', 1), ('tirum', 1)]",3
fontis,"[('fortis', 1), ('fontes', 1), ('montis', 1)]",3
armis,"[('artis', 1)]",1
olam,"[('ilam', 1), ('oram', 1), ('olim', 1)]",3
maximus,"[('maximas', 1), ('maximis', 1), ('maximum', 1)]",3
facere,"[('fecere', 1), ('iacere', 1)]",2
cannas,"[('cannis', 1), ('canna', 1)]",2
orientalis,"[('orientali', 1)]",1
presepis,"[('presepio', 1)]",1
paruo,"[('parum', 1), ('paruos', 1), ('parui', 1)]",3
amena,"[('arena', 1), ('ameno', 1), ('amenam', 1)]",3
quis,"[('equis', 1), ('quas', 1), ('suis', 1), ('quos', 1), ('quid', 1), ('uuis', 1), ('aquis', 1), ('qui', 1), ('quin', 1), ('quia', 1)]",10
singula,"[('singule', 1)]",1
penam,"[('penas', 1), ('uenam', 1)]",2
isrel,"[('iesrel', 1)]",1
spisso,"[('spissos', 1), ('spissa', 1)]",2
miroen,"[('meroen', 1)]",1
tabula,"[('tabulam', 1), ('tabule', 1), ('tabulas', 1)]",3
imeabilis,"[('inmeabilis', 1)]",1
ualis,"[('uali', 1), ('salis', 1), ('uilis', 1), ('uales', 1), ('uadis', 1), ('talis', 1), ('malis', 1)]",7
melis,"[('meis', 1), ('melius', 1), ('malis', 1), ('pelis', 1)]",4
fratres,"[('fratre', 1), ('fratris', 1)]",2
rotundum,"[('rotundus', 1), ('rotundam', 1)]",2
rotunda,"[('rotundam', 1)]",1
etiopia,"[('etiopie', 1), ('etiopiam', 1)]",2
carmelus,"[('camelus', 1), ('carmelum', 1)]",2
neapolim,"[('neapoli', 1)]",1
uina,"[('uita', 1), ('ruina', 1), ('uila', 1), ('una', 1), ('uini', 1), ('uia', 1), ('uinea', 1), ('uino', 1)]",8
redire,"[('rediret', 1)]",1
pape,"[('pane', 1)]",1
cesarea,"[('ceserea', 1), ('cesaream', 1)]",2
efluit,"[('fluit', 1), ('defluit', 1)]",2
deuotam,"[('deuotum', 1)]",1
neapoli,"[('neapolim', 1)]",1
reducta,"[('redacta', 1)]",1
femine,"[('nemine', 1)]",1
fertili,"[('fertilis', 1)]",1
stultus,"[('stultum', 1), ('stultis', 1)]",2
colis,"[('coli', 1), ('solis', 1)]",2
uiris,"[('uisis', 1), ('uilis', 1), ('uirgis', 1), ('uiri', 1), ('uiros', 1), ('siris', 1)]",6
peruenerunt,"[('peruenerant', 1)]",1
turrem,"[('turrim', 1), ('turre', 1), ('turres', 1)]",3
hinc,"[('hic', 1), ('hunc', 1), ('hanc', 1)]",3
saram,"[('aram', 1)]",1
melius,"[('helius', 1), ('melis', 1)]",2
milicie,"[('silicie', 1), ('cilicie', 1), ('militie', 1)]",3
betsaidam,"[('betsaida', 1)]",1
igne,"[('igni', 1), ('ignem', 1)]",2
beata,"[('beati', 1), ('beate', 1), ('beatam', 1)]",3
maumeria,"[('maumeriam', 1)]",1
ortos,"[('ortus', 1), ('ortis', 1)]",2
duos,"[('duo', 1), ('dos', 1), ('tuos', 1), ('quos', 1), ('duas', 1), ('suos', 1), ('uos', 1)]",7
portis,"[('sortis', 1), ('fortis', 1), ('portus', 1), ('partis', 1), ('ortis', 1)]",5
tenebat,"[('teneat', 1)]",1
tandem,"[('eandem', 1)]",1
uirgo,"[('uirga', 1)]",1
dominum,"[('hominum', 1), ('dominus', 1)]",2
similem,"[('similes', 1)]",1
rapan,"[('rapin', 1)]",1
dauid,"[('dauidi', 1)]",1
uisu,"[('uisum', 1), ('uisus', 1)]",2
marmore,"[('marmorea', 1), ('marmoree', 1)]",2
deuotus,"[('deuotum', 1)]",1
stratum,"[('statum', 1), ('stratam', 1)]",2
nubiam,"[('nubia', 1)]",1
latos,"[('latus', 1)]",1
populi,"[('populo', 1)]",1
arciepiscopos,"[('arciepiscopis', 1)]",1
tecto,"[('tecti', 1), ('tecta', 1)]",2
ruta,"[('guta', 1), ('rute', 1), ('tuta', 1), ('auta', 1)]",4
desertum,"[('desertam', 1), ('desertus', 1)]",2
oliuetis,"[('oliueti', 1)]",1
fide,"[('fine', 1), ('fidem', 1)]",2
insula,"[('insulam', 1), ('insule', 1)]",2
includit,"[('inclusit', 1)]",1
pater,"[('patet', 1)]",1
ubique,"[('utique', 1), ('ibique', 1)]",2
solebat,"[('uolebat', 1)]",1
dedit,"[('sedit', 1)]",1
monstratur,"[('monstrantur', 1)]",1
rore,"[('rose', 1), ('fore', 1), ('ore', 1)]",3
salmarum,"[('palmarum', 1)]",1
separans,"[('separant', 1)]",1
ismahel,"[('israhel', 1)]",1
folio,"[('filio', 1), ('folia', 1)]",2
colorem,"[('colorum', 1)]",1
fuerunt,"[('fuerant', 1), ('fuerint', 1)]",2
sepet,"[('tepet', 1), ('sepe', 1)]",2
siloe,"[('silo', 1), ('siloem', 1)]",2
aqueductus,"[('aqueductum', 1)]",1
uila,"[('uile', 1), ('uilam', 1), ('uita', 1), ('uina', 1), ('uia', 1), ('ila', 1)]",6
edifitia,"[('edifitio', 1)]",1
ligno,"[('ligna', 1), ('signo', 1)]",2
modica,"[('modico', 1), ('modice', 1)]",2
sarra,"[('serra', 1)]",1
similes,"[('similem', 1), ('similis', 1)]",2
similis,"[('simili', 1), ('similes', 1), ('similia', 1)]",3
alte,"[('alto', 1), ('alta', 1), ('aute', 1), ('alie', 1), ('alter', 1), ('ante', 1)]",6
latuit,"[('lacuit', 1), ('lauit', 1)]",2
munitissimum,"[('munitissimam', 1)]",1
aaron,"[('maron', 1), ('acaron', 1), ('saron', 1), ('aron', 1)]",4
monita,"[('munita', 1), ('ponita', 1)]",2
cariatiarim,"[('kariatiarim', 1), ('cariaciarim', 1)]",2
ereis,"[('cereis', 1)]",1
tunica,"[('punica', 1)]",1
ipso,"[('ipsa', 1), ('ipse', 1), ('ipsos', 1), ('ipsi', 1)]",4
certo,"[('certe', 1)]",1
eufrate,"[('eufraten', 1), ('eufratem', 1)]",2
nominis,"[('dominis', 1), ('hominis', 1)]",2
eundem,"[('eandem', 1)]",1
secundus,"[('secundum', 1)]",1
regina,"[('regine', 1), ('regia', 1), ('regna', 1)]",3
magnitudinis,"[('magnitudini', 1)]",1
alendis,"[('kalendis', 1)]",1
fatebantur,"[('fateantur', 1)]",1
nasum,"[('casum', 1), ('natum', 1)]",2
soli,"[('sol', 1), ('coli', 1), ('sola', 1), ('solis', 1)]",4
ciuitates,"[('ciuitatis', 1), ('ciuitate', 1), ('ciuitatem', 1)]",3
eodem,"[('eadem', 1), ('eidem', 1), ('eosdem', 1)]",3
palga,"[('palma', 1), ('pasga', 1)]",2
assero,"[('asser', 1)]",1
descendebant,"[('descendebat', 1)]",1
munita,"[('munitam', 1), ('muniti', 1), ('monita', 1), ('munite', 1)]",4
marcus,"[('arcus', 1)]",1
gabaa,"[('gaba', 1)]",1
polita,"[('ponita', 1)]",1
duplices,"[('duplicem', 1)]",1
predicant,"[('predicans', 1), ('predicat', 1)]",2
laoditia,"[('laoditiam', 1), ('laodotia', 1)]",2
sitas,"[('sitis', 1), ('sita', 1), ('situs', 1)]",3
infimi,"[('infirmi', 1)]",1
uero,"[('uera', 1), ('uerbo', 1), ('ueri', 1), ('puero', 1), ('uere', 1), ('uerno', 1)]",6
ecclesiam,"[('ecclesias', 1), ('ecclesia', 1)]",2
uerbo,"[('uero', 1), ('uerno', 1), ('uerba', 1)]",3
libanus,"[('libanum', 1)]",1
cadunt,"[('uadunt', 1)]",1
habundant,"[('habundat', 1), ('habundans', 1)]",2
aliorum,"[('aliarum', 1)]",1
inde,"[('indi', 1), ('indie', 1), ('unde', 1), ('iude', 1)]",4
etiopie,"[('etiopia', 1)]",1
iuditia,"[('iuditio', 1), ('inditia', 1)]",2
delicatissimus,"[('delicatissimum', 1)]",1
laris,"[('lapis', 1), ('maris', 1), ('lacis', 1)]",3
uerus,"[('uersus', 1), ('uetus', 1), ('uerum', 1)]",3
interfui,"[('interfuit', 1)]",1
sarracenus,"[('sarracenos', 1), ('sarracenis', 1)]",2
paradisus,"[('paradisum', 1)]",1
cilicie,"[('silicie', 1), ('milicie', 1)]",2
aptus,"[('aptum', 1), ('captus', 1), ('altus', 1)]",3
sidomorum,"[('sodomorum', 1)]",1
uocatur,"[('uocantur', 1)]",1
domos,"[('domo', 1), ('domus', 1)]",2
sacerdotem,"[('sacerdote', 1), ('sacerdotes', 1), ('sacerdotum', 1)]",3
posui,"[('posuit', 1), ('potui', 1)]",2
haberent,"[('haberet', 1)]",1
magdalene,"[('magdalena', 1)]",1
detestabilis,"[('detestabili', 1)]",1
axam,"[('adam', 1), ('aram', 1)]",2
domus,"[('domos', 1), ('domum', 1)]",2
sabulon,"[('sabulo', 1)]",1
tendens,"[('pendens', 1)]",1
angulo,"[('annulo', 1), ('anguli', 1)]",2
babilonis,"[('babilonia', 1)]",1
precedens,"[('procedens', 1), ('recedens', 1)]",2
serico,"[('serici', 1), ('ierico', 1)]",2
habitabat,"[('habitabant', 1)]",1
egipto,"[('egipti', 1)]",1
balsamum,"[('balsamus', 1)]",1
manna,"[('magna', 1), ('canna', 1)]",2
manent,"[('manet', 1), ('manente', 1)]",2
potuit,"[('posuit', 1), ('potui', 1)]",2
urbi,"[('urbs', 1), ('ursi', 1), ('ubi', 1), ('urbis', 1)]",4
leges,"[('lege', 1), ('reges', 1), ('legem', 1), ('leues', 1)]",4
notus,"[('notum', 1), ('totus', 1), ('natus', 1)]",3
gratias,"[('gratiam', 1)]",1
amenos,"[('amenus', 1), ('amenis', 1), ('ameno', 1)]",3
initus,"[('incitus', 1), ('intus', 1)]",2
gasaris,"[('gasarim', 1)]",1
pluuialibus,"[('fluuialibus', 1)]",1
bonus,"[('bonum', 1), ('bonas', 1), ('bobus', 1), ('onus', 1), ('bonis', 1)]",5
religionis,"[('religiosis', 1)]",1
antiquo,"[('antiqui', 1), ('antiqua', 1)]",2
galaat,"[('galaad', 1)]",1
ruine,"[('ruina', 1)]",1
quales,"[('uales', 1), ('equales', 1)]",2
eseciel,"[('eseciele', 1), ('esecie', 1), ('esecieli', 1)]",3
libri,"[('libro', 1)]",1
alie,"[('alia', 1), ('alte', 1), ('alii', 1), ('alio', 1)]",4
presente,"[('presentem', 1), ('presenti', 1)]",2
apparet,"[('apparent', 1)]",1
amenitate,"[('amenitatem', 1), ('amenitates', 1)]",2
aratrum,"[('fratrum', 1)]",1
israhel,"[('ismahel', 1), ('iesrahel', 1)]",2
duas,"[('quas', 1), ('duos', 1), ('suas', 1)]",3
magos,"[('magnos', 1), ('magis', 1)]",2
fontibus,"[('fortibus', 1), ('montibus', 1)]",2
eliopoli,"[('eliopolis', 1), ('eliopolim', 1)]",2
inuentio,"[('intentio', 1), ('inuenio', 1)]",2
rase,"[('rose', 1)]",1
docenti,"[('docent', 1)]",1
ciuitatum,"[('ciuitatem', 1)]",1
habui,"[('habuit', 1)]",1
destendit,"[('descendit', 1)]",1
torrentes,"[('torrentem', 1), ('torrente', 1)]",2
tempora,"[('tempore', 1), ('timpora', 1)]",2
gradus,"[('gradu', 1)]",1
dictus,"[('dictis', 1), ('ductus', 1), ('dictum', 1)]",3
girum,"[('mirum', 1), ('tirum', 1)]",2
tenerent,"[('generent', 1)]",1
excelsi,"[('excelsa', 1)]",1
ceila,"[('cela', 1), ('ceilam', 1)]",2
existenti,"[('existente', 1)]",1
pilistei,"[('pilisteis', 1)]",1
sabulo,"[('sabulon', 1)]",1
trianguli,"[('triangule', 1), ('triangula', 1)]",2
teutonica,"[('teutonice', 1), ('teutonia', 1)]",2
amenissima,"[('amenissimo', 1)]",1
celes,"[('cedes', 1), ('celos', 1)]",2
hostio,"[('hostia', 1), ('ostio', 1)]",2
quartam,"[('quarta', 1), ('quartum', 1)]",2
tota,"[('toto', 1), ('tot', 1), ('nota', 1), ('tuta', 1), ('totam', 1)]",5
turba,"[('tumba', 1)]",1
autent,"[('autet', 1)]",1
decolatus,"[('decolatum', 1)]",1
molendini,"[('molendina', 1)]",1
quantitatem,"[('quantitate', 1)]",1
uitam,"[('uilam', 1), ('uita', 1), ('uiam', 1)]",3
elegi,"[('legi', 1)]",1
sacarie,"[('samarie', 1)]",1
aparte,"[('parte', 1)]",1
cedronam,"[('cedrona', 1)]",1
isaie,"[('isaia', 1)]",1
mundo,"[('fundo', 1), ('eundo', 1), ('mundi', 1)]",3
frequenter,"[('frequentes', 1)]",1
deserto,"[('deserta', 1), ('deserti', 1)]",2
irrigare,"[('irrigari', 1)]",1
cades,"[('cedes', 1)]",1
fluuialibus,"[('pluuialibus', 1)]",1
ualde,"[('ualide', 1), ('uale', 1)]",2
militie,"[('militia', 1), ('milicie', 1)]",2
gloriose,"[('gloriosa', 1)]",1
nostri,"[('nostris', 1)]",1
alii,"[('aliis', 1), ('alibi', 1), ('alia', 1), ('alie', 1), ('alio', 1)]",5
