original_word,variants,variants_count
scribit,"[('scribi', 1)]",1
iordane,"[('iordanem', 1)]",1
ducet,"[('duces', 1), ('decet', 1), ('ducit', 1)]",3
terminatur,"[('terminantur', 1)]",1
uidetur,"[('uidentur', 1), ('uideatur', 1)]",2
penicie,"[('penice', 1), ('penicis', 1)]",2
pascua,"[('pasca', 1)]",1
beati,"[('beate', 1), ('beata', 1)]",2
uideri,"[('uiderim', 1), ('uidere', 1)]",2
caipa,"[('caipam', 1), ('caipas', 1), ('caipan', 1)]",3
prius,"[('primus', 1)]",1
botris,"[('botri', 1), ('botrus', 1), ('botros', 1), ('botrim', 1)]",4
sententia,"[('sententiam', 1)]",1
pannos,"[('annos', 1), ('panno', 1), ('pannis', 1)]",3
nodi,"[('noui', 1)]",1
galea,"[('galee', 1), ('galca', 1)]",2
planam,"[('plagam', 1), ('plana', 1)]",2
longitudine,"[('longitudinem', 1), ('logitudine', 1)]",2
partia,"[('parti', 1), ('partis', 1), ('partim', 1)]",3
satis,"[('sitis', 1), ('salis', 1)]",2
sabatis,"[('sabati', 1)]",1
factus,"[('factum', 1), ('factis', 1), ('iactus', 1), ('factos', 1)]",4
helius,"[('melius', 1), ('helias', 1)]",2
principio,"[('principis', 1)]",1
interfectis,"[('interfectus', 1)]",1
meca,"[('mea', 1)]",1
ductores,"[('doctores', 1)]",1
lipparis,"[('lippari', 1)]",1
filio,"[('filia', 1), ('filie', 1), ('folio', 1), ('filios', 1), ('filii', 1)]",5
habitant,"[('habitat', 1), ('habitans', 1)]",2
fortibus,"[('fontibus', 1)]",1
turre,"[('turrem', 1), ('turres', 1), ('terre', 1), ('turpe', 1)]",4
eunucum,"[('enucum', 1)]",1
ceteros,"[('cetero', 1), ('ceteris', 1)]",2
tria,"[('atria', 1)]",1
fine,"[('finem', 1), ('fide', 1), ('fines', 1), ('sine', 1)]",4
descriptione,"[('descriptionem', 1)]",1
poete,"[('porte', 1)]",1
amaceum,"[('araceum', 1)]",1
sententiam,"[('sententia', 1)]",1
spatiosis,"[('spatiosus', 1), ('spetiosis', 1)]",2
inferius,"[('interius', 1)]",1
quadragesima,"[('quadragesimam', 1)]",1
adenam,"[('amenam', 1)]",1
adhuc,"[('adhoc', 1)]",1
euleuterus,"[('eleuterus', 1)]",1
seon,"[('sion', 1)]",1
pelibus,"[('pedibus', 1)]",1
ioppen,"[('ioppem', 1), ('ioppes', 1), ('ioppe', 1)]",3
eufraten,"[('eufrate', 1), ('eufratem', 1)]",2
questionem,"[('questiones', 1)]",1
ieremias,"[('ieremia', 1)]",1
pauli,"[('sauli', 1), ('paulo', 1), ('pauci', 1), ('paule', 1)]",4
pectus,"[('sectus', 1), ('lectus', 1)]",2
posuit,"[('possit', 1), ('posui', 1), ('potuit', 1)]",3
accidit,"[('occidit', 1), ('accedit', 1)]",2
rubris,"[('rubri', 1)]",1
multum,"[('multam', 1), ('multus', 1)]",2
nauigari,"[('nauigaui', 1), ('nauigare', 1)]",2
ipsas,"[('ipsa', 1), ('ipsos', 1), ('ipsis', 1), ('ipsam', 1)]",4
partem,"[('artem', 1), ('partes', 1), ('partim', 1), ('parte', 1), ('portem', 1)]",5
maron,"[('aaron', 1), ('maon', 1), ('saron', 1), ('aron', 1)]",4
iussit,"[('iussi', 1)]",1
gemnim,"[('gemnin', 1), ('semnim', 1)]",2
oppidum,"[('opidum', 1)]",1
gentis,"[('gentes', 1), ('mentis', 1), ('uentis', 1)]",3
galca,"[('galea', 1)]",1
iohannem,"[('iohannes', 1), ('iohanne', 1)]",2
longa,"[('longe', 1), ('longo', 1)]",2
predicans,"[('predicant', 1)]",1
uxorem,"[('uxores', 1), ('uxore', 1)]",2
appelantur,"[('appelatur', 1)]",1
talia,"[('alia', 1), ('talis', 1)]",2
huic,"[('hic', 1), ('hunc', 1)]",2
campi,"[('campis', 1), ('campo', 1)]",2
unus,"[('ulus', 1), ('funus', 1), ('onus', 1), ('unum', 1), ('unius', 1)]",5
necessaria,"[('necessarie', 1)]",1
kaco,"[('karo', 1)]",1
tecua,"[('tecue', 1), ('tecuam', 1), ('tecta', 1)]",3
annotaui,"[('annotauit', 1)]",1
tebe,"[('tebes', 1)]",1
miliari,"[('miliare', 1), ('miliaria', 1)]",2
accedit,"[('accidit', 1)]",1
circumdata,"[('circumdat', 1), ('circumdati', 1)]",2
ualide,"[('ualido', 1), ('ualde', 1), ('calide', 1)]",3
tripoli,"[('tripolin', 1), ('tripolis', 1), ('tripolim', 1)]",3
akon,"[('akcon', 1), ('amon', 1), ('aron', 1), ('acon', 1)]",4
poterat,"[('poterant', 1)]",1
boues,"[('oues', 1), ('boue', 1)]",2
uoragine,"[('uoraginem', 1)]",1
tapnis,"[('tafnis', 1), ('tapnim', 1)]",2
missas,"[('missa', 1), ('missus', 1), ('missam', 1)]",3
curiam,"[('curia', 1)]",1
senen,"[('sienen', 1), ('senes', 1), ('semen', 1), ('senex', 1)]",4
ilic,"[('iluc', 1), ('ilis', 1), ('ili', 1)]",3
aran,"[('aram', 1), ('aron', 1), ('paran', 1), ('ara', 1)]",4
samarie,"[('sacarie', 1), ('samaria', 1)]",2
quas,"[('quos', 1), ('quam', 1), ('aquas', 1), ('quasi', 1), ('qua', 1), ('quis', 1), ('duas', 1), ('suas', 1)]",8
sortis,"[('fortis', 1), ('portis', 1), ('ortis', 1)]",3
acimelec,"[('abimelec', 1)]",1
iosepum,"[('iosepus', 1)]",1
eorundem,"[('eorumdem', 1)]",1
leucas,"[('leucis', 1), ('leuca', 1), ('lucas', 1), ('leucam', 1)]",4
habitum,"[('habitu', 1)]",1
rodus,"[('rodum', 1)]",1
patrum,"[('parum', 1), ('patrem', 1), ('petrum', 1)]",3
mons,"[('fons', 1)]",1
longitudinem,"[('longitudine', 1)]",1
nuli,"[('tuli', 1), ('nula', 1), ('uli', 1), ('nili', 1), ('nulo', 1)]",5
legi,"[('lege', 1), ('legio', 1), ('regi', 1), ('elegi', 1), ('legit', 1)]",5
cela,"[('cena', 1), ('ceila', 1), ('celo', 1), ('celi', 1)]",4
lecti,"[('tecti', 1)]",1
primus,"[('prius', 1), ('primum', 1)]",2
genuit,"[('tenuit', 1)]",1
alia,"[('talia', 1), ('alias', 1), ('aliam', 1), ('alta', 1), ('alie', 1), ('alii', 1), ('alio', 1)]",7
urbs,"[('urbi', 1), ('urbis', 1)]",2
maximas,"[('maximis', 1), ('maximus', 1), ('maxima', 1)]",3
scito,"[('cito', 1)]",1
ouibus,"[('auibus', 1), ('quibus', 1)]",2
australes,"[('australis', 1), ('australe', 1)]",2
antonii,"[('antonia', 1)]",1
presepio,"[('presepis', 1)]",1
laodotia,"[('laoditia', 1)]",1
eiusdem,"[('eisdem', 1)]",1
quarentene,"[('quarentena', 1), ('querentene', 1)]",2
casteli,"[('castelo', 1)]",1
siriam,"[('siria', 1)]",1
arecium,"[('precium', 1)]",1
anno,"[('annos', 1), ('anne', 1), ('panno', 1)]",3
misso,"[('misse', 1), ('missa', 1)]",2
uenerant,"[('generant', 1), ('uenerat', 1)]",2
rotam,"[('romam', 1), ('notam', 1), ('rotas', 1), ('totam', 1)]",4
mortuo,"[('mortus', 1), ('mortui', 1), ('mortua', 1)]",3
stent,"[('stant', 1)]",1
causam,"[('causa', 1)]",1
libani,"[('libano', 1), ('clibani', 1)]",2
iter,"[('item', 1), ('inter', 1), ('ter', 1), ('itur', 1)]",4
altam,"[('albam', 1), ('aliam', 1), ('alta', 1), ('altum', 1)]",4
magna,"[('magnam', 1), ('magnas', 1), ('magno', 1), ('manna', 1), ('magni', 1), ('magne', 1)]",6
superiores,"[('superioris', 1), ('superiorem', 1)]",2
ducunt,"[('dicunt', 1)]",1
casum,"[('casus', 1), ('carsum', 1), ('nasum', 1)]",3
bestias,"[('bestiam', 1)]",1
alto,"[('altos', 1), ('arto', 1), ('alta', 1), ('alte', 1), ('albo', 1), ('alio', 1)]",6
mire,"[('mira', 1), ('ire', 1), ('mare', 1), ('tire', 1)]",4
olei,"[('oleo', 1)]",1
antiociam,"[('antiocia', 1)]",1
rotundus,"[('rotundum', 1)]",1
adherent,"[('adherens', 1), ('adheret', 1)]",2
caudas,"[('cauda', 1)]",1
simili,"[('similis', 1), ('similia', 1)]",2
paradisum,"[('paradisus', 1)]",1
abimelec,"[('acimelec', 1)]",1
infra,"[('intra', 1)]",1
agens,"[('gens', 1)]",1
eorum,"[('horum', 1), ('forum', 1), ('eurum', 1), ('earum', 1)]",4
superiori,"[('superioris', 1), ('superior', 1)]",2
gregis,"[('greges', 1), ('regis', 1)]",2
intus,"[('initus', 1)]",1
esse,"[('iesse', 1), ('esset', 1), ('essem', 1)]",3
annuntiationi,"[('annuntiationis', 1)]",1
heredibus,"[('heresibus', 1)]",1
aracos,"[('aracus', 1), ('aracis', 1), ('aracas', 1)]",3
ulus,"[('unus', 1), ('plus', 1), ('nulus', 1)]",3
dietas,"[('dieta', 1), ('dietam', 1)]",2
rege,"[('lege', 1), ('regem', 1), ('regi', 1), ('regie', 1), ('reges', 1)]",5
pulcra,"[('pulcro', 1), ('pulcram', 1), ('pulcre', 1)]",3
plena,"[('plana', 1), ('plene', 1)]",2
principatu,"[('principatus', 1), ('principatum', 1)]",2
cole,"[('coli', 1), ('mole', 1), ('colo', 1)]",3
militiam,"[('militia', 1)]",1
ierosolimitanus,"[('ierosolimitanis', 1)]",1
serici,"[('serico', 1)]",1
priores,"[('peiores', 1)]",1
prospectus,"[('prospectum', 1)]",1
dependente,"[('dependenti', 1), ('dependentem', 1)]",2
prospectum,"[('prospectus', 1)]",1
ualido,"[('ualide', 1), ('calido', 1)]",2
dimissum,"[('demissum', 1)]",1
insulam,"[('insula', 1)]",1
terminis,"[('termini', 1), ('terminos', 1), ('terminus', 1)]",3
pocius,"[('tocius', 1)]",1
ecclesiatica,"[('ecclesiastica', 1)]",1
simonis,"[('sidonis', 1)]",1
fugere,"[('fugeret', 1)]",1
iabel,"[('abel', 1)]",1
glosa,"[('glossa', 1)]",1
stans,"[('stant', 1)]",1
fluxum,"[('fluxus', 1)]",1
alexandria,"[('alexandriam', 1), ('alexandri', 1)]",2
aracus,"[('aracos', 1), ('arcus', 1), ('aracis', 1), ('araceus', 1), ('aracas', 1)]",5
marte,"[('mare', 1), ('marie', 1), ('parte', 1), ('morte', 1)]",4
melo,"[('meo', 1), ('mel', 1), ('celo', 1), ('mele', 1), ('belo', 1)]",5
peregrini,"[('peregrino', 1), ('peregrinis', 1)]",2
multos,"[('multis', 1), ('multas', 1), ('multo', 1), ('multus', 1)]",4
interfectus,"[('interfectis', 1)]",1
astante,"[('stante', 1)]",1
greges,"[('gregis', 1), ('gregem', 1), ('reges', 1)]",3
lippari,"[('lipparis', 1)]",1
terras,"[('terris', 1), ('terram', 1), ('terra', 1)]",3
aconensis,"[('aconensi', 1)]",1
prerupti,"[('prerupte', 1), ('prerupta', 1)]",2
quedam,"[('quadam', 1), ('quemdam', 1), ('quodam', 1), ('quidam', 1)]",4
uirga,"[('uirgo', 1)]",1
babilona,"[('babilonia', 1)]",1
proiecta,"[('proiecti', 1)]",1
habetur,"[('habentur', 1)]",1
fortis,"[('sortis', 1), ('forti', 1), ('fontis', 1), ('portis', 1), ('foris', 1), ('ortis', 1)]",6
capiti,"[('capite', 1), ('capita', 1), ('capitis', 1)]",3
populus,"[('populum', 1)]",1
oues,"[('boues', 1)]",1
cilam,"[('ilam', 1), ('uilam', 1), ('ceilam', 1)]",3
peregrino,"[('peregrini', 1), ('peregrinos', 1)]",2
occultas,"[('occulta', 1)]",1
stant,"[('stent', 1), ('stans', 1), ('stante', 1), ('stat', 1)]",4
diuisiones,"[('diuisione', 1)]",1
esecielis,"[('esecieli', 1)]",1
uulcani,"[('uulcano', 1)]",1
uilis,"[('uisis', 1), ('ilis', 1), ('ualis', 1), ('uiris', 1)]",4
teutoniam,"[('teutonia', 1)]",1
arcus,"[('aracus', 1), ('marcus', 1), ('acus', 1)]",3
factis,"[('factus', 1), ('facti', 1), ('factos', 1), ('lactis', 1)]",4
palestinam,"[('palestina', 1)]",1
atamen,"[('tamen', 1)]",1
caluarie,"[('caluaria', 1)]",1
amenum,"[('amenus', 1), ('amenam', 1)]",2
soldani,"[('soldano', 1)]",1
accessus,"[('accessum', 1)]",1
betsaida,"[('betsaidam', 1)]",1
foro,"[('fore', 1)]",1
hostias,"[('hostia', 1)]",1
aquilonale,"[('aquilonali', 1)]",1
roma,"[('poma', 1), ('romam', 1), ('rama', 1)]",3
muniti,"[('muniri', 1), ('munitio', 1), ('munita', 1), ('munite', 1)]",4
fontem,"[('fonte', 1), ('fontes', 1), ('montem', 1)]",3
terris,"[('turris', 1), ('terras', 1)]",2
pueris,"[('pueri', 1)]",1
supradicte,"[('supradicto', 1)]",1
iotapata,"[('iocapata', 1)]",1
nisi,"[('nili', 1)]",1
corui,"[('cori', 1)]",1
infesta,"[('infesti', 1)]",1
mortem,"[('morem', 1), ('sortem', 1), ('morte', 1), ('montem', 1), ('portem', 1)]",5
migrauerant,"[('migrauerunt', 1)]",1
paseli,"[('pasel', 1)]",1
nudam,"[('nulam', 1), ('nuda', 1)]",2
deserta,"[('desertas', 1), ('desertam', 1), ('deserto', 1), ('deserti', 1)]",4
egiptum,"[('egiptus', 1)]",1
aliquem,"[('aliquam', 1)]",1
camelam,"[('capelam', 1), ('carmelam', 1)]",2
ridere,"[('uidere', 1)]",1
leucis,"[('leucas', 1), ('leuis', 1)]",2
ueritatem,"[('ueritates', 1), ('ueritate', 1)]",2
tiberim,"[('tiberii', 1)]",1
teutonie,"[('teutonice', 1), ('teutonia', 1)]",2
arena,"[('amena', 1), ('area', 1)]",2
latuisse,"[('lauisse', 1)]",1
uirgis,"[('uiris', 1)]",1
gentes,"[('gentis', 1), ('gente', 1)]",2
patris,"[('matris', 1), ('patres', 1)]",2
constituta,"[('constitutas', 1), ('constituto', 1)]",2
antipatridem,"[('antipatridam', 1)]",1
aliter,"[('alter', 1)]",1
nominibus,"[('hominibus', 1)]",1
habent,"[('habens', 1), ('habeant', 1), ('habet', 1), ('habeat', 1)]",4
dicebatur,"[('dicebantur', 1)]",1
discipulis,"[('discipuli', 1), ('discipulos', 1)]",2
secundo,"[('secunda', 1), ('secunde', 1)]",2
alium,"[('alius', 1), ('album', 1), ('aliam', 1), ('aliud', 1), ('palium', 1), ('altum', 1)]",6
dauidi,"[('dauid', 1)]",1
arabiam,"[('arabia', 1)]",1
nilum,"[('nilus', 1), ('nulum', 1), ('ilum', 1)]",3
monacis,"[('monacus', 1), ('monaci', 1)]",2
alias,"[('aliis', 1), ('alius', 1), ('alia', 1), ('aliam', 1), ('alios', 1)]",5
interfuit,"[('interfui', 1)]",1
sepultum,"[('sepultus', 1)]",1
sibi,"[('siri', 1), ('cibi', 1), ('ibi', 1)]",3
susan,"[('sunan', 1)]",1
persia,"[('persida', 1)]",1
absorbetur,"[('absorbitur', 1)]",1
desertas,"[('deserta', 1), ('desertam', 1), ('desertus', 1)]",3
transiuit,"[('transiui', 1)]",1
proni,"[('poni', 1), ('prona', 1)]",2
secula,"[('seculo', 1)]",1
serpentes,"[('serpentis', 1)]",1
litora,"[('litore', 1)]",1
fortissima,"[('fortissimi', 1), ('fortissime', 1)]",2
exterior,"[('exteriori', 1)]",1
dici,"[('dicti', 1), ('uici', 1), ('dixi', 1), ('duci', 1), ('dii', 1), ('dicit', 1), ('diei', 1), ('dico', 1)]",8
copinis,"[('copini', 1)]",1
peciit,"[('peciuit', 1)]",1
ritum,"[('ritu', 1), ('situm', 1), ('riuum', 1), ('titum', 1)]",4
scribo,"[('scribi', 1)]",1
uerum,"[('uerbum', 1), ('puerum', 1), ('uerus', 1), ('rerum', 1), ('uterum', 1)]",5
domine,"[('domino', 1), ('domini', 1), ('nomine', 1), ('domina', 1)]",4
stulti,"[('stultis', 1)]",1
tiirus,"[('tirus', 1)]",1
rupe,"[('rupem', 1), ('rute', 1), ('rupes', 1), ('rupi', 1)]",4
easdem,"[('eandem', 1), ('eadem', 1), ('eisdem', 1), ('eosdem', 1)]",4
nona,"[('bona', 1), ('noua', 1), ('non', 1), ('pona', 1), ('nota', 1)]",5
numerus,"[('numerum', 1)]",1
munitione,"[('munitionem', 1)]",1
cumulos,"[('tumulos', 1)]",1
soldano,"[('soldani', 1)]",1
magnus,"[('magnos', 1), ('magnum', 1), ('magnas', 1), ('magnis', 1)]",4
magnum,"[('magnam', 1), ('manum', 1), ('magnus', 1)]",3
baias,"[('baas', 1), ('bais', 1)]",2
tersa,"[('uersa', 1), ('terra', 1)]",2
ueniant,"[('ueniat', 1), ('ueniunt', 1)]",2
superioris,"[('superiores', 1), ('superiori', 1)]",2
rubeam,"[('rubeum', 1)]",1
ipsi,"[('ipsa', 1), ('ipse', 1), ('ipsis', 1), ('ipso', 1)]",4
delta,"[('deleta', 1), ('delte', 1)]",2
uoluit,"[('uolui', 1), ('uolunt', 1), ('noluit', 1)]",3
becel,"[('betel', 1)]",1
suis,"[('sui', 1), ('quis', 1), ('suos', 1), ('suas', 1), ('uuis', 1)]",5
penas,"[('penam', 1)]",1
ascensus,"[('ascensu', 1), ('ascensum', 1)]",2
populo,"[('populi', 1)]",1
fugit,"[('fuit', 1)]",1
legio,"[('regio', 1), ('legi', 1), ('legit', 1)]",3
idem,"[('item', 1), ('fidem', 1), ('ideo', 1), ('eidem', 1)]",4
matrim,"[('matri', 1), ('matrem', 1), ('matris', 1)]",3
bersan,"[('betsan', 1)]",1
locus,"[('locis', 1), ('lacus', 1), ('locum', 1)]",3
kalendis,"[('alendis', 1)]",1
pendens,"[('tendens', 1)]",1
tribu,"[('tribum', 1), ('tribui', 1), ('tribus', 1)]",3
tracones,"[('traconem', 1)]",1
testitudines,"[('testitudine', 1), ('testitudinem', 1)]",2
aliam,"[('albam', 1), ('alia', 1), ('altam', 1), ('alium', 1), ('alias', 1)]",5
moriens,"[('oriens', 1)]",1
sauli,"[('pauli', 1), ('saule', 1), ('saul', 1), ('saulis', 1)]",4
principales,"[('principalem', 1)]",1
iessen,"[('iesse', 1)]",1
ilas,"[('ilam', 1), ('ilis', 1), ('ila', 1)]",3
inuolutus,"[('inuolutum', 1)]",1
litus,"[('latus', 1), ('situs', 1)]",2
opere,"[('opera', 1)]",1
ciues,"[('diues', 1)]",1
maximis,"[('maximas', 1), ('maximus', 1)]",2
infinitos,"[('infinitas', 1), ('infinitis', 1)]",2
paralippomeni,"[('paralipomeni', 1)]",1
episcopus,"[('episcopos', 1), ('episcopis', 1)]",2
petri,"[('petra', 1), ('petre', 1)]",2
dixi,"[('dici', 1), ('dii', 1), ('diei', 1), ('dixit', 1)]",4
manu,"[('manum', 1), ('mane', 1)]",2
beteron,"[('betoron', 1)]",1
matrem,"[('patrem', 1), ('matrim', 1)]",2
forum,"[('horum', 1), ('eorum', 1), ('florum', 1)]",3
rose,"[('rore', 1), ('ros', 1), ('rase', 1)]",3
umbram,"[('umbra', 1)]",1
rediit,"[('redii', 1)]",1
recedenti,"[('precedenti', 1)]",1
apud,"[('capud', 1)]",1
dicebant,"[('dicebat', 1)]",1
uidit,"[('uadit', 1), ('uidi', 1), ('uiuit', 1), ('uidet', 1)]",4
uilam,"[('ilam', 1), ('cilam', 1), ('uila', 1), ('uitam', 1), ('uiam', 1)]",5
nomina,"[('nomine', 1), ('domina', 1)]",2
irrigatur,"[('irrigantur', 1)]",1
armorum,"[('arborum', 1)]",1
monaco,"[('monaci', 1)]",1
salomon,"[('salomone', 1)]",1
delicatus,"[('delicatum', 1)]",1
eleutereo,"[('eleutero', 1)]",1
destructam,"[('destructa', 1), ('destructum', 1)]",2
dicatur,"[('dicetur', 1), ('dicitur', 1)]",2
nula,"[('nulam', 1), ('nuli', 1), ('nulo', 1), ('nuda', 1)]",4
presens,"[('prebens', 1)]",1
sion,"[('sior', 1), ('sidon', 1), ('seon', 1), ('gion', 1), ('sin', 1)]",5
peregrinis,"[('peregrini', 1), ('peregrinos', 1)]",2
puerum,"[('uerum', 1)]",1
etati,"[('metati', 1), ('etatis', 1)]",2
desertam,"[('deserta', 1), ('desertas', 1), ('desertum', 1)]",3
pectora,"[('pecora', 1)]",1
imundi,"[('mundi', 1)]",1
plumbo,"[('plumbi', 1)]",1
laneam,"[('laneum', 1), ('lineam', 1)]",2
memoriam,"[('memoria', 1)]",1
certe,"[('certo', 1)]",1
dictis,"[('dicti', 1), ('dictus', 1)]",2
botrum,"[('botum', 1), ('botrus', 1), ('botrim', 1)]",3
principatus,"[('principatu', 1), ('principatum', 1)]",2
generent,"[('tenerent', 1), ('generant', 1)]",2
extendit,"[('extendat', 1)]",1
uides,"[('uidet', 1), ('uideo', 1), ('uidens', 1)]",3
metati,"[('etati', 1)]",1
delicati,"[('delicata', 1)]",1
monumenta,"[('monumenti', 1)]",1
remi,"[('regi', 1), ('rem', 1), ('rei', 1)]",3
infinitas,"[('infinitos', 1), ('infinitis', 1)]",2
mirabiles,"[('mirabile', 1), ('mirabilem', 1), ('mirabilis', 1)]",3
ramases,"[('ramasses', 1)]",1
misse,"[('misso', 1), ('missa', 1)]",2
lombardia,"[('lonbardia', 1)]",1
quantitate,"[('quantitatem', 1)]",1
paulus,"[('paulum', 1)]",1
genua,"[('ienua', 1)]",1
leuce,"[('luce', 1), ('leuca', 1)]",2
meis,"[('melis', 1), ('eis', 1)]",2
uolunt,"[('uoluit', 1), ('colunt', 1)]",2
spatiosus,"[('spatiosis', 1)]",1
principis,"[('principes', 1), ('principio', 1)]",2
mensam,"[('mensa', 1)]",1
sterquilinii,"[('sterquilini', 1)]",1
gestu,"[('gesta', 1)]",1
portum,"[('ortum', 1), ('portam', 1), ('portu', 1), ('portus', 1), ('potum', 1), ('portem', 1)]",6
aliqui,"[('aliquid', 1), ('aliquo', 1), ('aliqua', 1), ('aliquis', 1)]",4
uoraginem,"[('uoragine', 1)]",1
capele,"[('capela', 1)]",1
uiridis,"[('uirilis', 1)]",1
templi,"[('templa', 1), ('templo', 1)]",2
umquam,"[('numquam', 1), ('unquam', 1), ('usquam', 1)]",3
iepore,"[('sepore', 1)]",1
carsum,"[('casum', 1), ('cursum', 1)]",2
turingiam,"[('turingia', 1)]",1
mole,"[('cole', 1), ('mele', 1)]",2
antiqui,"[('antiquo', 1), ('antiqua', 1)]",2
anacot,"[('anacat', 1), ('anatot', 1)]",2
deus,"[('deum', 1)]",1
superficie,"[('superficies', 1), ('superificie', 1)]",2
uineis,"[('uineas', 1), ('uinetis', 1)]",2
origente,"[('oriente', 1)]",1
genero,"[('genera', 1), ('genere', 1)]",2
mane,"[('manu', 1), ('mare', 1), ('pane', 1), ('magne', 1), ('manet', 1)]",5
aquiloni,"[('aquilone', 1), ('aquilonis', 1)]",2
duci,"[('dici', 1), ('ducit', 1)]",2
tigri,"[('tigrim', 1), ('tiri', 1)]",2
poterant,"[('poterunt', 1), ('poterat', 1)]",2
portam,"[('portum', 1), ('porta', 1), ('portat', 1), ('portem', 1)]",4
tepet,"[('sepet', 1), ('topet', 1)]",2
araceum,"[('amaceum', 1), ('araceus', 1)]",2
nemine,"[('nemini', 1), ('femine', 1), ('nomine', 1)]",3
diem,"[('dies', 1), ('die', 1), ('diei', 1)]",3
uisum,"[('uisu', 1), ('uisus', 1), ('uinum', 1)]",3
habens,"[('habes', 1), ('habent', 1)]",2
nobilissima,"[('nobilissime', 1), ('nobilissimo', 1)]",2
paulo,"[('pauli', 1), ('paule', 1)]",2
profundum,"[('profundam', 1)]",1
herodes,"[('herode', 1), ('herodis', 1)]",2
templo,"[('templa', 1), ('templi', 1)]",2
tenuit,"[('genuit', 1)]",1
noua,"[('nouo', 1), ('nona', 1), ('noui', 1), ('nota', 1), ('noue', 1)]",5
pilippi,"[('pilippo', 1)]",1
nemini,"[('nemine', 1)]",1
pueri,"[('pueris', 1), ('ueri', 1), ('puero', 1), ('puer', 1)]",4
gregem,"[('regem', 1), ('greges', 1)]",2
descendes,"[('descendens', 1)]",1
incidit,"[('incipit', 1)]",1
caipam,"[('caipa', 1), ('caipas', 1), ('caipan', 1)]",3
possemus,"[('possumus', 1)]",1
multam,"[('multa', 1), ('multum', 1), ('multas', 1)]",3
eliopolis,"[('eliopolim', 1), ('eliopoli', 1)]",2
ioppes,"[('ioppem', 1), ('ioppen', 1), ('ioppe', 1)]",3
sepe,"[('sepet', 1), ('cepe', 1), ('spe', 1)]",3
oculis,"[('oculos', 1)]",1
amon,"[('akon', 1), ('aron', 1), ('acon', 1), ('amos', 1)]",4
mergat,"[('margat', 1)]",1
desertus,"[('desertas', 1), ('desertum', 1)]",2
tuos,"[('quos', 1), ('tuo', 1), ('duos', 1), ('suos', 1), ('uos', 1)]",5
uale,"[('uali', 1), ('uile', 1), ('uales', 1), ('ualde', 1), ('ualem', 1), ('tale', 1), ('ualeo', 1)]",7
facto,"[('facti', 1), ('factos', 1), ('facte', 1), ('facta', 1)]",4
lacus,"[('latus', 1), ('locus', 1), ('acus', 1), ('lacis', 1), ('lacius', 1)]",5
istas,"[('istam', 1), ('istis', 1), ('istos', 1), ('ista', 1)]",4
cetero,"[('ceteros', 1), ('cetera', 1), ('cetere', 1)]",3
pecora,"[('peiora', 1), ('pectora', 1)]",2
uita,"[('uite', 1), ('uina', 1), ('uila', 1), ('uitam', 1), ('sita', 1), ('uia', 1), ('ita', 1)]",7
uales,"[('uale', 1), ('ualis', 1), ('quales', 1), ('uates', 1), ('ualem', 1), ('tales', 1), ('ualeo', 1)]",7
principalem,"[('principales', 1)]",1
sedens,"[('sedes', 1)]",1
mensa,"[('mensam', 1), ('menia', 1), ('mense', 1)]",3
olerum,"[('oleum', 1)]",1
firmus,"[('firmum', 1)]",1
sedem,"[('sedes', 1), ('pedem', 1)]",2
ruina,"[('uina', 1), ('ruine', 1), ('ruinas', 1)]",3
ilorum,"[('ilarum', 1), ('florum', 1)]",2
quosdam,"[('quoddam', 1), ('quodam', 1), ('quondam', 1)]",3
pisces,"[('piscem', 1)]",1
confitentur,"[('confitetur', 1)]",1
beritum,"[('berictum', 1), ('beritus', 1), ('bericum', 1)]",3
uadis,"[('uadit', 1), ('ualis', 1)]",2
magis,"[('magi', 1), ('magos', 1), ('magnis', 1), ('maris', 1), ('malis', 1)]",5
tiberiadem,"[('tiberiade', 1)]",1
facit,"[('facie', 1), ('fecit', 1)]",2
solis,"[('salis', 1), ('solus', 1), ('colis', 1), ('soli', 1), ('solos', 1)]",5
caloris,"[('coloris', 1)]",1
oculos,"[('oculis', 1)]",1
lineum,"[('laneum', 1), ('sineum', 1), ('lineam', 1)]",3
fidem,"[('finem', 1), ('idem', 1), ('fide', 1), ('eidem', 1)]",4
alta,"[('apta', 1), ('alia', 1), ('altam', 1), ('alto', 1), ('alte', 1), ('auta', 1)]",6
regi,"[('regia', 1), ('regio', 1), ('legi', 1), ('rege', 1), ('remi', 1), ('regni', 1), ('regis', 1), ('regie', 1), ('rei', 1)]",9
gerasa,"[('gerasam', 1)]",1
complanata,"[('complanato', 1)]",1
prelati,"[('prelatis', 1)]",1
inueni,"[('inuenio', 1), ('inuenit', 1)]",2
stepani,"[('stefani', 1)]",1
sectus,"[('secus', 1), ('pectus', 1), ('sextus', 1), ('lectus', 1), ('secutus', 1)]",5
hominum,"[('dominum', 1), ('hominem', 1)]",2
miror,"[('minor', 1)]",1
fonte,"[('fontem', 1), ('forte', 1), ('fontes', 1), ('fronte', 1), ('monte', 1)]",5
cena,"[('cene', 1), ('cela', 1), ('cana', 1)]",3
terram,"[('terras', 1), ('terra', 1)]",2
abbates,"[('abbatem', 1), ('abates', 1)]",2
arciepiscopi,"[('arciepiscopis', 1)]",1
descripsi,"[('descripsit', 1)]",1
dispositionem,"[('dispositione', 1)]",1
prime,"[('prima', 1), ('primo', 1)]",2
