original_word,variants,variants_count
ecce,"[('ecco', 1)]",1
sinistris,"[('ministris', 1)]",1
honorem,"[('honore', 1)]",1
iactus,"[('iactum', 1), ('factus', 1)]",2
ilius,"[('filius', 1), ('alius', 1), ('ilis', 1)]",3
prospectu,"[('prospectus', 1)]",1
ananeel,"[('annaneel', 1)]",1
modicum,"[('modicam', 1), ('modicus', 1)]",2
deuotione,"[('deuotionem', 1)]",1
cruce,"[('crucem', 1)]",1
traditores,"[('traditorem', 1)]",1
regia,"[('regis', 1), ('regie', 1), ('regio', 1)]",3
ducant,"[('ducunt', 1)]",1
uersus,"[('euersus', 1)]",1
primam,"[('prima', 1)]",1
regalis,"[('gregalis', 1), ('regales', 1)]",2
distans,"[('distant', 1)]",1
iturea,"[('ituream', 1)]",1
orientale,"[('orientalem', 1), ('orientali', 1)]",2
salis,"[('solis', 1), ('salim', 1), ('satis', 1), ('ualis', 1), ('saulis', 1)]",5
uideo,"[('uidet', 1), ('ideo', 1)]",2
nouo,"[('nobo', 1)]",1
lapidem,"[('lapidum', 1), ('lapide', 1)]",2
aquarum,"[('quarum', 1)]",1
australis,"[('australi', 1), ('australes', 1)]",2
maximam,"[('maxima', 1)]",1
gala,"[('gasa', 1), ('pala', 1)]",2
bibliam,"[('biblium', 1)]",1
rupem,"[('rupes', 1), ('rupe', 1)]",2
aram,"[('adam', 1), ('eram', 1), ('aream', 1), ('aran', 1), ('axam', 1)]",5
betulia,"[('betulie', 1), ('betuliam', 1)]",2
impressio,"[('impression', 1)]",1
cristianus,"[('cristianis', 1)]",1
facili,"[('facile', 1)]",1
possit,"[('possint', 1), ('posset', 1), ('posuit', 1)]",3
bonis,"[('bonas', 1), ('bonus', 1)]",2
betsan,"[('betsam', 1)]",1
septemtrionali,"[('septemtrionale', 1)]",1
lectori,"[('lector', 1)]",1
munitissima,"[('munitisima', 1)]",1
spiritus,"[('spiritu', 1)]",1
betel,"[('betei', 1)]",1
celebraui,"[('celeberaui', 1)]",1
canna,"[('canne', 1), ('cana', 1), ('manna', 1)]",3
meam,"[('meum', 1), ('eam', 1)]",2
pariete,"[('parietes', 1)]",1
propetam,"[('propeta', 1), ('propetas', 1)]",2
abrabam,"[('abraham', 1)]",1
dietam,"[('dietas', 1)]",1
palestina,"[('palestine', 1)]",1
samariam,"[('samaria', 1)]",1
impressionem,"[('impressiones', 1)]",1
petra,"[('petri', 1), ('petram', 1)]",2
domini,"[('domine', 1), ('domino', 1), ('domina', 1)]",3
rupi,"[('rupe', 1), ('rupis', 1)]",2
nauis,"[('nauim', 1)]",1
conflictum,"[('conflictus', 1)]",1
habere,"[('haberet', 1)]",1
iesse,"[('esse', 1)]",1
ecclesias,"[('ecclesiis', 1), ('ecclesia', 1), ('ecclesiam', 1)]",3
tanta,"[('tante', 1), ('tantam', 1)]",2
ituream,"[('iturea', 1)]",1
pares,"[('partes', 1), ('pars', 1)]",2
pauit,"[('lauit', 1)]",1
diuisa,"[('diuisi', 1), ('diuisas', 1)]",2
nota,"[('nona', 1), ('nata', 1), ('tota', 1)]",3
orietem,"[('orientem', 1)]",1
occurit,"[('occurrit', 1)]",1
suficiet,"[('suficit', 1), ('suficient', 1)]",2
totus,"[('totis', 1), ('totum', 1)]",2
ositus,"[('situs', 1)]",1
orti,"[('ortis', 1)]",1
galgala,"[('galgata', 1)]",1
omne,"[('omni', 1), ('omnes', 1), ('omnem', 1)]",3
circuitus,"[('circuitu', 1), ('circuitum', 1)]",2
tobie,"[('tobia', 1)]",1
iterum,"[('uterum', 1)]",1
sancti,"[('sancto', 1), ('sancte', 1), ('sacti', 1), ('sancta', 1)]",4
dabir,"[('abir', 1)]",1
esset,"[('essent', 1), ('essem', 1), ('esse', 1)]",3
codes,"[('cades', 1), ('cedes', 1)]",2
cristi,"[('cristo', 1)]",1
domino,"[('domine', 1), ('domini', 1), ('domina', 1)]",3
longo,"[('longe', 1), ('longos', 1), ('longa', 1)]",3
dicebtur,"[('dicebatur', 1), ('dicetur', 1)]",2
nostris,"[('nostri', 1), ('nostis', 1)]",2
iuda,"[('iudea', 1)]",1
fructus,"[('fructum', 1), ('fructu', 1)]",2
carmeli,"[('carmelo', 1)]",1
uini,"[('uidi', 1), ('uiui', 1)]",2
tabernaculi,"[('tabernacula', 1)]",1
balac,"[('barac', 1)]",1
site,"[('sita', 1), ('siue', 1), ('sit', 1)]",3
fuit,"[('fugit', 1), ('fluit', 1), ('fui', 1)]",3
quos,"[('suos', 1), ('quot', 1), ('uos', 1), ('quo', 1), ('quis', 1), ('duos', 1), ('quas', 1), ('quod', 1)]",8
planicie,"[('planicies', 1), ('planitie', 1), ('planiciem', 1)]",3
quarum,"[('quorum', 1), ('aquarum', 1), ('duarum', 1)]",3
regis,"[('regia', 1), ('regie', 1), ('regio', 1), ('reges', 1), ('gregis', 1)]",5
penitia,"[('penitiam', 1)]",1
mentis,"[('uentis', 1), ('montis', 1)]",2
iacot,"[('iacob', 1), ('iacos', 1)]",2
marie,"[('maris', 1), ('mare', 1), ('maria', 1), ('marte', 1), ('mari', 1)]",5
diuisone,"[('diuisione', 1)]",1
penicis,"[('penicie', 1)]",1
capela,"[('capelam', 1), ('capele', 1)]",2
multa,"[('multi', 1), ('multo', 1), ('multe', 1), ('multas', 1)]",4
transit,"[('transito', 1)]",1
botrus,"[('botrum', 1)]",1
campestria,"[('campestris', 1), ('campestra', 1)]",2
pelem,"[('pedem', 1)]",1
torrente,"[('torrentem', 1)]",1
huius,"[('cuius', 1), ('humus', 1)]",2
sancta,"[('sanctam', 1), ('sancto', 1), ('sancte', 1), ('sancti', 1)]",4
terminum,"[('terminus', 1)]",1
pilisteis,"[('pilistei', 1)]",1
tecti,"[('tecto', 1)]",1
caipas,"[('caipam', 1)]",1
latitudinem,"[('latitudine', 1)]",1
quam,"[('suam', 1), ('aquam', 1), ('qua', 1), ('quas', 1), ('quem', 1)]",5
mecum,"[('meum', 1)]",1
deficit,"[('defixit', 1)]",1
deuotionem,"[('deuotione', 1)]",1
orientali,"[('orientale', 1), ('orientalis', 1)]",2
recolo,"[('rocolo', 1)]",1
humum,"[('humus', 1)]",1
possunt,"[('possint', 1), ('possent', 1)]",2
forte,"[('porte', 1), ('fonte', 1), ('fortes', 1)]",3
arabie,"[('arabia', 1)]",1
austro,"[('austri', 1)]",1
durat,"[('duram', 1)]",1
lauit,"[('pauit', 1), ('latuit', 1)]",2
longus,"[('longos', 1)]",1
nobilissimo,"[('nobilissime', 1), ('nobilissima', 1)]",2
cede,"[('pede', 1), ('cedes', 1)]",2
ipsis,"[('ipsi', 1), ('ipsius', 1), ('ipsas', 1)]",3
nabat,"[('nabal', 1), ('nabot', 1)]",2
tunc,"[('nunc', 1)]",1
sciret,"[('scire', 1)]",1
ortus,"[('ortum', 1), ('portus', 1), ('ortis', 1)]",3
gasa,"[('gasam', 1), ('gala', 1)]",2
magno,"[('magne', 1), ('magnos', 1), ('magni', 1), ('magna', 1)]",4
iudea,"[('iudeam', 1), ('iudee', 1), ('iuda', 1), ('iudei', 1)]",4
cardini,"[('cardins', 1), ('cardin', 1)]",2
canne,"[('canna', 1)]",1
uera,"[('uere', 1), ('uersa', 1), ('uero', 1)]",3
numquam,"[('umquam', 1)]",1
plana,"[('planam', 1), ('plena', 1), ('plane', 1)]",3
campum,"[('campus', 1)]",1
orietalis,"[('orientalis', 1)]",1
bonas,"[('bona', 1), ('ionas', 1), ('bonis', 1), ('bonam', 1), ('bonus', 1)]",5
sisaram,"[('sisara', 1)]",1
gute,"[('aute', 1)]",1
ciuitate,"[('ciuitates', 1), ('ciuitatem', 1)]",2
rarum,"[('parum', 1), ('rerum', 1)]",2
uestre,"[('uestri', 1)]",1
uile,"[('ile', 1), ('uale', 1), ('uila', 1), ('uie', 1)]",4
menia,"[('mensa', 1), ('media', 1)]",2
ilis,"[('ilius', 1), ('ilos', 1), ('ili', 1), ('uilis', 1)]",4
regem,"[('regum', 1), ('reges', 1), ('rege', 1)]",3
ergo,"[('ego', 1)]",1
adhunc,"[('adhuc', 1)]",1
petram,"[('petra', 1)]",1
primo,"[('prime', 1), ('prima', 1)]",2
cristo,"[('cristi', 1)]",1
metropolis,"[('metropolim', 1)]",1
quidem,"[('quidam', 1)]",1
terra,"[('tersa', 1), ('terram', 1), ('terre', 1)]",3
filiis,"[('filius', 1), ('filii', 1)]",2
nobis,"[('uobis', 1)]",1
silo,"[('ilo', 1), ('siloe', 1)]",2
occidentis,"[('occidenti', 1)]",1
seis,"[('suis', 1), ('seir', 1), ('eis', 1)]",3
maior,"[('maiore', 1)]",1
sufitiat,"[('sufitiant', 1)]",1
causa,"[('causam', 1)]",1
gregalis,"[('regalis', 1)]",1
istam,"[('istum', 1), ('ista', 1)]",2
babilonia,"[('babilonis', 1)]",1
uidi,"[('uidit', 1), ('uini', 1), ('uiui', 1)]",3
finem,"[('fine', 1)]",1
fortes,"[('forte', 1), ('fontes', 1), ('fortis', 1)]",3
turris,"[('turrim', 1), ('turres', 1)]",2
idumea,"[('idumeo', 1)]",1
regales,"[('regalis', 1)]",1
ualem,"[('uale', 1), ('ualet', 1)]",2
palam,"[('palmam', 1), ('pala', 1)]",2
ecclesia,"[('ecclesie', 1), ('ecclesias', 1), ('ecclesiam', 1)]",3
circuitu,"[('circuitus', 1), ('circuitum', 1)]",2
australi,"[('australe', 1), ('australis', 1)]",2
iudei,"[('iudee', 1), ('iudea', 1)]",2
beate,"[('beati', 1), ('beata', 1)]",2
parti,"[('parte', 1), ('partim', 1)]",2
egipti,"[('egipto', 1)]",1
armenia,"[('armena', 1)]",1
fontes,"[('fonte', 1), ('montes', 1), ('fortes', 1), ('fontis', 1), ('fontem', 1)]",5
comrehendi,"[('comprehendi', 1)]",1
quodam,"[('quoddam', 1), ('quadam', 1), ('quidam', 1), ('quondam', 1), ('quedam', 1)]",5
circuitum,"[('circuitus', 1), ('circuitu', 1)]",2
fluuius,"[('fluuium', 1)]",1
galileam,"[('galilea', 1)]",1
dexteram,"[('dextram', 1)]",1
castelum,"[('caselum', 1)]",1
agitur,"[('igitur', 1)]",1
discipulos,"[('discipulis', 1)]",1
habitabant,"[('habitabat', 1)]",1
quibus,"[('auibus', 1)]",1
iesum,"[('iesu', 1), ('ipsum', 1), ('iesus', 1)]",3
antiqua,"[('antiquam', 1), ('antiquo', 1)]",2
estimari,"[('estimare', 1)]",1
contingit,"[('contigit', 1)]",1
comunitur,"[('comuniter', 1)]",1
magnos,"[('magnus', 1), ('magnas', 1), ('magno', 1)]",3
auibus,"[('quibus', 1)]",1
generis,"[('genesis', 1)]",1
plagas,"[('plagam', 1)]",1
quid,"[('qui', 1), ('quin', 1), ('quis', 1), ('quod', 1), ('quia', 1)]",5
regium,"[('regum', 1), ('regnum', 1)]",2
hiis,"[('hii', 1)]",1
caselum,"[('castelum', 1)]",1
uenit,"[('ueniat', 1)]",1
multis,"[('multi', 1), ('multos', 1), ('multas', 1)]",3
portus,"[('ortus', 1)]",1
naim,"[('nauim', 1)]",1
crucem,"[('cruce', 1)]",1
tabernacula,"[('tabernaculi', 1)]",1
intra,"[('intrat', 1), ('infra', 1)]",2
regie,"[('regia', 1), ('regis', 1), ('regio', 1), ('rege', 1)]",4
pedes,"[('sedes', 1), ('pede', 1), ('pedem', 1), ('cedes', 1)]",4
occidit,"[('accidit', 1)]",1
habundans,"[('habundant', 1)]",1
spelunca,"[('speluncam', 1)]",1
ipsum,"[('iesum', 1), ('ipsam', 1)]",2
ilos,"[('flos', 1), ('ilo', 1), ('ilis', 1)]",3
antiocia,"[('antiociam', 1)]",1
mirabilia,"[('mirabilis', 1)]",1
uideat,"[('uidet', 1)]",1
medium,"[('mediam', 1)]",1
acconensi,"[('aconensi', 1)]",1
paulatim,"[('palatim', 1)]",1
aquas,"[('aquam', 1), ('aqua', 1), ('aquis', 1), ('quas', 1)]",4
occidentem,"[('occidente', 1)]",1
campus,"[('campum', 1)]",1
betleem,"[('betlehem', 1), ('betlesem', 1)]",2
distant,"[('distent', 1), ('distans', 1), ('distat', 1)]",3
distinctionem,"[('distinctione', 1)]",1
procededo,"[('procedendo', 1)]",1
iesus,"[('iesu', 1), ('iesum', 1)]",2
quasi,"[('quas', 1)]",1
tabule,"[('tabula', 1)]",1
tantam,"[('tantum', 1), ('tanta', 1)]",2
ipsam,"[('ipsa', 1), ('ipsum', 1), ('ipsas', 1)]",3
secunda,"[('secundam', 1)]",1
occidentalis,"[('occidentali', 1)]",1
dextram,"[('dextra', 1), ('dexteram', 1)]",2
maria,"[('maris', 1), ('marie', 1), ('moria', 1), ('mariam', 1), ('mari', 1)]",5
eidem,"[('idem', 1), ('eadem', 1), ('eodem', 1)]",3
ceteras,"[('cetera', 1), ('ceteris', 1)]",2
piscine,"[('piscina', 1), ('pistine', 1)]",2
humus,"[('huius', 1), ('humum', 1)]",2
aliud,"[('alius', 1)]",1
rupis,"[('rupes', 1), ('rupi', 1)]",2
austri,"[('austro', 1)]",1
quidam,"[('quadam', 1), ('quidem', 1), ('quodam', 1), ('quedam', 1)]",4
fuerat,"[('fuerit', 1)]",1
intrat,"[('intra', 1)]",1
istis,"[('isti', 1), ('istos', 1)]",2
propete,"[('propeta', 1)]",1
legitur,"[('tegitur', 1)]",1
uidentur,"[('uidetur', 1)]",1
magni,"[('magne', 1), ('magno', 1), ('magna', 1)]",3
honore,"[('honorem', 1)]",1
comprehendi,"[('comrehendi', 1)]",1
celo,"[('celos', 1), ('melo', 1), ('celi', 1)]",3
superficies,"[('superficie', 1)]",1
bonam,"[('bona', 1), ('bonas', 1), ('ponam', 1)]",3
regio,"[('regia', 1), ('regis', 1), ('regie', 1)]",3
montem,"[('monte', 1), ('montes', 1), ('fontem', 1)]",3
alio,"[('alii', 1), ('alia', 1), ('alto', 1), ('alie', 1)]",4
rubra,"[('rubri', 1)]",1
uinum,"[('unum', 1)]",1
iordane,"[('iordanem', 1)]",1
cana,"[('canna', 1)]",1
aute,"[('aut', 1), ('autem', 1), ('gute', 1), ('ante', 1)]",4
uidetur,"[('uidentur', 1)]",1
penicie,"[('penicis', 1)]",1
nebulosa,"[('nebulose', 1)]",1
beati,"[('beate', 1), ('beata', 1)]",2
eseciele,"[('esecielem', 1), ('eseciel', 1)]",2
mirum,"[('murum', 1), ('tirum', 1)]",2
fontis,"[('fontes', 1), ('montis', 1), ('fortis', 1)]",3
centum,"[('centrum', 1)]",1
aquis,"[('aquas', 1), ('quis', 1)]",2
prius,"[('primus', 1)]",1
descendentes,"[('descendentis', 1)]",1
uentis,"[('uenti', 1), ('mentis', 1)]",2
barac,"[('balac', 1)]",1
duabus,"[('duobus', 1)]",1
hermoniim,"[('hermonium', 1)]",1
tertia,"[('tertiam', 1)]",1
planam,"[('plagam', 1), ('plana', 1)]",2
declinando,"[('decinando', 1)]",1
orientalis,"[('orientali', 1), ('orietalis', 1)]",2
longitudine,"[('longitudinem', 1)]",1
reges,"[('regis', 1), ('regem', 1), ('rege', 1), ('greges', 1)]",4
amena,"[('arena', 1), ('armena', 1)]",2
quis,"[('qui', 1), ('suis', 1), ('quin', 1), ('quos', 1), ('quid', 1), ('aquis', 1), ('quas', 1), ('quia', 1)]",8
satis,"[('sitis', 1), ('salis', 1)]",2
duorum,"[('quorum', 1), ('duarum', 1)]",2
factus,"[('factum', 1), ('iactus', 1), ('factis', 1)]",3
corporeis,"[('corporis', 1)]",1
media,"[('mediam', 1), ('medio', 1), ('medi', 1), ('menia', 1)]",4
situs,"[('sitis', 1), ('litus', 1), ('situm', 1), ('ositus', 1), ('sitas', 1)]",5
posset,"[('possem', 1), ('posse', 1), ('possent', 1), ('possit', 1)]",4
operatus,"[('operates', 1)]",1
tabula,"[('tabulam', 1), ('tabulas', 1), ('tabule', 1)]",3
baptiste,"[('baptista', 1)]",1
ortis,"[('orti', 1), ('ortus', 1), ('sortis', 1), ('fortis', 1)]",4
tantumdem,"[('tantundem', 1)]",1
propetas,"[('propeta', 1), ('propetam', 1)]",2
filio,"[('filii', 1)]",1
ualis,"[('salis', 1), ('uilis', 1)]",2
occidente,"[('occidenti', 1), ('occidentem', 1)]",2
melis,"[('melius', 1)]",1
turre,"[('turres', 1), ('terre', 1)]",2
uestris,"[('uestri', 1)]",1
facile,"[('acile', 1), ('facili', 1)]",2
incipit,"[('incidit', 1)]",1
fine,"[('finem', 1)]",1
ducentem,"[('docentem', 1)]",1
urna,"[('una', 1)]",1
descendit,"[('descendat', 1), ('decendit', 1)]",2
carmelus,"[('carmelum', 1)]",1
palmam,"[('palma', 1), ('palam', 1)]",2
granis,"[('grandis', 1)]",1
distinctione,"[('distinctionem', 1)]",1
arca,"[('area', 1)]",1
cesarea,"[('cesaream', 1), ('cesaree', 1), ('cesarem', 1)]",3
efluit,"[('defluit', 1), ('fluit', 1)]",2
tirum,"[('tirus', 1), ('mirum', 1)]",2
modicus,"[('modicum', 1)]",1
distat,"[('distant', 1)]",1
colis,"[('solis', 1)]",1
statuam,"[('statua', 1)]",1
decendit,"[('descendit', 1)]",1
adhuc,"[('adhunc', 1)]",1
quadrati,"[('quadrata', 1)]",1
siue,"[('site', 1)]",1
noctem,"[('nocte', 1)]",1
fons,"[('mons', 1)]",1
hinc,"[('hanc', 1), ('honc', 1)]",2
alter,"[('altera', 1)]",1
omnis,"[('omnia', 1), ('omni', 1), ('omnes', 1), ('omnibs', 1)]",4
terminus,"[('terminos', 1), ('terminum', 1)]",2
monti,"[('monte', 1), ('montis', 1)]",2
uidens,"[('uadens', 1)]",1
melius,"[('melis', 1)]",1
milicie,"[('militie', 1)]",1
beata,"[('beate', 1), ('beati', 1)]",2
posuit,"[('possit', 1), ('posui', 1)]",2
aqilonem,"[('aquilonem', 1)]",1
accidit,"[('occidit', 1), ('accedit', 1)]",2
sepulcro,"[('sepulcri', 1)]",1
traditorem,"[('traditores', 1)]",1
duos,"[('suos', 1), ('quos', 1), ('uos', 1), ('duo', 1), ('duas', 1)]",5
betuliam,"[('betulia', 1)]",1
ipsas,"[('ipsa', 1), ('ipsis', 1), ('ipsam', 1)]",3
tandem,"[('eandem', 1)]",1
ministris,"[('sinistris', 1)]",1
partem,"[('partes', 1), ('parte', 1), ('partim', 1)]",3
secundum,"[('secundam', 1)]",1
maron,"[('maon', 1), ('aaron', 1)]",2
dora,"[('hora', 1)]",1
dominum,"[('hominum', 1), ('dominus', 1)]",2
missus,"[('missas', 1)]",1
nunc,"[('tunc', 1)]",1
cilitia,"[('militia', 1)]",1
lineas,"[('lineam', 1), ('linea', 1)]",2
camelos,"[('camelis', 1)]",1
marmore,"[('marmoree', 1)]",1
castro,"[('castra', 1)]",1
iohannem,"[('iohannes', 1)]",1
habentem,"[('habentes', 1)]",1
longa,"[('longe', 1), ('longo', 1)]",2
usque,"[('usqe', 1)]",1
ducitur,"[('dicitur', 1)]",1
pluuiam,"[('pluuia', 1)]",1
lagi,"[('legi', 1)]",1
ualet,"[('ualete', 1), ('uale', 1), ('ualem', 1)]",3
appelantur,"[('appelatur', 1)]",1
erat,"[('erant', 1), ('eram', 1)]",2
tecto,"[('tecti', 1)]",1
sisara,"[('sisaram', 1)]",1
pala,"[('palma', 1), ('gala', 1), ('palam', 1)]",3
errant,"[('erant', 1)]",1
uniam,"[('uiam', 1), ('unam', 1)]",2
desertum,"[('desertus', 1)]",1
oliuetis,"[('oliueti', 1)]",1
unus,"[('unum', 1), ('unius', 1)]",2
betei,"[('betel', 1)]",1
decolatum,"[('decolatus', 1)]",1
circumdati,"[('circumdat', 1), ('circumdata', 1)]",2
tecua,"[('tecue', 1)]",1
metropolim,"[('metropolis', 1)]",1
ubique,"[('ibique', 1)]",1
mesopotamia,"[('mesopotamiam', 1)]",1
munitus,"[('munitum', 1)]",1
utroque,"[('utraque', 1)]",1
dedit,"[('sedit', 1)]",1
accedit,"[('accidit', 1)]",1
carmelum,"[('carmelus', 1)]",1
inuenit,"[('inuenio', 1)]",1
duarum,"[('quarum', 1), ('duorum', 1)]",2
iste,"[('isti', 1), ('ista', 1), ('isto', 1)]",3
unam,"[('unum', 1), ('uiam', 1), ('una', 1), ('uniam', 1)]",4
circumdata,"[('circumdat', 1), ('circumdati', 1)]",2
lerico,"[('ierico', 1)]",1
ruinis,"[('ruinas', 1)]",1
muri,"[('muro', 1), ('muris', 1), ('mari', 1)]",3
monstratur,"[('monstrantur', 1)]",1
poterat,"[('poterant', 1)]",1
australem,"[('australe', 1), ('australes', 1)]",2
uoragine,"[('uoraginem', 1)]",1
missas,"[('missus', 1)]",1
tarsis,"[('tarsus', 1)]",1
toronum,"[('turonum', 1)]",1
amos,"[('amon', 1)]",1
tiri,"[('tiro', 1), ('siri', 1)]",2
fortissimas,"[('fortissimis', 1)]",1
aran,"[('paran', 1), ('aram', 1)]",2
samarie,"[('samaria', 1), ('sacarie', 1)]",2
quas,"[('suas', 1), ('quos', 1), ('quam', 1), ('aquas', 1), ('quasi', 1), ('qua', 1), ('quis', 1), ('duas', 1)]",8
fuerunt,"[('fuerint', 1)]",1
sortis,"[('ortis', 1), ('fortis', 1)]",2
sepet,"[('sapet', 1), ('sepe', 1)]",2
iohannes,"[('iohannem', 1), ('iohannis', 1)]",2
siloe,"[('silo', 1)]",1
segor,"[('sepor', 1)]",1
uobis,"[('urbis', 1), ('nobis', 1)]",2
pluuie,"[('pluuia', 1)]",1
bosra,"[('mosra', 1)]",1
leucas,"[('leucis', 1), ('leucam', 1), ('leuca', 1)]",3
celum,"[('celam', 1), ('celeum', 1)]",2
nouem,"[('nouam', 1)]",1
latitat,"[('latitant', 1)]",1
sepulcri,"[('sepulcro', 1)]",1
uila,"[('uile', 1), ('uia', 1), ('ila', 1)]",3
betania,"[('betaniam', 1)]",1
edificatam,"[('edificata', 1)]",1
sagwine,"[('sagwinem', 1)]",1
mons,"[('mon', 1), ('fons', 1)]",2
longitudinem,"[('longitudine', 1)]",1
nuli,"[('nula', 1), ('tuli', 1), ('nulo', 1)]",3
ueniat,"[('uenit', 1)]",1
transito,"[('transit', 1)]",1
legi,"[('lagi', 1), ('elegi', 1)]",2
modica,"[('modico', 1), ('modicam', 1)]",2
debetis,"[('deletis', 1)]",1
fortisimis,"[('fortissimis', 1)]",1
hora,"[('dora', 1)]",1
impression,"[('impressio', 1)]",1
latuit,"[('lauit', 1)]",1
primus,"[('prius', 1)]",1
ceteris,"[('ceteras', 1)]",1
alia,"[('alii', 1), ('alias', 1), ('aliam', 1), ('alta', 1), ('alio', 1), ('alie', 1)]",6
aaron,"[('maron', 1)]",1
descensum,"[('descensu', 1)]",1
cuilibet,"[('quilibet', 1)]",1
urbs,"[('urbis', 1), ('urbe', 1), ('urbes', 1)]",3
linea,"[('uinea', 1), ('lineam', 1), ('lineas', 1)]",3
cariatiarim,"[('caiatiarim', 1)]",1
quondam,"[('quoddam', 1), ('quodam', 1), ('quandam', 1)]",3
duxit,"[('dixit', 1), ('ducit', 1)]",2
muriis,"[('muris', 1)]",1
australes,"[('australe', 1), ('australis', 1), ('australem', 1)]",3
ipso,"[('ipsi', 1), ('ipsa', 1), ('ipse', 1)]",3
uixerunt,"[('uiderunt', 1), ('dixerunt', 1)]",2
quandam,"[('quadam', 1), ('quondam', 1)]",2
fortissimis,"[('fortissimas', 1), ('fortisimis', 1)]",2
certo,"[('certe', 1)]",1
rerum,"[('uerum', 1), ('regum', 1), ('rarum', 1)]",3
cesaree,"[('cesarea', 1), ('cesarem', 1)]",2
operates,"[('operatus', 1)]",1
multe,"[('multi', 1), ('multo', 1), ('multa', 1)]",3
casteli,"[('castelo', 1)]",1
ramot,"[('rabot', 1)]",1
panem,"[('pacem', 1), ('panum', 1)]",2
cenerot,"[('tenerot', 1)]",1
deserti,"[('deserto', 1)]",1
facta,"[('factam', 1)]",1
ciuitates,"[('ciuitatis', 1), ('ciuitate', 1), ('ciuitatem', 1)]",3
causam,"[('causa', 1)]",1
domum,"[('domus', 1)]",1
montis,"[('montes', 1), ('mentis', 1), ('fontis', 1), ('monti', 1)]",4
eodem,"[('eadem', 1), ('eidem', 1)]",2
lapide,"[('lapidem', 1)]",1
celos,"[('celo', 1)]",1
libani,"[('libano', 1)]",1
descendebant,"[('descendebat', 1)]",1
munita,"[('muniti', 1)]",1
memorie,"[('memoria', 1)]",1
magna,"[('magnam', 1), ('magne', 1), ('magnas', 1), ('magno', 1), ('magni', 1), ('manna', 1)]",6
ducunt,"[('dicunt', 1), ('ducant', 1)]",2
bestias,"[('bestiis', 1)]",1
alto,"[('arto', 1), ('alta', 1), ('alio', 1)]",3
antiociam,"[('antiocia', 1)]",1
laoditia,"[('laoditiam', 1)]",1
iohannis,"[('iohannes', 1)]",1
moria,"[('maria', 1)]",1
rant,"[('erant', 1)]",1
septemtrionale,"[('septemtrionali', 1)]",1
sitas,"[('sitis', 1), ('sita', 1), ('situs', 1)]",3
unius,"[('unus', 1)]",1
sangwinem,"[('sagwinem', 1)]",1
idumeo,"[('idumea', 1)]",1
sarracenis,"[('sarraceni', 1), ('sarracenos', 1)]",2
uero,"[('uere', 1), ('uera', 1), ('uerbo', 1)]",3
infra,"[('intra', 1)]",1
gloriosa,"[('gloriose', 1)]",1
manasse,"[('manasses', 1)]",1
fecit,"[('facit', 1)]",1
ecclesiam,"[('ecclesias', 1), ('ecclesia', 1)]",2
eorum,"[('horum', 1), ('forum', 1)]",2
superiori,"[('superioris', 1), ('superior', 1)]",2
contigit,"[('contingit', 1)]",1
uerbo,"[('uero', 1)]",1
tapne,"[('rapne', 1)]",1
edificata,"[('edificatam', 1)]",1
gregis,"[('grecis', 1), ('regis', 1), ('greges', 1)]",3
habundant,"[('habundans', 1)]",1
dixerunt,"[('uixerunt', 1)]",1
esse,"[('essem', 1), ('iesse', 1), ('esset', 1)]",3
aliorum,"[('aliarum', 1)]",1
uiui,"[('uini', 1), ('uidi', 1)]",2
inde,"[('unde', 1)]",1
spiritu,"[('spiritus', 1)]",1
pistine,"[('piscine', 1)]",1
speluncam,"[('spelunca', 1)]",1
iuditia,"[('iuditio', 1)]",1
dietas,"[('dietam', 1)]",1
rege,"[('regem', 1), ('regie', 1), ('reges', 1)]",3
extendrit,"[('extendit', 1)]",1
uterum,"[('uerum', 1), ('iterum', 1)]",2
urbe,"[('orbe', 1), ('urbs', 1), ('urbes', 1)]",3
plena,"[('plene', 1), ('plana', 1)]",2
pasca,"[('pasga', 1), ('pasta', 1)]",2
statua,"[('statuam', 1)]",1
totam,"[('totum', 1), ('tota', 1)]",2
urbes,"[('urbis', 1), ('urbs', 1), ('urbe', 1)]",3
domos,"[('domus', 1)]",1
pedum,"[('pedem', 1)]",1
quod,"[('quot', 1), ('quos', 1), ('quid', 1), ('quo', 1)]",4
posui,"[('potui', 1), ('posuit', 1)]",2
domina,"[('domine', 1), ('domini', 1), ('domino', 1)]",3
sepultura,"[('sepultra', 1), ('sepulturam', 1)]",2
prospectus,"[('prospectu', 1)]",1
saulis,"[('salis', 1)]",1
axam,"[('adam', 1), ('aram', 1)]",2
fuissent,"[('fuisset', 1)]",1
tecue,"[('tecua', 1)]",1
plane,"[('plene', 1), ('plana', 1)]",2
domus,"[('domum', 1), ('domos', 1), ('domius', 1)]",3
babilonis,"[('babilonia', 1)]",1
galgata,"[('golgata', 1), ('galgala', 1)]",2
occidentale,"[('occidentali', 1)]",1
habitabat,"[('habitabant', 1)]",1
sepulturam,"[('sepultura', 1)]",1
leuca,"[('leuce', 1), ('leucam', 1), ('leuci', 1), ('leucas', 1)]",4
marte,"[('parte', 1), ('mare', 1), ('marie', 1)]",3
melo,"[('mel', 1), ('celo', 1)]",2
libano,"[('libani', 1)]",1
superior,"[('superiori', 1)]",1
peregrini,"[('pelegrini', 1)]",1
multos,"[('multo', 1), ('multis', 1), ('multas', 1)]",3
