,feature_name,p_#,cross/inner,mean,std,min,25%,50%,75%,max,# of 0 similarities,p_length,most_similar_p_#,most_similar_score,most_similar_p_length,most_similar_dropped,most_similar_dropped_p_#,most_similar_dropperd_score,most_similar_dropped_p_length,version,inner_mean_is_low,cross_inner_mean_diff
2718,5_gram,142,cross,0.02985178029006879,0.036753700098483916,0.0,0.013714090804698315,0.02430502120758282,0.03842202575493183,0.5936791588608208,1,190,137,0.5936791588608208,209,False,,,,zwickau,,
3040,count_vectorizer_5_gram,142,cross,0.07443574410667178,0.040064010191286366,0.0,0.04179327016847311,0.0686216969455202,0.10114030583341817,0.24044274376388342,1,190,230,0.24044274376388342,651,True,137.0,0.6587003489513656,209.0,zwickau,,
1097,5_gram,143,inner,0.03209714512038037,0.01939068371745747,0.0,0.018405845053647896,0.027761525266639213,0.0417830863282669,0.12707340904012251,1,408,144,0.12707340904012251,319,,,,,london,True,2.972143695108287e-06
3041,count_vectorizer_5_gram,143,cross,0.08306003434218492,0.03821939028773014,0.0,0.054617312708129695,0.07854081252014601,0.10722385788708103,0.2292101948710743,1,263,104,0.2292101948710743,108,True,138.0,0.6371242207978539,290.0,zwickau,,
2719,5_gram,143,cross,0.03045306269245998,0.016848918973422614,0.0,0.01804414259344701,0.027238901949970175,0.041491278442486665,0.10206954796398227,1,263,104,0.10206954796398227,108,True,138.0,0.6332852164954884,290.0,zwickau,,
1109,5_gram,143,inner,0.03031828606384025,0.01796072090705911,0.0,0.018190703325916345,0.027069792540796098,0.039225955477088584,0.11388956431008035,1,263,91,0.11388956431008035,52,,,,,zwickau,True,0.0001347766286197323
3005,count_vectorizer_5_gram,143,cross,0.06991856956877507,0.03689490979869701,0.0,0.0470791558497771,0.06422868313006845,0.08581165242105038,0.33844564489066,2,408,145,0.33844564489066,268,False,,,,london,,
2687,5_gram,143,cross,0.03210011726407548,0.02658633670871022,0.0,0.017607053084744206,0.026289903772859176,0.03915626344978247,0.31591286273228675,2,408,145,0.31591286273228675,268,False,,,,london,,
1415,count_vectorizer_5_gram,143,inner,0.07286797444907295,0.03285098577592165,0.0,0.04900749676010049,0.06836324963130852,0.09091425663861231,0.21116903689013852,1,408,144,0.21116903689013852,319,,,,,london,False,-0.002949404880297879
1431,count_vectorizer_5_gram,143,inner,0.0809223464711732,0.037315782614652925,0.0,0.05360877067472387,0.08004667972984778,0.10373984195186334,0.2117173644844524,1,263,203,0.2117173644844524,146,,,,,zwickau,True,0.0021376878710117203
3042,count_vectorizer_5_gram,144,cross,0.05368051135760521,0.03443480240017407,0.0,0.03395150164351583,0.051199380584013514,0.06729860987613716,0.46160117577610194,2,332,139,0.46160117577610194,342,False,,,,zwickau,,
2688,5_gram,144,cross,0.03788114937935177,0.02477745432652151,0.0020808928593251037,0.020936176330592225,0.03283792144414548,0.047104663447931384,0.17643781313349768,0,319,18,0.17643781313349768,573,True,149.0,0.6139828478230765,359.0,london,,
1098,5_gram,144,inner,0.04064290239988409,0.02768163834189266,0.0,0.024421577286921486,0.034815549397412666,0.04909495335718851,0.2178246838085471,1,319,148,0.2178246838085471,1044,,,,,london,False,-0.0027617530205323246
1110,5_gram,144,inner,0.023096129474174245,0.014848389937591966,0.0,0.012611412288861383,0.02084375353751988,0.03116200314674255,0.0864143140084266,3,332,112,0.0864143140084266,674,,,,,zwickau,True,0.0027415597299920123
3006,count_vectorizer_5_gram,144,cross,0.09636998736513623,0.0457271439227995,0.009635896983561454,0.06102734756255587,0.08969286253327538,0.11986406805271181,0.2615083036242982,0,319,18,0.2615083036242982,573,True,149.0,0.7038958606210896,359.0,london,,
1416,count_vectorizer_5_gram,144,inner,0.10379867858831456,0.04882798643919629,0.0,0.06842231158517444,0.098127570055844,0.12718556729866068,0.3245548138383813,1,319,153,0.3245548138383813,542,,,,,london,False,-0.007428691223178324
2720,5_gram,144,cross,0.025837689204166257,0.027790288514187973,0.0,0.014023500582013064,0.021417336047787276,0.03136862643757564,0.428044609211183,2,332,139,0.428044609211183,342,False,,,,zwickau,,
1432,count_vectorizer_5_gram,144,inner,0.049405924131242326,0.024268116987402433,0.0,0.031089201328334707,0.04923949963674812,0.0634478730881381,0.11923369336757075,3,332,112,0.11923369336757075,674,,,,,zwickau,True,0.004274587226362883
1111,5_gram,145,inner,0.024947208307031305,0.018812430518382255,0.0,0.012162147644068415,0.020994558786773053,0.03158692396765993,0.15608814423843456,3,268,111,0.15608814423843456,208,,,,,zwickau,True,0.0022928012179752773
3007,count_vectorizer_5_gram,145,cross,0.08861378272148064,0.039487839737588556,0.0,0.06308615006287396,0.08614258322708766,0.11074551439448618,0.4110580801102239,2,613,150,0.4110580801102239,476,False,,,,london,,
1433,count_vectorizer_5_gram,145,inner,0.0618490631943808,0.033695403962142614,0.0,0.03889222341312985,0.05714487486348921,0.07931134245100599,0.26382809395114604,3,268,111,0.26382809395114604,208,,,,,zwickau,True,0.00512814285009662
1099,5_gram,145,inner,0.040369917640058935,0.021006372342406928,0.0,0.025797293198763165,0.03767967672559699,0.05233033394261465,0.14479196706792233,1,613,17,0.14479196706792233,339,,,,,london,False,-0.001236237634298594
2721,5_gram,145,cross,0.027240009525006582,0.0317736472794158,0.000925093982717585,0.014056024861817227,0.02290852007018839,0.03239887017977473,0.4205367804309044,0,268,140,0.4205367804309044,115,False,,,,zwickau,,
3043,count_vectorizer_5_gram,145,cross,0.06697720604447742,0.04137906429125545,0.00287242494810713,0.04282765379549367,0.061573128251907555,0.08540998406070203,0.4548371982114889,0,268,140,0.4548371982114889,115,False,,,,zwickau,,
2689,5_gram,145,cross,0.03913368000576034,0.025959930293334012,0.0,0.024426128194043634,0.03571249889558155,0.0506927804284372,0.33070082688212865,2,613,150,0.33070082688212865,476,False,,,,london,,
1417,count_vectorizer_5_gram,145,inner,0.09421362781839353,0.03784439683049404,0.0,0.06431268779440419,0.09321405768137497,0.11586645065719167,0.20376783329164644,1,613,18,0.20376783329164644,478,,,,,london,False,-0.0055998450969128866
1100,5_gram,146,inner,0.034094488214540544,0.01761790872272526,0.0,0.021998606978241148,0.0314986669302023,0.04416646103166247,0.11628307482488938,1,441,155,0.11628307482488938,432,,,,,london,False,-0.0009646950033321416
1112,5_gram,146,inner,0.02613286658255509,0.017796832190851496,0.0,0.013923711574942595,0.022357071463133364,0.0328328858670673,0.10464640547077812,2,204,145,0.10464640547077812,268,,,,,zwickau,True,0.0027544942814104745
3008,count_vectorizer_5_gram,146,cross,0.0823741113270441,0.039977609775065,0.0,0.05724990758732418,0.07857501755645177,0.10366505386865649,0.41713146299190434,2,441,151,0.41713146299190434,893,False,,,,london,,
1434,count_vectorizer_5_gram,146,inner,0.06330853645466578,0.03108592443774162,0.0,0.04065989629731568,0.05867867932879682,0.08372183582789212,0.16841032559310737,2,204,78,0.16841032559310737,638,,,,,zwickau,True,0.00461647981948661
2722,5_gram,146,cross,0.028887360863965563,0.034785400189671925,0.0,0.015583159766933037,0.02492672005666223,0.03415113860105643,0.5599945637996288,1,204,141,0.5599945637996288,199,False,,,,zwickau,,
3044,count_vectorizer_5_gram,146,cross,0.06792501627415239,0.04342108103632927,0.0,0.043154942804547645,0.06619932188682603,0.08516842151044429,0.5997290796051852,1,204,141,0.5997290796051852,199,False,,,,zwickau,,
2690,5_gram,146,cross,0.0331297932112084,0.02397511869150281,0.0,0.019005995961209894,0.029253375478758028,0.042470895444128146,0.3172164302524665,2,441,151,0.3172164302524665,893,False,,,,london,,
1418,count_vectorizer_5_gram,146,inner,0.08684346668821438,0.035117941046618126,0.0,0.061547566881640536,0.08641926727994652,0.10901020293928522,0.19067700176060398,1,441,272,0.19067700176060398,1979,,,,,london,False,-0.004469355361170282
1101,5_gram,147,inner,0.05461520572931901,0.024789064715241445,0.005425574752664693,0.03685224868221277,0.05162338490114813,0.06830550065488397,0.15687121031262483,0,1142,110,0.15687121031262483,563,,,,,london,False,-0.0027217032451936907
1419,count_vectorizer_5_gram,147,inner,0.12166680437668202,0.044554007161890515,0.013755210235337174,0.08895841481965051,0.11701865789103298,0.1499510934767967,0.24255500661151788,0,1142,314,0.24255500661151788,1325,,,,,london,False,-0.006875369824634769
1113,5_gram,147,inner,0.0352939690023982,0.02187427312331754,0.002910925287672568,0.020326912831196836,0.0328333844927004,0.04451352785608935,0.17491791591652284,0,504,149,0.17491791591652284,359,,,,,zwickau,True,0.001356348809578592
2723,5_gram,147,cross,0.03665031781197679,0.024649961469013732,0.004098012101653384,0.02277767867826192,0.03276059060446432,0.044203881623420496,0.2986862633896635,0,504,142,0.2986862633896635,210,False,,,,zwickau,,
3045,count_vectorizer_5_gram,147,cross,0.08521753803042376,0.03615384235743646,0.012096577515622115,0.05971178569498757,0.08033950951080768,0.1027935381684455,0.3872541381222556,0,504,142,0.3872541381222556,210,False,,,,zwickau,,
1435,count_vectorizer_5_gram,147,inner,0.0801114225547178,0.0335206143332844,0.014106912317171965,0.056536982898244624,0.07706630805941662,0.0989299243108461,0.22270891108026117,0,504,149,0.22270891108026117,359,,,,,zwickau,True,0.005106115475705955
2691,5_gram,147,cross,0.05189350248412532,0.025036745497047416,0.0012449156987580584,0.03492725992579562,0.049018203541274175,0.06691879862033016,0.12961887292448385,0,1142,87,0.12961887292448385,1222,True,152.0,0.6569968260667604,1518.0,london,,
3009,count_vectorizer_5_gram,147,cross,0.11479143455204725,0.04500755269144565,0.007482611441127486,0.08476086079129906,0.11253370007019209,0.14029673538408122,0.2334348310612374,0,1142,281,0.2334348310612374,1334,True,152.0,0.728316545126845,1518.0,london,,
1420,count_vectorizer_5_gram,148,inner,0.10630413273707108,0.04354104954507013,0.0,0.07856788408755046,0.10186003923394815,0.1324692989663438,0.30174958204084057,1,1044,144,0.30174958204084057,319,,,,,london,False,-0.006370690046060293
1114,5_gram,148,inner,0.02286184405987381,0.016930192098227513,0.0,0.011407903246203485,0.019582183991682243,0.031813847026073795,0.10191959379768481,6,205,240,0.10191959379768481,205,,,,,zwickau,False,-0.0005673657270811663
3010,count_vectorizer_5_gram,148,cross,0.09993344269101079,0.047462157733768516,0.008568631107721091,0.06347905641460408,0.09632893894668519,0.12460164694199567,0.4053418186841523,0,1044,153,0.4053418186841523,379,False,,,,london,,
2692,5_gram,148,cross,0.04462460637487708,0.02706976856803828,0.003279080579375984,0.02674121999881545,0.041041951841272836,0.055913721408180794,0.3164836220460294,0,1044,153,0.3164836220460294,379,False,,,,london,,
1102,5_gram,148,inner,0.04708010557077949,0.023747865225204872,0.0,0.03252331634898285,0.04330115362546771,0.05965066864553005,0.2178246838085471,1,1044,144,0.2178246838085471,319,,,,,london,False,-0.0024554991959024122
1436,count_vectorizer_5_gram,148,inner,0.050724410014171065,0.03267625608794132,0.0,0.027180110991873938,0.04577877606355999,0.0674063903090543,0.18846211927517784,6,205,240,0.18846211927517784,205,,,,,zwickau,True,0.000288027936765925
3046,count_vectorizer_5_gram,148,cross,0.05101243795093699,0.0338962737206766,0.0,0.026223915218180717,0.04598497773607087,0.06732167429374994,0.2728715347171165,4,205,143,0.2728715347171165,408,False,,,,zwickau,,
2724,5_gram,148,cross,0.022294478332792644,0.018365699419114853,0.0,0.01096895252281457,0.018621583311189634,0.029409113663651995,0.20050409272030614,4,205,143,0.20050409272030614,408,False,,,,zwickau,,
1115,5_gram,149,inner,0.03657833810648796,0.024837915442324797,0.0018642685911048537,0.01999031621857161,0.03172667693278439,0.04359105271926795,0.17491791591652284,0,359,147,0.17491791591652284,504,,,,,zwickau,True,0.0017716796849953018
3011,count_vectorizer_5_gram,149,cross,0.07368507783265785,0.04719954753980604,0.0,0.042052244508120035,0.06726313916437322,0.09552642469850774,0.4926108618326149,4,370,152,0.4926108618326149,1518,False,,,,london,,
2693,5_gram,149,cross,0.03388351505724231,0.03013773978360367,0.0,0.01644864344905299,0.02903184539674928,0.042443275367685204,0.38672535504949956,4,370,152,0.38672535504949956,1518,False,,,,london,,
1103,5_gram,149,inner,0.034129853082655634,0.02275774642424245,0.0,0.0175177075391362,0.029107420183671677,0.04385093134585183,0.14749841392108162,1,370,314,0.14749841392108162,1325,,,,,london,False,-0.00024633802541332295
1437,count_vectorizer_5_gram,149,inner,0.08462437184860824,0.04061409655379696,0.008919332644820342,0.056317029105479456,0.07868425235178564,0.10399312507845454,0.24945267712063232,0,359,18,0.24945267712063232,573,,,,,zwickau,True,0.0053599812841071265
