,feature_name,p_#,cross/inner,mean,std,min,25%,50%,75%,max,# of 0 similarities,p_length,most_similar_p_#,most_similar_score,most_similar_p_length,most_similar_dropped,most_similar_dropped_p_#,most_similar_dropperd_score,most_similar_dropped_p_length,version,inner_mean_is_low,cross_inner_mean_diff
1027,5_gram,73,inner,0.050429597730560494,0.023809741218464898,0.0028135758604226034,0.031836021808180924,0.0473607734664096,0.06460033179519671,0.126538690068417,0,594,59,0.126538690068417,709,,,,,london,False,-0.002656401442946661
2971,count_vectorizer_5_gram,73,cross,0.11426023004939445,0.0436687350816681,0.0029856732847804352,0.08357531294706602,0.11047979528393581,0.1385506437509853,0.24082930267475725,0,618,82,0.24082930267475725,661,True,73.0,0.7091403285095086,594.0,zwickau,,
2649,5_gram,73,cross,0.045904731612864874,0.022051431701215738,0.000876116904238146,0.02912063486166171,0.043498015793146154,0.05665942562528696,0.1263595405499841,0,618,134,0.1263595405499841,402,True,73.0,0.6086746111369431,594.0,zwickau,,
2617,5_gram,73,cross,0.04777319628761383,0.024099408986862077,0.004566352975921338,0.029927657035141435,0.04372459489019199,0.060616323590460736,0.14560930445288203,0,594,23,0.14560930445288203,283,True,73.0,0.6132632552805963,618.0,london,,
1039,5_gram,73,inner,0.04424596141204411,0.023833912191267164,0.005774204940584141,0.027397413463974493,0.03993236024853894,0.05652231552011941,0.15756936374428993,0,618,63,0.15756936374428993,695,,,,,zwickau,True,0.0016587702008207666
2935,count_vectorizer_5_gram,73,cross,0.11634552980515052,0.046591206531812694,0.010545906721793745,0.0849275829282925,0.11250384541199739,0.14189562285360158,0.27527470657206154,0,594,299,0.27527470657206154,2764,True,73.0,0.7091403285095084,618.0,london,,
1345,count_vectorizer_5_gram,73,inner,0.12448431203400266,0.04669424824656582,0.012389899658171083,0.09209698221610493,0.11981001992026205,0.15645092089308935,0.26806055016241237,0,594,291,0.26806055016241237,2679,,,,,london,False,-0.008138782228852143
2972,count_vectorizer_5_gram,74,cross,0.10972649455132998,0.03989844024817762,0.015795841882516058,0.08218989550800436,0.10400548675310173,0.13388158290627408,0.26240364125281285,0,1019,291,0.26240364125281285,2679,True,74.0,0.6553191888955942,1014.0,zwickau,,
1346,count_vectorizer_5_gram,74,inner,0.11522275675370479,0.040441052249251375,0.01910789265895446,0.08559686509450397,0.1115264333425606,0.13905011848113308,0.2611508386183583,0,1014,291,0.2611508386183583,2679,,,,,london,False,-0.004503412631030851
2936,count_vectorizer_5_gram,74,cross,0.11071934412267394,0.041780112394863345,0.0,0.08113400634217001,0.10898893731247238,0.13505115503785595,0.31655811323878247,1,1014,77,0.31655811323878247,941,True,74.0,0.6553191888955945,1019.0,london,,
1028,5_gram,74,inner,0.051979655732033114,0.024517149873237495,0.006607257165651944,0.035209534468147376,0.04826319610499274,0.06454927246308656,0.19599248335611677,0,1014,85,0.19599248335611677,588,,,,,london,False,-0.0011015821236430995
2650,5_gram,74,cross,0.049744765544168276,0.036253353164929,0.00490119334967373,0.03317926713173553,0.04401887271472166,0.060139080367608545,0.5636488733142498,0,1019,74,0.5636488733142498,1014,False,,,,zwickau,,
2618,5_gram,74,cross,0.050878073608390015,0.03796886850399137,0.0,0.032614259264431865,0.04530417438314893,0.06092686952856837,0.5590724099877705,1,1014,74,0.5590724099877705,1019,False,,,,london,,
1362,count_vectorizer_5_gram,74,inner,0.10834509821109464,0.04186095898737306,0.0052735398963114685,0.07998268260259239,0.1050203364741249,0.13283893133422547,0.27048755973240063,0,1019,297,0.27048755973240063,2488,,,,,zwickau,True,0.001381396340235333
1040,5_gram,74,inner,0.04880094014474547,0.024072077132941766,0.0025638194949809223,0.03238036381374715,0.04481007013392011,0.06027692137542242,0.2069327921998595,0,1019,77,0.2069327921998595,941,,,,,zwickau,True,0.0009438253994228096
1029,5_gram,75,inner,0.04071174334195226,0.020538519550253004,0.0,0.02628712951457708,0.03798438940272722,0.0504767361834413,0.1131899077892546,1,434,164,0.1131899077892546,789,,,,,london,False,-0.0013203319979180755
1347,count_vectorizer_5_gram,75,inner,0.10260844825633422,0.046032021629840124,0.0,0.06975855297245952,0.09727660351796696,0.1318662665038084,0.24199175475540793,1,434,164,0.24199175475540793,789,,,,,london,False,-0.005957483404548047
2973,count_vectorizer_5_gram,75,cross,0.08682759421124586,0.06110263569948286,0.0,0.039301530187842146,0.07388692132106861,0.12001837986208722,0.3490683879926659,4,198,75,0.3490683879926659,434,False,,,,zwickau,,
1363,count_vectorizer_5_gram,75,inner,0.07872973745868993,0.05583622101604036,0.0,0.035197161815302205,0.0656856618068998,0.10509340962424953,0.30898059254287225,4,198,246,0.30898059254287225,150,,,,,zwickau,True,0.008097856752555935
2651,5_gram,75,cross,0.0302509822532328,0.02624656908270623,0.0,0.012650594926259043,0.023649986323883227,0.03948348913584877,0.2095398578061843,4,198,75,0.2095398578061843,434,False,,,,zwickau,,
1041,5_gram,75,inner,0.028506415754637738,0.02456428894806323,0.0,0.011653671805256909,0.022194758148975566,0.0410194397382711,0.16950919336383868,4,198,247,0.16950919336383868,174,,,,,zwickau,True,0.0017445664985950605
2619,5_gram,75,cross,0.039391411344034184,0.0226678768202205,0.0,0.023794551170162978,0.03700481658643409,0.04919009682947365,0.21608772095076975,2,434,75,0.21608772095076975,198,False,,,,london,,
2937,count_vectorizer_5_gram,75,cross,0.09665096485178618,0.04594859983304142,0.0,0.06338718657169923,0.09338411758683182,0.1255510296865135,0.34906838799266593,2,434,75,0.34906838799266593,198,False,,,,london,,
1030,5_gram,76,inner,0.0383393267740999,0.024162076521910696,0.0,0.022013776767693744,0.0325849586579664,0.048603920708294654,0.16569451928973739,1,388,68,0.16569451928973739,343,,,,,london,False,-0.0008351990502949644
2620,5_gram,76,cross,0.03750412772380494,0.03398859899202167,0.0,0.019051935910561993,0.03080912352145242,0.04798372459181901,0.4731431423091496,1,388,76,0.4731431423091496,327,False,,,,london,,
1364,count_vectorizer_5_gram,76,inner,0.09041472726767703,0.04908247570796996,0.01028117981662899,0.053665727291736395,0.07869888907669419,0.12213488676954318,0.28665386241886043,0,327,84,0.28665386241886043,213,,,,,zwickau,True,0.006506008580849612
2938,count_vectorizer_5_gram,76,cross,0.08081019814178311,0.04537533972896505,0.0,0.050915383100207365,0.0734798279504432,0.10065570315391974,0.4970554916498224,1,388,76,0.4970554916498224,327,False,,,,london,,
2652,5_gram,76,cross,0.04112654784444235,0.03520289726988211,0.0,0.020730674831608842,0.03244458042154358,0.05348009988991641,0.4762466857402742,1,327,76,0.4762466857402742,388,False,,,,zwickau,,
1042,5_gram,76,inner,0.03856904807773957,0.02575735832504764,0.000822129993470621,0.019440171648149415,0.030853355061355107,0.052332038718155095,0.14999796099931983,0,327,84,0.14999796099931983,213,,,,,zwickau,True,0.0025574997667027755
1348,count_vectorizer_5_gram,76,inner,0.08476559152887013,0.039905376224716446,0.0,0.05446687462183796,0.0802007531387337,0.1077714116052203,0.24732773840023672,1,388,68,0.24732773840023672,343,,,,,london,False,-0.003955393387087017
2974,count_vectorizer_5_gram,76,cross,0.09692073584852665,0.05358068131530462,0.0,0.058969950284051574,0.08656078580422771,0.13197465744701659,0.4970554916498225,1,327,76,0.4970554916498225,388,False,,,,zwickau,,
2939,count_vectorizer_5_gram,77,cross,0.08948511344229232,0.050753037912644995,0.0,0.055145132121373244,0.08342139439133747,0.11606513968583118,0.5086026465441831,2,262,77,0.5086026465441831,941,False,,,,london,,
2621,5_gram,77,cross,0.03710240551475743,0.030643023869446593,0.0,0.020414041120606293,0.03234047895194866,0.0480828516025326,0.4240394561431313,2,262,77,0.4240394561431313,941,False,,,,london,,
1043,5_gram,77,inner,0.04891655273982167,0.022691586113720335,0.0048648164035970725,0.034549171843096645,0.04731887260017554,0.060081463602624265,0.2069327921998595,0,941,74,0.2069327921998595,1019,,,,,zwickau,True,0.003146611162208629
1349,count_vectorizer_5_gram,77,inner,0.09355026499779184,0.04687578680576072,0.0,0.05683682834156397,0.08847987881748169,0.12438651744565354,0.23187286801044515,2,262,48,0.23187286801044515,166,,,,,london,False,-0.004065151555499524
2653,5_gram,77,cross,0.0520631639020303,0.03499006453685344,0.008737767913064349,0.035687501260214596,0.04725745264062181,0.06179604434705585,0.42921682541643774,0,941,77,0.42921682541643774,262,False,,,,zwickau,,
1031,5_gram,77,inner,0.03670763080767443,0.02077341504092152,0.0,0.02082856276745679,0.033202053387127055,0.05141738297804655,0.1261284413506045,2,262,56,0.1261284413506045,365,,,,,london,True,0.00039477470708299683
1365,count_vectorizer_5_gram,77,inner,0.11403787734421618,0.040389423754408474,0.011153013627299905,0.08411413556782674,0.11209937289126079,0.1401939802027269,0.2703724920525374,0,941,74,0.2703724920525374,1019,,,,,zwickau,True,0.006935346531433184
2975,count_vectorizer_5_gram,77,cross,0.12097322387564936,0.04804867584225443,0.021774855170050914,0.09397796764940008,0.11814765225038185,0.14459527076122947,0.5086026465441832,0,941,77,0.5086026465441832,262,False,,,,zwickau,,
2622,5_gram,78,cross,0.034583058039614194,0.01954585470066579,0.0,0.02016344605595199,0.031883084349435556,0.04740426412992179,0.1307669797118022,1,550,95,0.1307669797118022,692,False,,,,london,,
1350,count_vectorizer_5_gram,78,inner,0.0903262318976275,0.039372435328555166,0.016497966750889208,0.06122927152716207,0.08504125377457893,0.1162032484587979,0.24650350149477065,0,550,72,0.24650350149477065,408,,,,,london,False,-0.005028171564382358
2654,5_gram,78,cross,0.040339809737308475,0.03245397352146003,0.0042504296693235705,0.025846690679319745,0.035422576254347554,0.046386709693432907,0.4642987954761093,0,638,65,0.4642987954761093,381,False,,,,zwickau,,
1366,count_vectorizer_5_gram,78,inner,0.08931272571058066,0.03706965805140122,0.0,0.06727790274641805,0.08491852821237163,0.11195831260568964,0.28929308522233904,1,638,66,0.28929308522233904,387,,,,,zwickau,True,0.006871836490430147
2976,count_vectorizer_5_gram,78,cross,0.0961845622010108,0.04374069076402667,0.008496299723202623,0.0692433081903357,0.09299946088610081,0.11774090560712043,0.5218067326822037,0,638,65,0.5218067326822037,381,False,,,,zwickau,,
2940,count_vectorizer_5_gram,78,cross,0.08529806033324515,0.039566204817581066,0.0,0.05576055588219567,0.0799241507765343,0.11440982014534101,0.22113537936320496,1,550,167,0.22113537936320496,563,False,,,,london,,
1032,5_gram,78,inner,0.03698504670997993,0.021054835754319653,0.0028037573443584203,0.022043785721907305,0.03420448886752922,0.0473772215673411,0.18419084515168896,0,550,72,0.18419084515168896,408,,,,,london,False,-0.002401988670365736
1044,5_gram,78,inner,0.03770102943934583,0.02424580050295498,0.0,0.024973353293183734,0.0343916039043895,0.04544827126150696,0.27543020550357794,1,638,66,0.27543020550357794,387,,,,,zwickau,True,0.002638780297962648
1367,count_vectorizer_5_gram,79,inner,0.04893835017803204,0.030526333849976103,0.0,0.0271140695138136,0.04418139170564916,0.06893084932237592,0.15297830446718833,9,154,123,0.15297830446718833,1337,,,,,zwickau,True,0.0011172290923086026
2977,count_vectorizer_5_gram,79,cross,0.05005557927034064,0.039807253465708514,0.0,0.023904344392903412,0.043982291605922624,0.0689016125732381,0.5023293003368398,6,154,66,0.5023293003368398,271,False,,,,zwickau,,
2623,5_gram,79,cross,0.042351798598243326,0.030764517297400075,0.0017489432731582133,0.021858772540507346,0.03641821019882791,0.05684727207933964,0.3173456487476506,0,672,85,0.3173456487476506,376,False,,,,london,,
1033,5_gram,79,inner,0.04489766166736797,0.02600114498563144,0.0015108666940281592,0.026611756870266387,0.04020426198014794,0.058674142518872284,0.18634231503943455,0,672,80,0.18634231503943455,3962,,,,,london,False,-0.002545863069124646
2655,5_gram,79,cross,0.022432467613630082,0.026065629151744586,0.0,0.008840631178285738,0.018141445600071783,0.03025401233400324,0.3951034382917986,6,154,66,0.3951034382917986,271,False,,,,zwickau,,
1045,5_gram,79,inner,0.022981886366252494,0.016963725780886053,0.0,0.010037192219743845,0.01977897623064892,0.030724109333304512,0.08539100519139016,9,154,140,0.08539100519139016,469,,,,,zwickau,False,-0.0005494187526224117
2941,count_vectorizer_5_gram,79,cross,0.0838676253931883,0.04814307028286229,0.0037715714320235715,0.04695140133893107,0.07793844789999294,0.11167616228030838,0.39066464647520155,0,672,85,0.39066464647520155,376,False,,,,london,,
1351,count_vectorizer_5_gram,79,inner,0.0892944482225911,0.04237586822213678,0.0054453277011733015,0.05640881923261687,0.08687783540466686,0.11477676942302739,0.28350422131833414,0,672,8,0.28350422131833414,550,,,,,london,False,-0.005426822829402794
1368,count_vectorizer_5_gram,80,inner,0.09644165893699139,0.04499096082879932,0.011986582537134603,0.06499336836196817,0.089875980791695,0.12721806678838302,0.2357358529646873,0,570,169,0.2357358529646873,1511,,,,,zwickau,True,0.005735168911133223
2624,5_gram,80,cross,0.06251156826753607,0.027665810278680217,0.004771896308490694,0.04240121084439864,0.05956065828502769,0.0779130145986799,0.16465554842779237,0,3962,87,0.16465554842779237,1222,True,86.0,0.7056502725489788,1997.0,london,,
2656,5_gram,80,cross,0.04142914494361286,0.019128515090472607,0.0,0.026682797300397305,0.038436762146701366,0.053653801301076345,0.11570790421656942,1,570,51,0.11570790421656942,1391,True,69.0,0.7454166744879547,621.0,zwickau,,
1034,5_gram,80,inner,0.0657115505130027,0.026815117029467383,0.0030528704943960866,0.048863467792154974,0.06113269673906393,0.08105092664630154,0.18708444502792976,0,3962,230,0.18708444502792976,651,,,,,london,False,-0.003199982245466637
2942,count_vectorizer_5_gram,80,cross,0.13351044638841772,0.04975756467286471,0.009097286945858547,0.09880709053158047,0.13100819029291322,0.16182005148146505,0.27147237723099676,0,3962,87,0.27147237723099676,1222,True,86.0,0.7823737731026513,1997.0,london,,
2978,count_vectorizer_5_gram,80,cross,0.10217682784812461,0.043405572448334886,0.0,0.06717518183083437,0.09412028480001194,0.13118535728500322,0.24014893852715197,1,570,164,0.24014893852715197,789,True,69.0,0.8136071052658831,621.0,zwickau,,
1046,5_gram,80,inner,0.04032921439455937,0.021525324436569595,0.0017205586601053238,0.025444202511385114,0.03688753281855191,0.052644458555094434,0.12617310584734068,0,570,71,0.12617310584734068,226,,,,,zwickau,True,0.0010999305490534891
1352,count_vectorizer_5_gram,80,inner,0.143128196345512,0.048487724537763954,0.00458594990243054,0.11276145174402866,0.13881875637649388,0.17131600809004824,0.29256269830439663,0,3962,55,0.29256269830439663,1481,,,,,london,False,-0.009617749957094274
1047,5_gram,81,inner,0.03306714545540806,0.01972757281592295,0.0024600408117048146,0.018254592660377572,0.02988648946858009,0.04287199905643326,0.12026430591192717,0,293,84,0.12026430591192717,213,,,,,zwickau,False,-0.00011516841951915435
1353,count_vectorizer_5_gram,81,inner,0.046822450759076345,0.024752618347294347,0.0029076525295572914,0.02802823831493857,0.0439979161618859,0.06168152704610802,0.1549676342508047,0,365,80,0.1549676342508047,3962,,,,,london,False,-0.0035681358106147074
2625,5_gram,81,cross,0.02193460496847184,0.01511912605714152,0.0,0.011679322062864338,0.01941792665209633,0.027810970989618163,0.09918221742357955,3,365,19,0.09918221742357955,550,False,,,,london,,
1369,count_vectorizer_5_gram,81,inner,0.09064630321787995,0.04339965276828395,0.016689863152028125,0.058169126435074665,0.0866645859006369,0.11951511806031008,0.22626768747214396,0,293,84,0.22626768747214396,213,,,,,zwickau,True,0.0038264533166113557
1035,5_gram,81,inner,0.022738235821864305,0.013629860708674774,0.0011299200693541914,0.01339725782480941,0.02027468715720531,0.028877045297791674,0.10969511399206987,0,365,80,0.10969511399206987,3962,,,,,london,False,-0.000803630853392464
2979,count_vectorizer_5_gram,81,cross,0.0944727565344913,0.04156089466867638,0.0,0.06438018757036804,0.09043041333548792,0.12100150785220398,0.2269418893739433,2,293,69,0.2269418893739433,621,True,70.0,0.7925068237011464,310.0,zwickau,,
2657,5_gram,81,cross,0.0329519770358889,0.017440964670372892,0.0,0.019684510175059726,0.03059481887822657,0.04296663863656611,0.10755717994112862,2,293,69,0.10755717994112862,621,True,70.0,0.6824132896308178,310.0,zwickau,,
2943,count_vectorizer_5_gram,81,cross,0.04325431494846164,0.02565088851978454,0.0,0.023598669553158688,0.0396908720056317,0.05689586682883627,0.13251620274589204,3,365,19,0.13251620274589204,550,False,,,,london,,
1354,count_vectorizer_5_gram,82,inner,0.11969295075052216,0.0553427350388208,0.0056803971599877654,0.08343649545710653,0.11122406024130332,0.14236783501045058,0.3200473529292801,0,661,136,0.3200473529292801,360,,,,,london,False,-0.009131351612345268
2658,5_gram,82,cross,0.04928649290130619,0.027849139655613638,0.004258468474217056,0.03060594550752951,0.04382699172227984,0.06222016882227839,0.20370931832848466,0,1120,67,0.20370931832848466,530,True,71.0,0.7259184529597918,1230.0,zwickau,,
2944,count_vectorizer_5_gram,82,cross,0.1105615991381769,0.05654868060146862,0.003934386473479174,0.0753000869374233,0.10025279358347608,0.13615353437888666,0.33027370337679113,0,661,18,0.33027370337679113,573,True,87.0,0.6315450680697438,1222.0,london,,
2626,5_gram,82,cross,0.050224530612532244,0.04100477681934351,0.0010033738340279655,0.029026372257806833,0.04016661880677304,0.05772026795637771,0.5089322752472177,0,661,87,0.5089322752472177,1222,False,,,,london,,
1036,5_gram,82,inner,0.052566331203865224,0.0317624700231069,0.0024250237439677777,0.03213251831498181,0.044110748046211894,0.06347944713431496,0.19478961895438424,0,661,136,0.19478961895438424,360,,,,,london,False,-0.0023418005913329806
2980,count_vectorizer_5_gram,82,cross,0.11162126968372996,0.050349886786971346,0.009829957628334203,0.07902379400982118,0.10486364873618592,0.13970522442246344,0.3393470339131737,0,1120,53,0.3393470339131737,529,True,71.0,0.8038882672957292,1230.0,zwickau,,
1370,count_vectorizer_5_gram,82,inner,0.10942601456655597,0.0587234210817908,0.005446781446933166,0.07025023143066929,0.09946333858386314,0.14249274376961046,0.5059633163604845,0,1120,70,0.5059633163604845,915,,,,,zwickau,True,0.002195255117173986
1048,5_gram,82,inner,0.050236894396225515,0.03586913943200359,0.0015844178225538738,0.027473387014077272,0.04146894833518566,0.06459679372810805,0.362205974660813,0,1120,70,0.362205974660813,915,,,,,zwickau,False,-0.0009504014949193243
2627,5_gram,83,cross,0.054503118348844914,0.024812021078120573,0.004506773013977108,0.03676515089651916,0.05186925930796047,0.07066099641274533,0.2028980129178056,0,1245,57,0.2028980129178056,30,True,88.0,0.648522724487621,1343.0,london,,
1037,5_gram,83,inner,0.05767060161703529,0.02332161460694143,0.01039400868849956,0.03927590925976408,0.05611641644699586,0.0738062161012804,0.13365455661363668,0,1245,205,0.13365455661363668,1214,,,,,london,False,-0.0031674832681903783
1371,count_vectorizer_5_gram,83,inner,0.042859985740133784,0.03470246099455445,0.0,0.020948208826662547,0.0339576682691855,0.05375722579275772,0.2507575617704617,8,167,111,0.2507575617704617,208,,,,,zwickau,True,0.0018599153814272268
1049,5_gram,83,inner,0.01749528394021386,0.0208104871668065,0.0,0.0051643002670404645,0.011170370067542465,0.023006168471424594,0.15724808729935438,8,167,111,0.15724808729935438,208,,,,,zwickau,True,0.0005923471501546769
1355,count_vectorizer_5_gram,83,inner,0.1285163278392054,0.04110614819539741,0.030804101062787914,0.09715650375240609,0.1254372225469883,0.15758516891992005,0.2715470582975954,0,1245,205,0.2715470582975954,1214,,,,,london,False,-0.009605396935825156
2659,5_gram,83,cross,0.018087631090368535,0.01919687711815842,0.0,0.0058797915459782015,0.011996168470472829,0.022774371717430377,0.14796717963364103,6,167,149,0.14796717963364103,370,False,,,,zwickau,,
2981,count_vectorizer_5_gram,83,cross,0.04471990112156101,0.032928748107434534,0.0,0.02430407803577466,0.0369130426507205,0.055600810582322725,0.22779366742406715,6,167,149,0.22779366742406715,370,False,,,,zwickau,,
2945,count_vectorizer_5_gram,83,cross,0.11891093090338026,0.04181188869005257,0.01908994672942214,0.08725971452047117,0.11696732572368904,0.14839580447572862,0.23117466120728014,0,1245,299,0.23117466120728014,2764,True,88.0,0.7203080585555827,1343.0,london,,
2660,5_gram,84,cross,0.04085762001493439,0.03661850648544466,0.0,0.018577332958744905,0.03366002248480904,0.05338455804911103,0.4775051158466137,2,213,67,0.4775051158466137,530,False,,,,zwickau,,
1050,5_gram,84,inner,0.03900099098335583,0.026722228858738196,0.0,0.01917247756188685,0.03353577348536477,0.050815659038985536,0.15978579112327987,2,213,69,0.15978579112327987,289,,,,,zwickau,True,0.0018566290315785647
2946,count_vectorizer_5_gram,84,cross,0.07244632195036393,0.042447130101001505,0.0,0.043026261475929466,0.06786038652620206,0.09593451654724586,0.46176470588235236,2,264,90,0.46176470588235236,345,False,,,,london,,
1038,5_gram,84,inner,0.032782099985851396,0.021349976904067935,0.0,0.01889155267618681,0.028150432150738244,0.04049106057163804,0.15178026896257515,2,264,91,0.15178026896257515,245,,,,,london,False,-0.000665538555189478
2982,count_vectorizer_5_gram,84,cross,0.10215076060062915,0.060172972582584826,0.0,0.05749996366192465,0.09310711358007501,0.14085124875735394,0.5409491150925028,2,213,67,0.5409491150925028,530,False,,,,zwickau,,
1372,count_vectorizer_5_gram,84,inner,0.09752084512282701,0.05327958685051005,0.0,0.05575875194829858,0.09008151039222415,0.1292946871510255,0.28665386241886043,2,213,76,0.28665386241886043,327,,,,,zwickau,True,0.004629915477802143
1356,count_vectorizer_5_gram,84,inner,0.07717280927694369,0.0387125322075292,0.0,0.050796978495093,0.07415145523439474,0.10176568762666317,0.20983419419712307,2,264,96,0.20983419419712307,468,,,,,london,False,-0.004726487326579751
2628,5_gram,84,cross,0.03211656143066192,0.029132755308009822,0.0,0.016910965430602956,0.02565319011066241,0.04087860662669348,0.40139058407163364,2,264,90,0.40139058407163364,345,False,,,,london,,
2661,5_gram,85,cross,0.03580685553012135,0.023563684318423296,0.0018178529775008006,0.02316111665386801,0.03327142942182736,0.04236927293987623,0.31531844890725674,0,376,79,0.31531844890725674,672,False,,,,zwickau,,
1357,count_vectorizer_5_gram,85,inner,0.10870338642288034,0.0448681156413883,0.0,0.07651741674574081,0.10372602653948149,0.1361111111111111,0.2583768965864697,1,588,74,0.2583768965864697,1014,,,,,london,False,-0.007962555611646369
1039,5_gram,85,inner,0.0446739852465911,0.02554554303749337,0.0,0.027445419539080432,0.04009276875942124,0.05596109140114476,0.19599248335611677,1,588,74,0.19599248335611677,1014,,,,,london,False,-0.0030188197906711386
2947,count_vectorizer_5_gram,85,cross,0.10074083081123397,0.0470134588513899,0.0,0.07064762193218938,0.09493754424183296,0.12399666336113441,0.5449619680472347,2,588,89,0.5449619680472347,475,False,,,,london,,
1051,5_gram,85,inner,0.03444003510508771,0.02099290076471803,0.0,0.01976437212002714,0.032243449630332086,0.04434733784508711,0.14179848320187527,1,376,87,0.14179848320187527,1222,,,,,zwickau,True,0.001366820425033638
2983,count_vectorizer_5_gram,85,cross,0.08853631382367443,0.03916115925699986,0.0064533591055197185,0.06322293596916338,0.0847710379284444,0.10946255702750167,0.39066464647520155,0,376,79,0.39066464647520155,672,False,,,,zwickau,,
1373,count_vectorizer_5_gram,85,inner,0.08369070440758747,0.0404824066265174,0.0,0.05514244701535758,0.07951990234615486,0.10487799296221637,0.2279025456365567,1,376,87,0.2279025456365567,1222,,,,,zwickau,True,0.004845609416086957
2629,5_gram,85,cross,0.04165516545591996,0.03097045540352287,0.0,0.026335019109510027,0.03571934299201707,0.0506138742978356,0.441584102992455,2,588,89,0.441584102992455,475,False,,,,london,,
1358,count_vectorizer_5_gram,86,inner,0.06856067302939245,0.02871576110235154,0.0,0.04772957050777401,0.0632937264362748,0.08617071885427462,0.1789883545006272,1,462,74,0.1789883545006272,1014,,,,,london,False,-0.0016999032084212828
2630,5_gram,86,cross,0.03197993707808098,0.03612218304926292,0.0,0.0176127063088554,0.025892403105992404,0.037881598252976656,0.5238306090419473,1,462,93,0.5238306090419473,314,False,,,,london,,
2948,count_vectorizer_5_gram,86,cross,0.06686076982097117,0.04148847627509891,0.0,0.04425999741071676,0.061376810149212604,0.08128346894181829,0.5750175312895449,1,462,93,0.5750175312895449,314,False,,,,london,,
1052,5_gram,86,inner,0.05022903739747278,0.024807925065274426,0.006315994395239459,0.032515710999366246,0.04576454761592945,0.06337048386063619,0.15214355166369017,0,1997,223,0.15214355166369017,410,,,,,zwickau,True,0.00189643381698016
1040,5_gram,86,inner,0.030916851599343667,0.018460271564738975,0.0,0.018283662671645766,0.027975914854100295,0.039901232196660176,0.1682160014317996,1,462,85,0.1682160014317996,588,,,,,london,True,0.001063085478737312
1374,count_vectorizer_5_gram,86,inner,0.11043087117386063,0.04352752204122166,0.015395040172162745,0.08018601191852345,0.1059633567523925,0.13557742860927874,0.2424299856029554,0,1997,12,0.2424299856029554,1569,,,,,zwickau,True,0.006035737189792251
2662,5_gram,86,cross,0.05212547121445294,0.023180550828454206,0.00500865270393069,0.03633505137376621,0.0488279454947745,0.0628517238349591,0.17263007848365705,0,1997,230,0.17263007848365705,651,True,80.0,0.7045163032722007,3962.0,zwickau,,
2984,count_vectorizer_5_gram,86,cross,0.11646660836365288,0.0413995349064862,0.006184502281715331,0.08896116162201627,0.10969391385230406,0.14103818741594212,0.26139136714559236,0,1997,230,0.26139136714559236,651,True,80.0,0.7823737731026517,3962.0,zwickau,,
1041,5_gram,87,inner,0.03840177634139652,0.021508988677720355,0.004483150425062527,0.023183038247321933,0.032996690115776744,0.04859904672900977,0.14464787971030763,0,572,88,0.14464787971030763,762,,,,,london,True,0.00014224342583881583
2631,5_gram,87,cross,0.03854401976723534,0.036239213347648215,0.0012670747703381867,0.021759502464046693,0.032776234166560766,0.04625244883996326,0.5514949235074642,0,572,94,0.5514949235074642,431,False,,,,london,,
2663,5_gram,87,cross,0.06338870124342487,0.04218884546580768,0.009360344625971406,0.039520374557237434,0.053989139014928585,0.07832568951449449,0.5066379374282319,0,1222,82,0.5066379374282319,661,False,,,,zwickau,,
1053,5_gram,87,inner,0.05960844031124148,0.037431280192856374,0.0014670239952476387,0.03547848491921943,0.05064469016398618,0.07490658317162413,0.21504463973777813,0,1222,70,0.21504463973777813,915,,,,,zwickau,True,0.0037802609321833866
2985,count_vectorizer_5_gram,87,cross,0.13273257433302843,0.061168567009279466,0.016837761322914317,0.08999844290023386,0.12059415669739564,0.1646289924172562,0.3639412472241713,0,1222,71,0.3639412472241713,1230,True,82.0,0.6315450680697435,661.0,zwickau,,
1359,count_vectorizer_5_gram,87,inner,0.08940803679071054,0.037128985952744914,0.018372640128517692,0.06329595167841116,0.08389400921240699,0.11132314154779863,0.21612009321855816,0,572,67,0.21612009321855816,530,,,,,london,False,-0.0036385776362986844
1375,count_vectorizer_5_gram,87,inner,0.12625716758218872,0.0662256395645527,0.005183226025827749,0.08159828678384874,0.11315596285392655,0.1576231336842013,0.40104541965202267,0,1222,70,0.40104541965202267,915,,,,,zwickau,True,0.006475406750839713
2949,count_vectorizer_5_gram,87,cross,0.08576945915441185,0.04766125027815728,0.005044461082474633,0.05488328810672419,0.07765453253549953,0.10600758889013773,0.5695013371914828,0,572,94,0.5695013371914828,431,False,,,,london,,
1360,count_vectorizer_5_gram,88,inner,0.1003615216697906,0.043296210501238386,0.00784416270267452,0.06626722430770549,0.09741738611957076,0.13111095716859325,0.23524301470757886,0,762,194,0.23524301470757886,859,,,,,london,False,-0.008126716548319757
2986,count_vectorizer_5_gram,88,cross,0.12848241285857073,0.042826758783863536,0.037290769494133055,0.09637264659748475,0.1244905122984164,0.160752139770927,0.2432637269053215,0,1343,205,0.2432637269053215,1214,True,83.0,0.7203080585555831,1245.0,zwickau,,
2664,5_gram,88,cross,0.05821104112017037,0.02360214748616229,0.010543840750528945,0.040819445926618216,0.05580418839377259,0.07420188667327585,0.12641181112516411,0,1343,266,0.12641181112516411,858,True,83.0,0.6538799076969856,1245.0,zwickau,,
