,feature_name,p_#,cross/inner,mean,std,min,25%,50%,75%,max,# of 0 similarities,p_length,most_similar_p_#,most_similar_score,most_similar_p_length,most_similar_dropped,version
107,5_gram,107,inner,0.045403519521666484,0.021335000582550438,0.003922303125820752,0.029620523682318146,0.04257031793901921,0.05817552796968419,0.12994519241194605,0,1001,15,0.12994519241194605,711,,zwickau
429,5_gram,107,cross,0.049855842551661374,0.03513579375320683,0.00346549829207955,0.033858002431655515,0.04549875063117463,0.0608231619248993,0.5528563363976304,0,1001,100,0.5528563363976304,1172,False,zwickau
430,5_gram,108,cross,0.038875811613925,0.02183148631060282,0.0,0.023359534483941742,0.03570745775309041,0.04969479574549071,0.1297518174701103,1,418,100,0.1297518174701103,1172,True,zwickau
108,5_gram,108,inner,0.037467082999988556,0.020795372482538498,0.0,0.022688545437053398,0.03511993026334382,0.04754892639835417,0.1348150975715042,2,418,114,0.1348150975715042,380,,zwickau
431,5_gram,109,cross,0.0437153709100974,0.0364080684981143,0.0,0.02666995538920842,0.03747313943514067,0.05251540177793069,0.5725871352715205,1,847,102,0.5725871352715205,826,False,zwickau
109,5_gram,109,inner,0.04213114783775477,0.02958520355790007,0.0,0.026216124047063572,0.03683054772416459,0.05167320524630052,0.39670482075874575,1,847,112,0.39670482075874575,674,,zwickau
110,5_gram,110,inner,0.035648497608358275,0.020937845819724417,0.0,0.0204347752182014,0.0334669136277045,0.046389413205563064,0.15287221544974358,1,345,15,0.15287221544974358,711,,zwickau
432,5_gram,110,cross,0.03689358101716779,0.022572021176511473,0.0,0.02135942992257199,0.032602871117905455,0.04675701690041134,0.21547425907032317,1,345,105,0.21547425907032317,207,True,zwickau
433,5_gram,111,cross,0.02761876169061851,0.028792979533403245,0.0,0.011122263248034253,0.021757201186896922,0.03538148804338317,0.3431697078326238,8,208,110,0.3431697078326238,563,False,zwickau
111,5_gram,111,inner,0.027398219863734065,0.026990746257187778,0.0,0.009479470858976376,0.02081461589700913,0.035836709558353406,0.19514682639629777,13,208,117,0.19514682639629777,270,,zwickau
434,5_gram,112,cross,0.03478341758351647,0.03159208311467033,0.0,0.020856864548507725,0.029719911125174133,0.04067669390799829,0.41127023147172753,1,674,102,0.41127023147172753,826,False,zwickau
112,5_gram,112,inner,0.03304499979786354,0.027550201320111475,0.0,0.019808198222977816,0.02892395469546757,0.039455672818464835,0.39670482075874575,1,674,109,0.39670482075874575,847,,zwickau
435,5_gram,113,cross,0.03170644535688641,0.031863840950701466,0.0,0.01777595572311589,0.029313110191484467,0.03946457162771887,0.5194352339383769,1,448,113,0.5194352339383769,476,False,zwickau
113,5_gram,113,inner,0.028302964341747616,0.0168912218605463,0.0,0.015421357318650984,0.025626489411722946,0.03957306623549884,0.09250337891358262,1,448,184,0.09250337891358262,1023,,zwickau
436,5_gram,114,cross,0.03832669327246116,0.03751752985570811,0.0,0.02090047021678213,0.030608087560168466,0.04648969870829478,0.5665321573297385,2,380,106,0.5665321573297385,431,False,zwickau
114,5_gram,114,inner,0.03618114853905615,0.02327465029528376,0.0,0.020928648616425547,0.0315626565219485,0.04453946245319607,0.17727696055121153,1,380,119,0.17727696055121153,344,,zwickau
115,5_gram,115,inner,0.029964878497350494,0.02130228941644107,0.0,0.013581730077406621,0.025546958756883065,0.03976950075645207,0.1252186799457608,4,272,169,0.1252186799457608,1511,,zwickau
437,5_gram,115,cross,0.033666630177813024,0.03822087963008261,0.0,0.015361033942068825,0.02668938366414287,0.04155035332906136,0.5276088665745633,1,272,107,0.5276088665745633,295,False,zwickau
438,5_gram,116,cross,0.019633296208723377,0.012651804145319905,0.0,0.01067845350930445,0.017658191255938736,0.02668454368488095,0.08902426239445987,6,190,293,0.08902426239445987,740,True,zwickau
116,5_gram,116,inner,0.01934072959606858,0.014618337110171891,0.0,0.009530630591656413,0.017027007337087764,0.025733296329940047,0.08635671169420929,16,190,301,0.08635671169420929,680,,zwickau
439,5_gram,117,cross,0.03061828754245428,0.0348796678651783,0.0,0.01601734559287637,0.024644932719295944,0.038066847533397175,0.5443089058930767,2,270,110,0.5443089058930767,563,False,zwickau
117,5_gram,117,inner,0.029090497750039593,0.023564716172523033,0.0,0.013510602386020197,0.023138676330190143,0.03742966832725242,0.19514682639629777,4,270,111,0.19514682639629777,208,,zwickau
440,5_gram,118,cross,0.02675941479615371,0.025771691886671104,0.0,0.010267985189205523,0.017991534003706924,0.035689734901832984,0.2000065115078556,11,188,119,0.2000065115078556,292,True,zwickau
118,5_gram,118,inner,0.02501573518112067,0.026826101672606056,0.0,0.00855087702397244,0.016322789199051987,0.03272754164902214,0.21477673673745393,12,188,124,0.21477673673745393,260,,zwickau
119,5_gram,119,inner,0.027563227260084026,0.021273364662800595,0.0,0.01508751842475279,0.022006846905859554,0.034534095957883405,0.17727696055121153,3,344,114,0.17727696055121153,380,,zwickau
441,5_gram,119,cross,0.02963874924595289,0.036455245700650694,0.0,0.015333622555265458,0.023107940843756787,0.03445970049042062,0.5716674510889597,1,344,112,0.5716674510889597,245,False,zwickau
442,5_gram,120,cross,0.04320788894706528,0.029141275051056043,0.00453957746448537,0.026536461632926972,0.037519060998303835,0.05419027819327134,0.3963807594799275,0,502,114,0.3963807594799275,302,False,zwickau
120,5_gram,120,inner,0.04118403154667029,0.02259872646607552,0.0014375497451888349,0.02554649558201575,0.036598055215628825,0.052554720134011385,0.14354143526015914,0,502,126,0.14354143526015914,243,,zwickau
121,5_gram,121,inner,0.04903955358928484,0.020757214456087143,0.005736677873473902,0.03423399738291533,0.04629263113675158,0.060955545442694097,0.14361630752005952,0,1352,147,0.14361630752005952,504,,zwickau
443,5_gram,121,cross,0.051951474933404684,0.024950545539407107,0.009150622873911822,0.03664167617676066,0.04733496052467767,0.06486937561146178,0.3071658326972576,0,1352,115,0.3071658326972576,566,True,zwickau
122,5_gram,122,inner,0.023143876099263123,0.020352312264962445,0.0,0.008408629528833905,0.017795853057599544,0.032316937186376425,0.16924691398272443,6,366,277,0.16924691398272443,617,,zwickau
444,5_gram,122,cross,0.02544502787375611,0.020234206000088375,0.0,0.010765625172974306,0.021926225428634316,0.03542175676487024,0.16398222623534994,4,366,268,0.16398222623534994,593,True,zwickau
445,5_gram,123,cross,0.05327949039680903,0.025200434920839558,0.0,0.03375410821923021,0.048657408826670794,0.07026804918992033,0.13912463193506922,1,1337,165,0.13912463193506922,835,True,zwickau
123,5_gram,123,inner,0.05117293254761122,0.02574662743744826,0.0,0.03204201772452276,0.046167987131680875,0.06736543253494368,0.1438261034859309,1,1337,175,0.1438261034859309,427,,zwickau
446,5_gram,124,cross,0.03606961636519235,0.02453210069428441,0.0,0.019867319070892515,0.030716514429499714,0.04738127917537807,0.19117241205597438,3,260,111,0.19117241205597438,180,True,zwickau
124,5_gram,124,inner,0.034629858720096426,0.025171876650872244,0.0,0.017784728788556865,0.029517181041141552,0.04530252259884039,0.21477673673745393,7,260,118,0.21477673673745393,188,,zwickau
447,5_gram,125,cross,0.03040014524111369,0.020323673090795,0.0,0.014715623425935846,0.026222272952934767,0.04038592654662358,0.11651897530402891,3,174,121,0.11651897530402891,224,True,zwickau
125,5_gram,125,inner,0.02917806853506618,0.02134303722032137,0.0,0.0129781100433137,0.025463680387477934,0.038788616928682254,0.1579035738965041,1,174,126,0.1579035738965041,243,,zwickau
448,5_gram,126,cross,0.03921467072903991,0.03769922647300772,0.0,0.022633800493120367,0.03131213523931746,0.049024549143200875,0.5670166975523268,1,243,121,0.5670166975523268,224,False,zwickau
126,5_gram,126,inner,0.036398062909229284,0.023753318099969323,0.001511946843032829,0.019882770955797806,0.031977151086068085,0.04792093977528995,0.1579035738965041,0,243,125,0.1579035738965041,174,,zwickau
449,5_gram,127,cross,0.02990481782402113,0.028939938511749003,0.0,0.012398949153130374,0.0228995480709396,0.04037433525431338,0.34437212194304756,2,141,122,0.34437212194304756,266,False,zwickau
127,5_gram,127,inner,0.02752304958722517,0.02418956539675746,0.0,0.011217249615131705,0.023190198844767702,0.03758979644664781,0.231726739470103,4,141,92,0.231726739470103,77,,zwickau
450,5_gram,128,cross,0.03378866185880987,0.029148452666758504,0.0,0.020638824745922518,0.03058341926725837,0.041465832616698964,0.45548953017057275,1,464,123,0.45548953017057275,749,False,zwickau
128,5_gram,128,inner,0.03039414534634244,0.016452299371300775,0.0,0.01713473282752995,0.028296727344075356,0.040172900497537,0.09697182050215014,2,464,132,0.09697182050215014,163,,zwickau
451,5_gram,129,cross,0.019680217547069064,0.017269072969272693,0.0,0.008108181777271467,0.014979856361597436,0.026215119622550954,0.11999872881504357,5,167,235,0.11999872881504357,613,True,zwickau
129,5_gram,129,inner,0.019026432884341048,0.018114107720814975,0.0,0.007459811812782368,0.013912326424739347,0.02392796309705312,0.15018233540428855,9,167,24,0.15018233540428855,1089,,zwickau
452,5_gram,130,cross,0.03686238891747338,0.017615301881577936,0.0,0.025149491660316152,0.035715143094366845,0.046322330075447934,0.10973153189955356,1,788,167,0.10973153189955356,738,True,zwickau
130,5_gram,130,inner,0.03470732026566065,0.01873499624956949,0.0,0.020961289713653204,0.03385286097116085,0.04561502831148033,0.1158220308150667,1,788,177,0.1158220308150667,687,,zwickau
453,5_gram,131,cross,0.03995498119261945,0.0337479684142736,0.0,0.022994613376739026,0.036214006908065616,0.05287782037239276,0.5300726518447401,2,462,126,0.5300726518447401,346,False,zwickau
131,5_gram,131,inner,0.03648295998920252,0.020747618591188302,0.0,0.020794820168427243,0.03479538570092611,0.05201926308986545,0.1225755163414766,2,462,133,0.1225755163414766,249,,zwickau
454,5_gram,132,cross,0.021560915523219162,0.02200696716542837,0.0,0.008360281832066241,0.015981870057085897,0.02778003319212253,0.21192265071368424,5,163,127,0.21192265071368424,291,False,zwickau
132,5_gram,132,inner,0.01974640012844626,0.01917527816145106,0.0,0.00669219446183456,0.014923662856876047,0.025348929949805872,0.12086634211819271,12,163,253,0.12086634211819271,122,,zwickau
455,5_gram,133,cross,0.02400360645793096,0.021556801738757365,0.0,0.013566224136587444,0.02050271546414708,0.03071417679929051,0.30044549312107083,2,249,127,0.30044549312107083,291,False,zwickau
133,5_gram,133,inner,0.02261587782960704,0.0160169859358813,0.0,0.011687471131137172,0.020094575115262997,0.030449180969838577,0.1225755163414766,4,249,131,0.1225755163414766,462,,zwickau
134,5_gram,134,inner,0.03529990192714561,0.018318626807286197,0.0,0.023418093663807434,0.032252959277931176,0.04376408369734139,0.16624491347244685,1,771,206,0.16624491347244685,168,,zwickau
456,5_gram,134,cross,0.03646490874155584,0.01836436329413593,0.0,0.02493380334668129,0.03344394534978247,0.04488049209058458,0.1623225068021774,1,771,258,0.1623225068021774,121,False,zwickau
135,5_gram,135,inner,0.037205952934996296,0.017799489960512997,0.0,0.025543119931097195,0.03618077425114441,0.046556363693543795,0.14529709133318403,1,606,134,0.14529709133318403,771,,zwickau
457,5_gram,135,cross,0.03967036802552107,0.02195928595387677,0.002360618543933001,0.027975506422064086,0.037093663292913776,0.04906595288115502,0.309410456998046,0,606,130,0.309410456998046,238,False,zwickau
458,5_gram,136,cross,0.025230720283207865,0.030121787219759145,0.0,0.010567425913893145,0.019285061843097254,0.03140266889478452,0.4342451613031403,3,158,131,0.4342451613031403,205,False,zwickau
136,5_gram,136,inner,0.023193498760103848,0.0180246821119001,0.0,0.009897038665676957,0.017916190527040823,0.0319490161005663,0.09739530841650608,6,158,209,0.09739530841650608,203,,zwickau
459,5_gram,137,cross,0.038622025930254336,0.03218129244501382,0.004087454409327263,0.023393178194959174,0.03355897781429949,0.04637258795892556,0.492306707930547,0,459,132,0.492306707930547,482,False,zwickau
137,5_gram,137,inner,0.03654194325688932,0.02299933912176035,0.0020152752673551627,0.02311738805435827,0.0334669136277045,0.045767283814265654,0.2534483474293925,0,459,225,0.2534483474293925,34,,zwickau
138,5_gram,138,inner,0.030468520829347298,0.020353917224280007,0.0003314484238893027,0.01632950372523345,0.02592645443562364,0.04138255780101523,0.1419733717766557,0,204,255,0.1419733717766557,405,,zwickau
460,5_gram,138,cross,0.0322422027837871,0.021070405748048023,0.0,0.017392797207247356,0.02827388853306341,0.042078864953307635,0.1463740761769783,1,204,261,0.1463740761769783,386,True,zwickau
461,5_gram,139,cross,0.04124905267374187,0.03684072317480622,0.0,0.024488787592729315,0.03473912602918925,0.05268292490832886,0.5617272893409768,1,508,134,0.5617272893409768,402,False,zwickau
139,5_gram,139,inner,0.038033515118716374,0.02155360434836894,0.0019227231719785229,0.022117964047648556,0.03399765144967787,0.04926439972915981,0.13952739319260662,0,508,23,0.13952739319260662,283,,zwickau
462,5_gram,140,cross,0.03626090845651662,0.02971728985688069,0.002323154545752564,0.020172879042162608,0.03084697970709297,0.04604044979612629,0.3729490507935675,0,469,135,0.3729490507935675,375,False,zwickau
140,5_gram,140,inner,0.03527424203299427,0.025022482257166648,0.0,0.01804443458402996,0.03146441424738844,0.04443356077812442,0.19420119596393162,3,469,87,0.19420119596393162,1222,,zwickau
463,5_gram,141,cross,0.03894521687533761,0.040262903516560596,0.0,0.019361050550133176,0.030948113065832922,0.04737363180384418,0.5819406411199505,1,416,136,0.5819406411199505,360,False,zwickau
141,5_gram,141,inner,0.03666320629712675,0.028034498541932615,0.0,0.017143702951066427,0.03045679564805051,0.046385027470368434,0.17694216860850884,3,416,87,0.17694216860850884,1222,,zwickau
142,5_gram,142,inner,0.026875913360345203,0.01868695932638622,0.0,0.013353438601008146,0.023012273912772406,0.035553907552383704,0.120969479764051,2,190,223,0.120969479764051,410,,zwickau
464,5_gram,142,cross,0.02985178029006879,0.036753700098483916,0.0,0.013714090804698315,0.02430502120758282,0.03842202575493184,0.5936791588608208,1,190,137,0.5936791588608208,209,False,zwickau
143,5_gram,143,inner,0.03031828606384025,0.01796072090705911,0.0,0.018190703325916345,0.027069792540796098,0.039225955477088584,0.11388956431008035,1,263,91,0.11388956431008035,52,,zwickau
465,5_gram,143,cross,0.03045306269245998,0.016848918973422614,0.0,0.01804414259344701,0.027238901949970175,0.041491278442486665,0.10206954796398227,1,263,104,0.10206954796398227,108,True,zwickau
144,5_gram,144,inner,0.023096129474174245,0.014848389937591966,0.0,0.012611412288861383,0.02084375353751988,0.03116200314674255,0.0864143140084266,3,332,112,0.0864143140084266,674,,zwickau
466,5_gram,144,cross,0.025837689204166257,0.027790288514187973,0.0,0.014023500582013064,0.021417336047787276,0.03136862643757564,0.428044609211183,2,332,139,0.428044609211183,342,False,zwickau
145,5_gram,145,inner,0.024947208307031305,0.018812430518382255,0.0,0.012162147644068415,0.020994558786773053,0.03158692396765993,0.15608814423843456,3,268,111,0.15608814423843456,208,,zwickau
467,5_gram,145,cross,0.027240009525006582,0.0317736472794158,0.000925093982717585,0.014056024861817229,0.02290852007018839,0.03239887017977473,0.4205367804309044,0,268,140,0.4205367804309044,115,False,zwickau
146,5_gram,146,inner,0.02613286658255509,0.017796832190851496,0.0,0.013923711574942595,0.022357071463133364,0.0328328858670673,0.10464640547077812,2,204,145,0.10464640547077812,268,,zwickau
468,5_gram,146,cross,0.028887360863965563,0.034785400189671925,0.0,0.015583159766933037,0.02492672005666223,0.03415113860105644,0.5599945637996288,1,204,141,0.5599945637996288,199,False,zwickau
147,5_gram,147,inner,0.0352939690023982,0.02187427312331754,0.002910925287672568,0.020326912831196836,0.0328333844927004,0.04451352785608935,0.17491791591652284,0,504,149,0.17491791591652284,359,,zwickau
469,5_gram,147,cross,0.03665031781197679,0.024649961469013732,0.004098012101653384,0.02277767867826192,0.03276059060446432,0.044203881623420496,0.2986862633896635,0,504,142,0.2986862633896635,210,False,zwickau
148,5_gram,148,inner,0.02286184405987381,0.016930192098227513,0.0,0.011407903246203485,0.019582183991682243,0.031813847026073795,0.10191959379768481,6,205,240,0.10191959379768481,205,,zwickau
470,5_gram,148,cross,0.022294478332792644,0.018365699419114853,0.0,0.010968952522814568,0.018621583311189634,0.029409113663651995,0.20050409272030614,4,205,143,0.20050409272030614,408,False,zwickau
149,5_gram,149,inner,0.03657833810648796,0.024837915442324797,0.0018642685911048537,0.01999031621857161,0.03172667693278439,0.04359105271926795,0.17491791591652284,0,359,147,0.17491791591652284,504,,zwickau
471,5_gram,149,cross,0.03835001779148326,0.02596569715959823,0.0,0.02194482801833271,0.030804314352137128,0.047343009215483574,0.17603721384885618,1,359,153,0.17603721384885618,542,True,zwickau
150,5_gram,150,inner,0.03360895471996333,0.021323852112537373,0.0,0.018496724466718434,0.0299638123601619,0.04520737566979518,0.16722269147815236,4,476,18,0.16722269147815236,573,,zwickau
472,5_gram,150,cross,0.035703334246599425,0.02637278975977002,0.0,0.020015159328969266,0.03206721533699104,0.04617846687263259,0.3270682017142658,3,476,145,0.3270682017142658,613,False,zwickau
151,5_gram,151,inner,0.03808574108537016,0.02022599202787068,0.0,0.02284785109966422,0.036884995376704616,0.050652480246158496,0.1246897074417307,1,893,283,0.1246897074417307,1603,,zwickau
473,5_gram,151,cross,0.03993972092673559,0.02449288356966448,0.0,0.026766490131878085,0.0367466133431347,0.04933109198679354,0.31311689775063617,1,893,146,0.31311689775063617,441,False,zwickau
152,5_gram,152,inner,0.055337370019165645,0.030055694215368623,0.0015254558683314298,0.03346074065150266,0.052425841559692515,0.07094865104274466,0.17504218152369352,0,1518,111,0.17504218152369352,208,,zwickau
474,5_gram,152,cross,0.05902119144065244,0.0344007425975,0.011525506972373931,0.03905496647005025,0.05364094435754488,0.07408927795815971,0.39408502891854014,0,1518,149,0.39408502891854014,370,True,zwickau
475,5_gram,153,cross,0.03335047894790798,0.023824018824218966,0.0025258133792268665,0.01955834011622838,0.03083873106106971,0.040993089522656734,0.3167169302002347,0,379,148,0.3167169302002347,1044,False,zwickau
153,5_gram,153,inner,0.03080879818308981,0.01836457877829067,0.0,0.016981385888775794,0.027592140934194754,0.041381796967740005,0.0980888979169034,2,379,87,0.0980888979169034,1222,,zwickau
476,5_gram,154,cross,0.024772177951105433,0.01734492749123881,0.0,0.01307736481379395,0.020675725293439026,0.032330713238119785,0.11948256501037932,4,170,138,0.11948256501037932,290,True,zwickau
154,5_gram,154,inner,0.02465860062902914,0.019276535893522417,0.0,0.010757674758112222,0.020819609299698654,0.032470733482522655,0.14943097026126365,3,170,71,0.14943097026126365,226,,zwickau
477,5_gram,155,cross,0.04308060108018439,0.02213604807873175,0.004977479900533757,0.028232907309143216,0.04040809913124013,0.0535091425492206,0.176841347224453,0,1044,122,0.176841347224453,266,True,zwickau
155,5_gram,155,inner,0.04056050128807004,0.021330445500899926,0.0,0.025395289401910125,0.037843414365055825,0.05010476173379658,0.17024477777380811,1,1044,156,0.17024477777380811,114,,zwickau
156,5_gram,156,inner,0.017717413327419065,0.021307908595716022,0.0,0.005452451852205041,0.011531561383083002,0.022585792576475017,0.17024477777380811,8,114,155,0.17024477777380811,1044,,zwickau
478,5_gram,156,cross,0.01704931123249147,0.019368919122070432,0.0,0.006502048550709833,0.012310079941021358,0.020370899560597424,0.16266438498146707,5,114,152,0.16266438498146707,187,False,zwickau
157,5_gram,157,inner,0.019130233321157906,0.016937933653368802,0.0,0.007783966883481142,0.014217719939739915,0.02676519556250474,0.12392630311837691,4,178,156,0.12392630311837691,114,,zwickau
479,5_gram,157,cross,0.0211659049757275,0.03503798660032669,0.0,0.007820575284641052,0.014967679500733194,0.026475327833466816,0.5666145101994154,4,178,152,0.5666145101994154,187,False,zwickau
480,5_gram,158,cross,0.013618552845622621,0.017416346505501005,0.0,0.0040155868818291,0.008849025280003073,0.017148300663129723,0.20913234964415336,6,104,153,0.20913234964415336,542,False,zwickau
158,5_gram,158,inner,0.013357028727179934,0.01462640530790974,0.0,0.004171973533829771,0.008471800578064192,0.01655842780052163,0.08697179044790619,9,104,165,0.08697179044790619,210,,zwickau
481,5_gram,159,cross,0.024371372533428904,0.017509719611646157,0.0,0.012417096849626195,0.020627886216821434,0.030230486846584054,0.12651280396116268,3,259,155,0.12651280396116268,432,False,zwickau
159,5_gram,159,inner,0.02386139021763906,0.017028864080928952,0.0,0.012256964185142083,0.019784787336903167,0.031891259830924674,0.12564328378677153,4,259,219,0.12564328378677153,354,,zwickau
482,5_gram,160,cross,0.04345764813558773,0.0272714353068099,0.0,0.02691615462741578,0.03950954057523593,0.054941832620984954,0.2648253785660932,1,569,155,0.2648253785660932,432,False,zwickau
160,5_gram,160,inner,0.04073288212202615,0.025197370909159217,0.0,0.022706512128574267,0.03789641695588681,0.05269121640770279,0.14657116413664242,2,569,223,0.14657116413664242,410,,zwickau
483,5_gram,161,cross,0.03557488328040708,0.019710549661860432,0.0,0.021600117373361885,0.031018157897346584,0.0477900918653648,0.11708717195048826,3,377,261,0.11708717195048826,386,True,zwickau
161,5_gram,161,inner,0.034480702801871814,0.01989853742328701,0.0,0.021287409744619897,0.029662592477914123,0.043128127127001786,0.11595906814801589,1,377,201,0.11595906814801589,537,,zwickau
162,5_gram,162,inner,0.023184428779175915,0.017442250582420795,0.0,0.011533791974625427,0.019039435270001452,0.029485453008131,0.10677436735831748,5,176,231,0.10677436735831748,106,,zwickau
484,5_gram,162,cross,0.02444677080816648,0.02302229606142078,0.0,0.011706184169162498,0.019808353496738106,0.030126743383560778,0.289661712683287,1,176,157,0.289661712683287,366,False,zwickau
163,5_gram,163,inner,0.03531718942521972,0.02208079494976244,0.0,0.019157378233867414,0.03130914122494995,0.04567824253173228,0.12467676520002406,4,528,184,0.12467676520002406,1023,,zwickau
485,5_gram,163,cross,0.037869568709070114,0.027336563019462308,0.0,0.02104212947741446,0.03273925013793749,0.0470606192812966,0.3195788041588358,1,528,158,0.3195788041588358,760,False,zwickau
486,5_gram,164,cross,0.03606143497414864,0.03358423410751157,0.0,0.019707589533756502,0.030828715710262966,0.04308337740086987,0.4822528005254542,1,741,154,0.4822528005254542,985,False,zwickau
164,5_gram,164,inner,0.033966838257437945,0.024003212141462324,0.0,0.018022618148035047,0.029668277533942872,0.04514876120873943,0.24602443772579163,1,741,303,0.24602443772579163,1545,,zwickau
165,5_gram,165,inner,0.026163476330018982,0.02636615779508744,0.0,0.009930078748263191,0.019942805455339132,0.034554409848679794,0.21732797403216414,3,210,187,0.21732797403216414,163,,zwickau
487,5_gram,165,cross,0.025199713333909655,0.022834939664257224,0.0,0.011010815294177467,0.019490614451627447,0.0320091929247605,0.17942157068352627,2,210,160,0.17942157068352627,980,False,zwickau
166,5_gram,166,inner,0.023324612433994103,0.021646874916063732,0.0,0.01112386425366044,0.018573142912628692,0.028027936798198247,0.19993204051320357,4,170,266,0.19993204051320357,90,,zwickau
488,5_gram,166,cross,0.02379768736348367,0.02120863137083838,0.0,0.011529902964889666,0.01904117577635079,0.03153029594881888,0.26635079440709175,3,170,206,0.26635079440709175,273,False,zwickau
167,5_gram,167,inner,0.04382822430280833,0.023491106442117507,0.0020853892786700176,0.02550120219476627,0.04162845205628869,0.05931533743896081,0.14561084812700528,0,563,201,0.14561084812700528,537,,zwickau
489,5_gram,167,cross,0.04393840356399388,0.02104713324158622,0.002713656343830067,0.027748349971415953,0.0405731078694108,0.057673724954061555,0.12108528213760904,0,563,164,0.12108528213760904,789,True,zwickau
168,5_gram,168,inner,0.020437123886069417,0.01611479662493101,0.0,0.009314927797839356,0.016489379584404038,0.02677101204009905,0.11081056181869987,3,310,5,0.11081056181869987,1248,,zwickau
490,5_gram,168,cross,0.021663404296630013,0.014958360551698175,0.0,0.010380184732270238,0.018306706759481366,0.029562377041357096,0.09146535881825511,2,310,5,0.09146535881825511,1230,False,zwickau
169,5_gram,169,inner,0.06635584649942435,0.03291212399521972,0.0010320853331558268,0.04527667375799324,0.061670172540199776,0.08700650298523913,0.2353629963715928,0,1511,176,0.2353629963715928,572,,zwickau
491,5_gram,169,cross,0.07051000965585012,0.035723751905160826,0.0,0.0473604010169157,0.06373783388504721,0.08901110270760178,0.33142519229479267,1,1511,195,0.33142519229479267,684,True,zwickau
492,5_gram,170,cross,0.03935631257987643,0.022409939747480987,0.0027671163302451533,0.02289936318105468,0.035984354579949134,0.05191968506872708,0.18139019757993735,0,851,195,0.18139019757993735,684,True,zwickau
170,5_gram,170,inner,0.03687584255988699,0.021582481732812568,0.0004310305199885664,0.021123440483508435,0.033229298197446085,0.04908911767669269,0.14594161228727623,0,851,169,0.14594161228727623,1511,,zwickau
493,5_gram,171,cross,0.04536264765161672,0.022751026607856027,0.002204018187855998,0.029494187560261346,0.041295553871673725,0.05647415721269576,0.15427476625732844,0,796,163,0.15427476625732844,1816,True,zwickau
171,5_gram,171,inner,0.04257813844400263,0.023191165583578952,0.0034074375994270975,0.026230242874347286,0.03938029661220709,0.05352964593510173,0.1873283522228529,0,796,95,0.1873283522228529,692,,zwickau
172,5_gram,172,inner,0.029618071782579417,0.021685048373937487,0.0,0.016553217029859887,0.02511008043747682,0.03804770857604014,0.15226407988098284,3,343,175,0.15226407988098284,427,,zwickau
494,5_gram,172,cross,0.0331443934084524,0.03726927964881739,0.0,0.017736665363700013,0.027274719029013798,0.0402623397043461,0.5782388284644673,1,343,195,0.5782388284644673,684,False,zwickau
495,5_gram,173,cross,0.05877701441795591,0.033535959267600376,0.0,0.037061971855819234,0.053684917698352194,0.07171422270829926,0.29820294178822054,1,1192,164,0.29820294178822054,789,True,zwickau
173,5_gram,173,inner,0.05637902391127853,0.03316342829474077,0.0029710101082693324,0.03537309728597888,0.04873837694594122,0.07027103161069355,0.27645601985747636,0,1192,174,0.27645601985747636,603,,zwickau
174,5_gram,174,inner,0.04671352179125739,0.03428582651512631,0.0,0.02645082756712216,0.040166176050712245,0.05778525336184766,0.27645601985747636,1,603,173,0.27645601985747636,1192,,zwickau
496,5_gram,174,cross,0.04992367500528656,0.0433808294868033,0.0,0.028059874488483356,0.04192139553834829,0.059757588843896474,0.5167171305967317,2,603,164,0.5167171305967317,789,False,zwickau
497,5_gram,175,cross,0.04358771969323594,0.04493943726260512,0.0,0.021639904172127043,0.034460342168905526,0.05226429753038493,0.5584045016749214,1,427,165,0.5584045016749214,835,False,zwickau
175,5_gram,175,inner,0.04020835940236356,0.03438504712227763,0.0,0.01893297256819051,0.03242457227206676,0.05002886828597995,0.2847297781962172,2,427,261,0.2847297781962172,344,,zwickau
176,5_gram,176,inner,0.044691365337605364,0.03140700491951897,0.0,0.025678638195909056,0.03773184091506679,0.054873635208486815,0.2585404467748557,1,572,174,0.2585404467748557,603,,zwickau
498,5_gram,176,cross,0.04600068247908472,0.030610659142026958,0.0,0.02849696459787916,0.0397547747320326,0.05477849644112524,0.23760356230401428,1,572,164,0.23760356230401428,789,True,zwickau
177,5_gram,177,inner,0.04193653538437406,0.025348770702898253,0.0,0.024898975022959853,0.03736549221568031,0.05339097298984997,0.16581230653854948,2,687,263,0.16581230653854948,440,,zwickau
499,5_gram,177,cross,0.044955180572237664,0.025671590447290407,0.0,0.02710047981158593,0.040439531975414805,0.05707181298296694,0.16446087422287303,1,687,203,0.16446087422287303,421,True,zwickau
178,5_gram,178,inner,0.033484797203686766,0.03354169516642319,0.0,0.015436837153541282,0.02700436983985822,0.041253276266626226,0.4078972138703129,3,389,262,0.4078972138703129,689,,zwickau
500,5_gram,178,cross,0.035532614619336204,0.032716516365695496,0.0,0.01763494059866913,0.028146071960483722,0.044294268982136925,0.3481325900246257,1,389,202,0.3481325900246257,533,True,zwickau
179,5_gram,179,inner,0.024241778050259864,0.018871177960024556,0.0,0.011564567855636754,0.021579606147572244,0.03250740327726258,0.14576416531772476,13,320,182,0.14576416531772476,1541,,zwickau
501,5_gram,179,cross,0.024976843751653117,0.01744013172516127,0.0,0.014112387967424657,0.02283234661508376,0.03412246003329409,0.14778211266983124,5,320,172,0.14778211266983124,1442,True,zwickau
180,5_gram,180,inner,0.033502844068036955,0.02544821274971355,0.0,0.018706137755191074,0.027464555941708647,0.042137728660387674,0.2392586114930158,1,504,181,0.2392586114930158,441,,zwickau
