,feature_name,p_#,cross/inner,mean,std,min,25%,50%,75%,max,# of 0 similarities,p_length,most_similar_p_#,most_similar_score,most_similar_p_length,most_similar_dropped,version
10,5_gram,10,inner,0.03263198387796735,0.021890886274174105,0.0011722726315752006,0.018084818037076716,0.02936265601210236,0.04069451940500982,0.18670062772146218,0,632,46,0.18670062772146218,959,,zwickau
333,5_gram,11,cross,0.039782751639495094,0.024993522553193162,0.0025924326959317575,0.02442583861276746,0.034892974962591715,0.05010940813094891,0.26171139736252513,0,576,22,0.26171139736252513,193,True,zwickau
11,5_gram,11,inner,0.03732100072405654,0.02326361042409798,0.0,0.02105043849503491,0.031593898194980444,0.048101884155722065,0.14780989900648617,1,576,21,0.14780989900648617,801,,zwickau
12,5_gram,12,inner,0.05325119187619472,0.029921554258294493,0.0019154294749258482,0.03223293643898632,0.049163752333299046,0.06763675903941381,0.28110206754620015,0,1569,282,0.28110206754620015,1721,,zwickau
334,5_gram,12,cross,0.05783985793156583,0.033809306128573455,0.005111391857002971,0.03863482615503875,0.054380751261391955,0.0686879855948051,0.3855188070772351,0,1569,12,0.3855188070772351,215,False,zwickau
13,5_gram,13,inner,0.04185327520787756,0.03070592741413688,0.0009270393322434224,0.025802442319401306,0.03538833150752102,0.05127060537189712,0.2750810440244724,0,662,14,0.2750810440244724,285,,zwickau
335,5_gram,13,cross,0.04449034239524341,0.037667975065259464,0.0,0.027079950562069174,0.037962418075187576,0.05362147973498813,0.5450317515996842,1,662,13,0.5450317515996842,306,False,zwickau
14,5_gram,14,inner,0.02855532947565626,0.028488165926266826,0.0,0.013401403166972343,0.022284746759541514,0.034022563178121176,0.2750810440244724,2,285,13,0.2750810440244724,662,,zwickau
336,5_gram,14,cross,0.02888497349093649,0.02453138547875028,0.001535472359416488,0.015637747201741287,0.023391088265406944,0.034293164780094955,0.2265194403890668,0,285,13,0.2265194403890668,306,True,zwickau
337,5_gram,15,cross,0.05025581504690599,0.03241262430773316,0.008318053079984934,0.0327929476030721,0.04496603862652153,0.060188505464962724,0.3684004106240543,0,711,15,0.3684004106240543,176,False,zwickau
15,5_gram,15,inner,0.04725191173586013,0.02931613781113501,0.0012064649787992773,0.029055470401904038,0.04211504632058866,0.05955266249372748,0.2490046006418451,0,711,13,0.2490046006418451,662,,zwickau
16,5_gram,16,inner,0.030811538952928447,0.024661445868608568,0.0,0.015513613603380804,0.02573031574603026,0.037783213389475594,0.16967744029998585,2,432,13,0.16967744029998585,662,,zwickau
338,5_gram,16,cross,0.0345663438324386,0.03647052946013496,0.0,0.01812255907957403,0.02752946899544602,0.0407533864080539,0.5144171531439848,1,432,16,0.5144171531439848,368,False,zwickau
17,5_gram,17,inner,0.03013107678524459,0.022743524820123484,0.0,0.01457685410805923,0.024929989846882578,0.03854583727338574,0.16846652388943367,1,371,87,0.16846652388943367,1222,,zwickau
339,5_gram,17,cross,0.033230195263628304,0.031545111954030716,0.0,0.01723496336295515,0.02620141626727237,0.0401526330413784,0.43940113106481915,1,371,17,0.43940113106481915,339,False,zwickau
18,5_gram,18,inner,0.04478841672367288,0.028585940407922113,0.0,0.02600908547924996,0.040434041861688405,0.053527740972863995,0.213936842642548,1,573,87,0.213936842642548,1222,,zwickau
340,5_gram,18,cross,0.04909977736764978,0.04062970374906887,0.007336200558014221,0.028651724608873434,0.04175314429273875,0.057697419988009785,0.5861561719625039,0,573,18,0.5861561719625039,478,False,zwickau
341,5_gram,19,cross,0.036085507712331856,0.034547897138852535,0.0011396452281239116,0.01989171910319335,0.030560232713571167,0.04511957127565007,0.5106290646663838,0,550,19,0.5106290646663838,360,False,zwickau
19,5_gram,19,inner,0.033139371297625744,0.022217256016231604,0.0,0.01853307536445256,0.028945535693268198,0.040820234621288934,0.14533155559265015,1,550,8,0.14533155559265015,555,,zwickau
342,5_gram,20,cross,0.044922579438378726,0.03708275735976012,0.0,0.02815211049071701,0.039794250821930166,0.053549258144700754,0.5697267279684837,1,636,21,0.5697267279684837,556,False,zwickau
20,5_gram,20,inner,0.042370707988306756,0.025226830348603173,0.003087504448641725,0.024133693325869433,0.03770265396287708,0.054438100089338894,0.16366874897383632,0,636,105,0.16366874897383632,1252,,zwickau
21,5_gram,21,inner,0.053243167196113134,0.027457006736131134,0.0037563473393061276,0.03461840400703922,0.04866970687485997,0.0663945992622795,0.1747389760848194,0,801,13,0.1747389760848194,662,,zwickau
343,5_gram,21,cross,0.05462695510015572,0.028634062910936602,0.0,0.03641170361167556,0.04860999194852357,0.06611609000155705,0.2761798984019958,1,801,22,0.2761798984019958,193,False,zwickau
22,5_gram,22,inner,0.036484169095257,0.023639381467025006,0.0015384240227222217,0.020067094635195595,0.03206203820982985,0.0472762013903708,0.1420130600983831,0,486,25,0.1420130600983831,981,,zwickau
344,5_gram,22,cross,0.03840903230785466,0.022790815066656058,0.0,0.02220770953570748,0.0342176190834851,0.0496687061897827,0.14784887892779278,2,486,26,0.14784887892779278,1180,True,zwickau
345,5_gram,23,cross,0.03135151076605798,0.02552683427674005,0.0,0.016275610067453962,0.025152098815638464,0.03721741530609248,0.2870757162495726,2,283,24,0.2870757162495726,460,False,zwickau
23,5_gram,23,inner,0.03138951729330216,0.023299745598384755,0.0,0.0163280261270694,0.02567959565385667,0.03794502295331821,0.13952739319260662,3,283,139,0.13952739319260662,508,,zwickau
346,5_gram,24,cross,0.051171602377299175,0.0232767652954805,0.006295336220413493,0.03347673524927896,0.048876611441871415,0.06661499794122078,0.13797491406283752,0,1089,26,0.13797491406283752,1180,True,zwickau
24,5_gram,24,inner,0.04797422430568947,0.02424366158788631,0.0,0.029563971547211604,0.04522751842204835,0.05991456620173278,0.15018233540428855,1,1089,129,0.15018233540428855,167,,zwickau
25,5_gram,25,inner,0.04303417266208698,0.022361642028570074,0.0025594336836573775,0.02776490114745504,0.039310184819376995,0.05407672002953404,0.1420130600983831,0,981,22,0.1420130600983831,486,,zwickau
347,5_gram,25,cross,0.04454327863270486,0.022054906513970556,0.005281470655472729,0.029476885879834235,0.04157263840964984,0.05440225006021666,0.14668770628163944,0,981,11,0.14668770628163944,493,True,zwickau
26,5_gram,26,inner,0.022600670046594672,0.015922667651708817,0.0,0.011710902142628874,0.019200181593888668,0.031030916771769602,0.10896679026024815,6,276,213,0.10896679026024815,574,,zwickau
348,5_gram,26,cross,0.026124260813899423,0.028780155874675507,0.0,0.013826210908099879,0.021810924481554618,0.03371833939455288,0.45816724197477543,3,276,27,0.45816724197477543,658,False,zwickau
349,5_gram,27,cross,0.04072555966899317,0.02101230932069497,0.004171783768741786,0.02514167541173532,0.03713400606285191,0.052094600655929156,0.13665136467188094,0,950,62,0.13665136467188094,284,True,zwickau
27,5_gram,27,inner,0.03775442324326046,0.019226251145296806,0.0012506440897966024,0.025050047955888378,0.036190447093184,0.04853322107029785,0.14392376186039435,0,950,64,0.14392376186039435,868,,zwickau
350,5_gram,28,cross,0.02743655772512835,0.015533281235312066,0.0,0.016649822147985844,0.024343462394362955,0.0355645518502905,0.10198192360861637,1,484,32,0.10198192360861637,485,True,zwickau
28,5_gram,28,inner,0.026435959067148407,0.01744108706081029,0.0,0.014797489882104341,0.022883700688378278,0.03337802485738509,0.12233683515420175,2,484,202,0.12233683515420175,116,,zwickau
29,5_gram,29,inner,0.026001025664300594,0.016773894439335472,0.0,0.01436914526973846,0.021957462107949285,0.03421357763610829,0.11489342834913079,4,335,104,0.11489342834913079,313,,zwickau
351,5_gram,29,cross,0.026587412369860293,0.01647646720268377,0.0,0.015336227354138206,0.023138492269846586,0.03329126444685087,0.11975168138442002,2,335,97,0.11975168138442002,330,True,zwickau
30,5_gram,30,inner,0.04504356844822938,0.024853534393065965,0.0013866712523719822,0.027518535014396425,0.043603738609069,0.05646615750689294,0.17442805683548276,0,658,239,0.17442805683548276,316,,zwickau
352,5_gram,30,cross,0.048085255485138964,0.035131310153378024,0.004143798919608635,0.03127636710195847,0.043206473858140144,0.058030934816277885,0.5063221364012799,0,658,31,0.5063221364012799,970,False,zwickau
31,5_gram,31,inner,0.036120247608064524,0.02143523695761241,0.0,0.022151335618832903,0.03260063079309918,0.0452781185825564,0.201448374075093,2,500,59,0.201448374075093,1372,,zwickau
353,5_gram,31,cross,0.036891694563796595,0.018455236048992553,0.0,0.02476976175805736,0.033514822314211955,0.04683258372233687,0.17034670480877567,2,500,55,0.17034670480877567,1481,True,zwickau
354,5_gram,32,cross,0.023841352550542358,0.02165960032882024,0.0,0.011165225151454116,0.018239917707486827,0.03081259882230389,0.2499979445254445,4,148,31,0.2499979445254445,970,False,zwickau
32,5_gram,32,inner,0.022893214983203437,0.017435568607354623,0.0,0.010334530834746263,0.018847654387161197,0.031140025186054673,0.10174891012339839,4,148,29,0.10174891012339839,335,,zwickau
33,5_gram,33,inner,0.036446272607168095,0.018885831862417952,0.0,0.024432459191515155,0.03425920325518476,0.04739923006080843,0.11731287638643166,1,466,49,0.11731287638643166,193,,zwickau
355,5_gram,33,cross,0.03993044157749675,0.03529584274251668,0.00255463138204696,0.026158014423532397,0.03650661713312956,0.04911546816743306,0.5856757407437566,0,466,33,0.5856757407437566,358,False,zwickau
34,5_gram,34,inner,0.01185619339487774,0.008629046937125198,0.0,0.005442530721326083,0.010093524971669486,0.016425027952460543,0.05586615249190495,4,145,43,0.05586615249190495,667,,zwickau
356,5_gram,34,cross,0.013394817018341198,0.018991797363313367,0.0,0.005839089421398852,0.010041503191181158,0.017853931078672513,0.3052321265675244,3,145,35,0.3052321265675244,337,False,zwickau
357,5_gram,35,cross,0.034060859045340765,0.020419108024663582,0.0,0.020489938737782636,0.03138742130917409,0.04209529646412095,0.11147990629063612,2,371,56,0.11147990629063612,365,True,zwickau
35,5_gram,35,inner,0.032816776368360535,0.020975591186153823,0.0,0.018808284764658543,0.02807155383107456,0.04127803067759301,0.13319493600360885,2,371,50,0.13319493600360885,183,,zwickau
36,5_gram,36,inner,0.043379894036822825,0.02464000330011527,0.0,0.02663385778757587,0.039655264028984276,0.05758310357282416,0.12843516808264957,2,1017,24,0.12843516808264957,1089,,zwickau
358,5_gram,36,cross,0.046589198813352835,0.038540305713179436,0.004747092322166378,0.028086809330037498,0.042519534181044503,0.05785009240084958,0.5741716762299777,0,1017,37,0.5741716762299777,776,False,zwickau
37,5_gram,37,inner,0.03196576167411354,0.020291382398816307,0.0,0.018466578326685083,0.028873911402416633,0.040568705317510376,0.11919271585855978,3,285,25,0.11919271585855978,981,,zwickau
359,5_gram,37,cross,0.033022364286471255,0.01955938779707964,0.0,0.019713475788704152,0.029095211916787697,0.04147902161370764,0.11639950625960681,2,285,26,0.11639950625960681,1180,False,zwickau
38,5_gram,38,inner,0.030687346928593543,0.01877647187302628,0.0,0.016649868460596594,0.028759112068123326,0.040515929719542765,0.11959887281013319,3,510,54,0.11959887281013319,1352,,zwickau
360,5_gram,38,cross,0.03363496443131606,0.029890660298444918,0.0,0.019842191469410613,0.02980416204259318,0.0416490213721924,0.4573251932335851,2,510,38,0.4573251932335851,821,False,zwickau
39,5_gram,39,inner,0.03874389626419467,0.018813741813788105,0.0,0.02547449944344481,0.036383874146432175,0.04806406398705523,0.11033499175290508,1,619,195,0.11033499175290508,250,,zwickau
361,5_gram,39,cross,0.039680762163610855,0.017400522042153206,0.005189598788886268,0.027551362307144306,0.038130702311752265,0.04915219720652779,0.10126068396447724,0,619,80,0.10126068396447724,3962,True,zwickau
362,5_gram,40,cross,0.034575825019171925,0.02024503756108731,0.0029851410082119166,0.020455981704039974,0.030936098099084968,0.04286728020065217,0.18739017688784862,0,438,41,0.18739017688784862,316,True,zwickau
40,5_gram,40,inner,0.03556054998844166,0.026992691748788166,0.0,0.019926848508508475,0.03048863261618156,0.0425048259821255,0.26993343361004557,1,438,48,0.26993343361004557,128,,zwickau
363,5_gram,41,cross,0.02484266947496974,0.035581753633087264,0.0,0.012274911849217172,0.019354635837809234,0.02968378576103464,0.5814448533972265,2,265,41,0.5814448533972265,316,False,zwickau
41,5_gram,41,inner,0.024069255209573787,0.023191732748828707,0.0,0.010408912786211331,0.019145083779492384,0.030633861414663028,0.2360256166293401,4,265,48,0.2360256166293401,128,,zwickau
42,5_gram,42,inner,0.043729013198359944,0.026052971464344002,0.0005339823307585503,0.025201926631197066,0.03946936149691316,0.056576324884702565,0.16546833694615629,0,823,281,0.16546833694615629,1334,,zwickau
364,5_gram,42,cross,0.04610186268272133,0.024352000580097854,0.0026606631614087784,0.028614637260532243,0.04264195037252756,0.06044708979220423,0.15864064988048474,0,823,274,0.15864064988048474,1674,True,zwickau
365,5_gram,43,cross,0.03707342681831112,0.02082634828718453,0.00416125559954638,0.023529759552576347,0.033312468044945386,0.0459010640953044,0.1522302376916352,0,667,44,0.1522302376916352,1027,True,zwickau
43,5_gram,43,inner,0.03693393065221718,0.023474455254435228,0.0011480581094169351,0.0212391023585909,0.03484919936465623,0.045424010047655776,0.1801457431919102,0,667,48,0.1801457431919102,128,,zwickau
366,5_gram,44,cross,0.037192967347698995,0.03300547296914971,0.0019341116088594584,0.02297816469105622,0.03249573795046144,0.044787077268329575,0.4887831347646233,0,982,44,0.4887831347646233,1027,False,zwickau
44,5_gram,44,inner,0.034767660115463075,0.02544879175006463,0.0008929136990771058,0.020050666662443935,0.030518385252334027,0.04282146014191103,0.25221385056160145,0,982,48,0.25221385056160145,128,,zwickau
367,5_gram,45,cross,0.04627005056697215,0.027864027686057672,0.0018258109721603429,0.03052634315621903,0.04393061301323009,0.05707502619948326,0.39605246571620834,0,643,45,0.39605246571620834,515,False,zwickau
45,5_gram,45,inner,0.04320526682369293,0.020734509103854864,0.002386417979468231,0.027298817737918552,0.041871057114559004,0.054400524016626824,0.129210987354866,0,643,43,0.129210987354866,667,,zwickau
